ticker,zeitraum,band,klasse,n,ew_atr
LIN,bis2022,weit,40-100,71,0.857
LIN,bis2022,sehr weit,0-10,62,0.575
LIN,bis2022,mittel,0-10,16,1.575
LIN,bis2022,mittel,10-25,30,0.843
LIN,bis2022,weit,0-10,27,0.968
LIN,bis2022,mittel,25-40,25,0.694
LIN,bis2022,mittel,unter Einstieg,137,1.821
LIN,bis2022,weit,unter Einstieg,58,1.094
LIN,bis2022,sehr weit,10-25,58,1.641
LIN,bis2022,sehr weit,25-40,29,2.263
LIN,bis2022,sehr weit,40-100,44,4.398
LIN,bis2022,sehr weit,unter Einstieg,31,7.123
LIN,ab2023,mittel,40-100,66,1.898
LIN,ab2023,weit,0-10,22,-0.288
LIN,ab2023,sehr weit,0-10,46,0.325
LIN,ab2023,sehr weit,25-40,61,1.744
LIN,ab2023,sehr weit,40-100,74,2.492
LIN,ab2023,sehr weit,10-25,48,0.835
LIN,ab2023,sehr weit,unter Einstieg,4,4.232
LIN,ab2023,mittel,10-25,27,0.492
LIN,ab2023,weit,10-25,53,0.37
LIN,ab2023,mittel,25-40,32,0.986
LIN,ab2023,mittel,0-10,6,0.498
LIN,ab2023,mittel,unter Einstieg,45,2.041
LIN,ab2023,weit,25-40,34,0.931
LIN,ab2023,weit,40-100,97,0.827
LIN,ab2023,weit,unter Einstieg,76,1.205
LLY,bis2022,mittel,0-10,28,-0.234
LLY,bis2022,weit,40-100,63,2.327
LLY,bis2022,sehr weit,0-10,33,-0.668
LLY,bis2022,sehr weit,10-25,58,-1.422
LLY,bis2022,sehr weit,40-100,66,-0.081
LLY,bis2022,sehr weit,unter Einstieg,16,1.27
LLY,bis2022,sehr weit,25-40,24,-0.108
LLY,bis2022,weit,0-10,19,-0.812
LLY,bis2022,weit,10-25,29,1.449
LLY,bis2022,weit,unter Einstieg,35,1.37
LLY,bis2022,weit,25-40,13,-0.728
LLY,bis2022,mittel,10-25,32,-0.088
LLY,bis2022,mittel,25-40,25,-0.272
LLY,bis2022,mittel,unter Einstieg,190,-1.045
LLY,bis2022,mittel,40-100,124,-0.899
LLY,bis2022,frueh,40-100,9,1.866
LLY,bis2022,frueh,25-40,10,1.451
LLY,bis2022,frueh,unter Einstieg,11,2.393
LLY,bis2022,frueh,0-10,2,-0.2
LLY,bis2022,frueh,10-25,1,2.989
LLY,ab2023,mittel,40-100,63,-1.121
LLY,ab2023,mittel,unter Einstieg,112,-0.377
LLY,ab2023,mittel,10-25,33,1.156
LLY,ab2023,mittel,25-40,28,-0.625
LLY,ab2023,weit,10-25,16,0.63
LLY,ab2023,weit,0-10,20,0.888
LLY,ab2023,mittel,0-10,25,0.205
LLY,ab2023,frueh,25-40,8,1.36
LLY,ab2023,weit,40-100,39,2.064
LLY,ab2023,weit,25-40,28,2.113
LLY,ab2023,sehr weit,10-25,22,0.48
LLY,ab2023,sehr weit,0-10,14,0.195
LLY,ab2023,sehr weit,40-100,41,1.804
LLY,ab2023,sehr weit,25-40,6,1.652
LLY,ab2023,weit,unter Einstieg,8,4.595
LLY,ab2023,frueh,unter Einstieg,9,-2.14
LLY,ab2023,frueh,40-100,5,-3.17
LLY,ab2023,frueh,0-10,2,-1.932
LMT,bis2022,mittel,0-10,10,-1.524
LMT,bis2022,mittel,40-100,51,-1.088
LMT,bis2022,mittel,25-40,15,-0.82
LMT,bis2022,weit,0-10,9,-0.637
LMT,bis2022,weit,40-100,64,-0.956
LMT,bis2022,weit,25-40,17,-2.021
LMT,bis2022,weit,10-25,16,-0.409
LMT,bis2022,sehr weit,10-25,27,-2.706
LMT,bis2022,mittel,10-25,10,-1.764
LMT,bis2022,sehr weit,25-40,12,-1.877
LMT,bis2022,sehr weit,0-10,13,0.141
LMT,bis2022,weit,unter Einstieg,73,-1.897
LMT,bis2022,sehr weit,40-100,61,-3.611
LMT,bis2022,sehr weit,unter Einstieg,47,-1.632
LMT,bis2022,mittel,unter Einstieg,51,-1.186
LMT,ab2023,mittel,unter Einstieg,52,-1.136
LMT,ab2023,mittel,40-100,49,-0.792
LMT,ab2023,mittel,25-40,27,0.261
LMT,ab2023,weit,0-10,19,0.171
LMT,ab2023,weit,40-100,17,-0.2
LMT,ab2023,weit,25-40,19,0.446
LMT,ab2023,weit,10-25,31,0.008
LMT,ab2023,mittel,10-25,20,-0.433
LMT,ab2023,sehr weit,0-10,20,0.025
LMT,ab2023,mittel,0-10,9,0.721
LMT,ab2023,sehr weit,10-25,36,-2.392
LMT,ab2023,sehr weit,40-100,132,-3.906
LMT,ab2023,weit,unter Einstieg,18,-0.777
LMT,ab2023,sehr weit,25-40,34,-4.639
LMT,ab2023,sehr weit,unter Einstieg,24,-1.287
LOW,bis2022,mittel,10-25,39,1.053
LOW,bis2022,weit,10-25,57,0.498
LOW,bis2022,weit,25-40,33,0.793
LOW,bis2022,weit,40-100,111,1.27
LOW,bis2022,weit,0-10,28,-0.144
LOW,bis2022,mittel,25-40,45,1.012
LOW,bis2022,mittel,0-10,26,-0.977
LOW,bis2022,mittel,40-100,105,0.858
LOW,bis2022,mittel,unter Einstieg,202,1.318
LOW,bis2022,sehr weit,0-10,18,0.235
LOW,bis2022,sehr weit,10-25,38,0.253
LOW,bis2022,sehr weit,25-40,69,1.049
LOW,bis2022,weit,unter Einstieg,57,1.866
LOW,bis2022,sehr weit,40-100,175,2.256
LOW,ab2023,mittel,0-10,34,0.207
LOW,ab2023,weit,10-25,32,-1.055
LOW,ab2023,mittel,25-40,33,-0.357
LOW,ab2023,mittel,unter Einstieg,67,-0.721
LOW,ab2023,mittel,40-100,86,-0.659
LOW,ab2023,mittel,10-25,31,-2.166
LOW,ab2023,weit,0-10,36,0.48
LOW,ab2023,sehr weit,10-25,55,0.371
LOW,ab2023,sehr weit,0-10,28,0.276
LOW,ab2023,weit,25-40,36,-0.315
LOW,ab2023,weit,40-100,71,-2.249
LOW,ab2023,weit,unter Einstieg,34,-1.483
LOW,ab2023,sehr weit,25-40,28,1.047
LOW,ab2023,sehr weit,40-100,19,-1.379
LOW,ab2023,sehr weit,unter Einstieg,11,1.086
LRCX,bis2022,frueh,10-25,2,2.416
LRCX,bis2022,mittel,0-10,52,-0.337
LRCX,bis2022,weit,10-25,53,-0.774
LRCX,bis2022,weit,25-40,58,-2.111
LRCX,bis2022,weit,0-10,43,0.224
LRCX,bis2022,sehr weit,0-10,33,-0.162
LRCX,bis2022,mittel,40-100,124,-1.196
LRCX,bis2022,mittel,unter Einstieg,274,-0.525
LRCX,bis2022,mittel,10-25,82,-1.283
LRCX,bis2022,mittel,25-40,58,-0.798
LRCX,bis2022,weit,40-100,191,-2.034
LRCX,bis2022,frueh,40-100,9,2.107
LRCX,bis2022,weit,unter Einstieg,145,0.338
LRCX,bis2022,frueh,25-40,3,1.923
LRCX,bis2022,frueh,0-10,3,0.523
LRCX,bis2022,sehr weit,25-40,8,-5.307
LRCX,bis2022,sehr weit,40-100,5,-3.958
LRCX,bis2022,sehr weit,10-25,6,-4.716
LRCX,bis2022,sehr weit,unter Einstieg,8,-1.582
LRCX,ab2023,mittel,0-10,35,1.792
LRCX,ab2023,weit,10-25,64,2.572
LRCX,ab2023,weit,0-10,39,1.745
LRCX,ab2023,sehr weit,0-10,60,0.795
LRCX,ab2023,frueh,40-100,13,4.057
LRCX,ab2023,frueh,unter Einstieg,5,6.064
LRCX,ab2023,mittel,25-40,39,2.414
LRCX,ab2023,mittel,10-25,48,1.341
LRCX,ab2023,weit,40-100,221,2.781
LRCX,ab2023,weit,unter Einstieg,76,2.312
LRCX,ab2023,weit,25-40,59,2.569
LRCX,ab2023,mittel,40-100,161,1.785
LRCX,ab2023,sehr weit,10-25,30,2.788
LRCX,ab2023,sehr weit,40-100,58,4.818
LRCX,ab2023,sehr weit,25-40,27,3.549
LRCX,ab2023,frueh,10-25,2,1.349
LRCX,ab2023,mittel,unter Einstieg,236,2.534
LRCX,ab2023,sehr weit,unter Einstieg,16,6.356
LRCX,ab2023,frueh,25-40,7,1.793
LULU,bis2022,mittel,0-10,48,0.104
LULU,bis2022,weit,10-25,43,0.599
LULU,bis2022,weit,0-10,47,0.79
LULU,bis2022,sehr weit,0-10,49,0.524
LULU,bis2022,weit,40-100,106,1.585
LULU,bis2022,weit,unter Einstieg,69,2.983
LULU,bis2022,mittel,40-100,131,1.625
LULU,bis2022,weit,25-40,26,1.458
LULU,bis2022,sehr weit,10-25,27,0.58
LULU,bis2022,sehr weit,25-40,22,1.747
LULU,bis2022,mittel,25-40,40,0.212
LULU,bis2022,mittel,10-25,39,0.384
LULU,bis2022,mittel,unter Einstieg,167,2.897
LULU,bis2022,sehr weit,40-100,41,2.888
LULU,bis2022,sehr weit,unter Einstieg,9,4.369
LULU,ab2023,mittel,0-10,23,-0.057
LULU,ab2023,mittel,10-25,31,0.061
LULU,ab2023,weit,0-10,14,-0.447
LULU,ab2023,sehr weit,25-40,42,0.296
LULU,ab2023,sehr weit,40-100,123,1.416
LULU,ab2023,sehr weit,10-25,35,-0.04
LULU,ab2023,sehr weit,unter Einstieg,63,2.504
LULU,ab2023,mittel,40-100,152,1.323
LULU,ab2023,mittel,unter Einstieg,164,2.877
LULU,ab2023,mittel,25-40,43,-0.103
LULU,ab2023,weit,25-40,49,0.056
LULU,ab2023,weit,40-100,171,0.223
LULU,ab2023,weit,10-25,48,0.101
LULU,ab2023,weit,unter Einstieg,136,2.361
LULU,ab2023,sehr weit,0-10,38,0.213
MA,bis2022,mittel,25-40,57,0.671
MA,bis2022,mittel,10-25,84,0.372
MA,bis2022,mittel,40-100,170,0.978
MA,bis2022,mittel,unter Einstieg,59,0.182
MA,bis2022,mittel,0-10,53,-0.097
MA,bis2022,weit,40-100,55,-0.982
MA,bis2022,weit,25-40,14,-1.545
MA,bis2022,weit,0-10,48,-0.601
MA,bis2022,weit,10-25,28,-0.419
MA,bis2022,sehr weit,25-40,7,-4.023
MA,bis2022,sehr weit,10-25,18,-0.674
MA,bis2022,frueh,40-100,29,1.214
MA,bis2022,frueh,10-25,8,1.258
MA,bis2022,frueh,25-40,12,0.766
MA,bis2022,frueh,unter Einstieg,38,-0.393
MA,bis2022,sehr weit,0-10,17,-0.879
MA,bis2022,frueh,0-10,2,-0.964
MA,bis2022,weit,unter Einstieg,33,-1.458
MA,bis2022,sehr weit,40-100,11,-3.35
MA,bis2022,sehr weit,unter Einstieg,5,-1.113
MA,ab2023,mittel,0-10,20,1.129
MA,ab2023,weit,10-25,15,-0.151
MA,ab2023,weit,40-100,85,0.468
MA,ab2023,weit,unter Einstieg,130,2.218
MA,ab2023,weit,25-40,26,0.585
MA,ab2023,weit,0-10,17,0.073
MA,ab2023,frueh,0-10,5,-0.188
MA,ab2023,mittel,10-25,22,-1.196
MA,ab2023,mittel,40-100,52,-0.869
MA,ab2023,mittel,25-40,28,-0.889
MA,ab2023,sehr weit,0-10,9,-0.041
MA,ab2023,mittel,unter Einstieg,38,0.189
MA,ab2023,frueh,40-100,16,0.777
MA,ab2023,frueh,unter Einstieg,7,1.24
MA,ab2023,sehr weit,25-40,11,-0.068
MA,ab2023,sehr weit,40-100,33,1.396
MA,ab2023,sehr weit,unter Einstieg,6,2.788
MA,ab2023,sehr weit,10-25,24,0.445
MA,ab2023,frueh,25-40,4,1.815
MA,ab2023,frueh,10-25,1,3.643
MAR,bis2022,mittel,10-25,85,0.33
MAR,bis2022,mittel,0-10,46,0.43
MAR,bis2022,mittel,40-100,241,0.199
MAR,bis2022,weit,40-100,123,1.593
MAR,bis2022,sehr weit,0-10,42,-0.02
MAR,bis2022,weit,25-40,59,0.635
MAR,bis2022,weit,unter Einstieg,33,2.459
MAR,bis2022,weit,0-10,67,0.116
MAR,bis2022,mittel,25-40,61,0.397
MAR,bis2022,mittel,unter Einstieg,141,0.475
MAR,bis2022,weit,10-25,38,0.472
MAR,bis2022,sehr weit,10-25,10,0.116
MAR,bis2022,sehr weit,25-40,7,1.353
MAR,ab2023,mittel,25-40,33,0.738
MAR,ab2023,mittel,40-100,112,1.131
MAR,ab2023,mittel,unter Einstieg,119,2.513
MAR,ab2023,mittel,10-25,41,0.32
MAR,ab2023,weit,10-25,25,0.787
MAR,ab2023,weit,40-100,82,0.854
MAR,ab2023,weit,unter Einstieg,22,-0.523
MAR,ab2023,mittel,0-10,41,0.651
MAR,ab2023,weit,0-10,52,0.584
MAR,ab2023,weit,25-40,32,1.298
MAR,ab2023,sehr weit,0-10,32,-0.194
MAR,ab2023,sehr weit,10-25,12,-0.044
MAR,ab2023,sehr weit,25-40,2,0.112
MBG.DE,bis2022,weit,40-100,153,0.864
MBG.DE,bis2022,weit,0-10,39,-0.035
MBG.DE,bis2022,sehr weit,10-25,52,-0.273
MBG.DE,bis2022,sehr weit,25-40,33,0.39
MBG.DE,bis2022,sehr weit,40-100,94,0.587
MBG.DE,bis2022,sehr weit,unter Einstieg,48,-0.353
MBG.DE,bis2022,weit,25-40,57,0.31
MBG.DE,bis2022,weit,unter Einstieg,141,2.142
MBG.DE,bis2022,mittel,10-25,51,0.825
MBG.DE,bis2022,mittel,25-40,23,0.389
MBG.DE,bis2022,mittel,40-100,110,0.875
MBG.DE,bis2022,mittel,unter Einstieg,88,0.647
MBG.DE,bis2022,mittel,0-10,15,0.345
MBG.DE,bis2022,sehr weit,0-10,37,0.158
MBG.DE,bis2022,weit,10-25,74,0.419
MBG.DE,ab2023,weit,0-10,37,-0.23
MBG.DE,ab2023,sehr weit,10-25,28,0.81
MBG.DE,ab2023,sehr weit,0-10,51,0.29
MBG.DE,ab2023,weit,10-25,26,0.166
MBG.DE,ab2023,mittel,0-10,13,1.449
MBG.DE,ab2023,mittel,10-25,28,0.453
MBG.DE,ab2023,weit,40-100,164,-2.494
MBG.DE,ab2023,weit,unter Einstieg,209,-1.625
MBG.DE,ab2023,mittel,unter Einstieg,170,-1.041
MBG.DE,ab2023,mittel,40-100,88,-0.647
MBG.DE,ab2023,mittel,25-40,19,1.46
MBG.DE,ab2023,sehr weit,40-100,86,0.947
MBG.DE,ab2023,sehr weit,25-40,16,0.427
MBG.DE,ab2023,sehr weit,unter Einstieg,64,2.025
MBG.DE,ab2023,weit,25-40,18,-0.432
MCD,bis2022,mittel,0-10,32,0.904
MCD,bis2022,weit,0-10,29,0.161
MCD,bis2022,weit,40-100,145,2.978
MCD,bis2022,weit,25-40,39,1.664
MCD,bis2022,sehr weit,10-25,56,1.182
MCD,bis2022,sehr weit,0-10,53,0.762
MCD,bis2022,sehr weit,25-40,47,2.732
MCD,bis2022,sehr weit,40-100,154,3.18
MCD,bis2022,mittel,25-40,22,0.872
MCD,bis2022,weit,10-25,40,1.228
MCD,bis2022,mittel,unter Einstieg,89,1.137
MCD,bis2022,mittel,40-100,93,1.502
MCD,bis2022,mittel,10-25,22,0.411
MCD,bis2022,sehr weit,unter Einstieg,27,3.712
MCD,bis2022,weit,unter Einstieg,119,3.327
MCD,ab2023,mittel,0-10,22,-0.643
MCD,ab2023,mittel,40-100,90,-0.363
MCD,ab2023,mittel,10-25,26,0.757
MCD,ab2023,sehr weit,10-25,64,0.857
MCD,ab2023,sehr weit,40-100,160,0.883
MCD,ab2023,sehr weit,unter Einstieg,39,2.097
MCD,ab2023,sehr weit,0-10,88,0.295
MCD,ab2023,sehr weit,25-40,90,1.217
MCD,ab2023,mittel,25-40,29,-0.611
MCD,ab2023,mittel,unter Einstieg,157,-0.729
MCD,ab2023,weit,40-100,148,1.985
MCD,ab2023,weit,unter Einstieg,121,3.183
MCD,ab2023,weit,25-40,57,1.805
MCD,ab2023,weit,10-25,40,1.554
MCD,ab2023,weit,0-10,31,0.064
MCHP,bis2022,mittel,0-10,38,-1.008
MCHP,bis2022,weit,10-25,32,-0.618
MCHP,bis2022,weit,25-40,36,-1.68
MCHP,bis2022,weit,40-100,76,-1.901
MCHP,bis2022,weit,0-10,50,-1.745
MCHP,bis2022,sehr weit,0-10,30,-0.172
MCHP,bis2022,sehr weit,25-40,17,-1.373
MCHP,bis2022,sehr weit,40-100,16,-0.554
MCHP,bis2022,sehr weit,10-25,17,-1.764
MCHP,bis2022,sehr weit,unter Einstieg,11,-1.394
MCHP,bis2022,mittel,unter Einstieg,164,-1.522
MCHP,bis2022,mittel,40-100,53,-1.875
MCHP,bis2022,mittel,25-40,21,0.192
MCHP,bis2022,mittel,10-25,25,-1.202
MCHP,bis2022,weit,unter Einstieg,111,-1.597
MCHP,ab2023,mittel,10-25,58,-1.612
MCHP,ab2023,weit,25-40,42,-2.473
MCHP,ab2023,weit,0-10,40,-0.029
MCHP,ab2023,weit,40-100,281,-2.755
MCHP,ab2023,weit,unter Einstieg,195,-1.745
MCHP,ab2023,mittel,0-10,19,-2.075
MCHP,ab2023,mittel,25-40,42,-2.17
MCHP,ab2023,mittel,40-100,229,-2.676
MCHP,ab2023,mittel,unter Einstieg,449,-1.962
MCHP,ab2023,weit,10-25,44,-0.731
MCHP,ab2023,sehr weit,10-25,26,0.116
MCHP,ab2023,sehr weit,0-10,41,0.734
MCHP,ab2023,sehr weit,40-100,122,-0.891
MCHP,ab2023,sehr weit,unter Einstieg,57,2.641
MCHP,ab2023,sehr weit,25-40,15,-0.349
MCK,bis2022,mittel,40-100,90,2.832
MCK,bis2022,sehr weit,0-10,23,0.234
MCK,bis2022,sehr weit,10-25,32,1.387
MCK,bis2022,mittel,0-10,11,2.079
MCK,bis2022,mittel,10-25,16,2.32
MCK,bis2022,weit,10-25,18,0.834
MCK,bis2022,mittel,unter Einstieg,111,3.911
MCK,bis2022,mittel,25-40,8,0.909
MCK,bis2022,weit,25-40,30,1.555
MCK,bis2022,weit,40-100,68,1.865
MCK,bis2022,weit,unter Einstieg,20,3.559
MCK,bis2022,weit,0-10,6,1.143
MCK,bis2022,sehr weit,25-40,21,1.45
MCK,ab2023,mittel,10-25,20,1.587
MCK,ab2023,mittel,0-10,29,0.873
MCK,ab2023,weit,0-10,35,0.879
MCK,ab2023,weit,40-100,52,1.853
MCK,ab2023,sehr weit,0-10,28,1.429
MCK,ab2023,sehr weit,10-25,25,0.83
MCK,ab2023,mittel,40-100,61,1.564
MCK,ab2023,mittel,unter Einstieg,9,1.369
MCK,ab2023,mittel,25-40,20,1.392
MCK,ab2023,weit,10-25,30,1.048
MCK,ab2023,weit,unter Einstieg,1,3.289
MCK,ab2023,weit,25-40,18,1.325
MCK,ab2023,sehr weit,25-40,10,1.196
MCK,ab2023,sehr weit,40-100,15,2.2
MDB,bis2022,weit,unter Einstieg,29,1.139
MDB,bis2022,weit,40-100,53,1.013
MDB,bis2022,weit,25-40,29,0.513
MDB,bis2022,sehr weit,0-10,10,-0.031
MDB,bis2022,mittel,25-40,41,-0.432
MDB,bis2022,mittel,40-100,93,-0.903
MDB,bis2022,mittel,10-25,43,-0.885
MDB,bis2022,mittel,0-10,39,-0.435
MDB,bis2022,frueh,10-25,5,2.146
MDB,bis2022,weit,10-25,34,-0.126
MDB,bis2022,sehr weit,10-25,10,-0.42
MDB,bis2022,frueh,unter Einstieg,7,-1.345
MDB,bis2022,frueh,0-10,4,-1.708
MDB,bis2022,mittel,unter Einstieg,74,0.066
MDB,bis2022,weit,0-10,17,0.045
MDB,bis2022,sehr weit,40-100,10,-2.613
MDB,bis2022,frueh,40-100,3,-3.779
MDB,bis2022,sehr weit,25-40,3,-4.848
MDB,bis2022,sehr weit,unter Einstieg,2,-1.051
MDB,ab2023,mittel,0-10,32,0.011
MDB,ab2023,mittel,25-40,22,0.1
MDB,ab2023,mittel,10-25,37,0.776
MDB,ab2023,mittel,40-100,99,0.597
MDB,ab2023,mittel,unter Einstieg,43,0.616
MDB,ab2023,weit,0-10,24,-0.285
MDB,ab2023,weit,10-25,44,1.594
MDB,ab2023,weit,40-100,94,3.328
MDB,ab2023,weit,25-40,27,1.792
MDB,ab2023,weit,unter Einstieg,60,4.803
MDB,ab2023,sehr weit,10-25,19,0.589
MDB,ab2023,sehr weit,40-100,45,-0.991
MDB,ab2023,sehr weit,25-40,21,0.125
MDB,ab2023,sehr weit,unter Einstieg,9,1.271
MDB,ab2023,sehr weit,0-10,32,-0.268
MDB,ab2023,frueh,0-10,3,-0.455
MDB,ab2023,frueh,40-100,12,-2.631
MDB,ab2023,frueh,unter Einstieg,12,-2.211
MDB,ab2023,frueh,25-40,4,-2.207
MDB,ab2023,frueh,10-25,4,-0.196
MDLZ,bis2022,mittel,25-40,42,0.674
MDLZ,bis2022,mittel,40-100,84,1.195
MDLZ,bis2022,mittel,unter Einstieg,69,1.299
MDLZ,bis2022,mittel,10-25,55,0.924
MDLZ,bis2022,mittel,0-10,33,0.296
MDLZ,bis2022,weit,0-10,37,-0.136
MDLZ,bis2022,weit,10-25,57,0.302
MDLZ,bis2022,weit,40-100,110,1.619
MDLZ,bis2022,weit,unter Einstieg,85,1.486
MDLZ,bis2022,weit,25-40,42,0.944
MDLZ,bis2022,sehr weit,0-10,47,-0.275
MDLZ,bis2022,sehr weit,10-25,31,-0.57
MDLZ,bis2022,sehr weit,40-100,53,-2.117
MDLZ,bis2022,sehr weit,unter Einstieg,58,-1.177
MDLZ,bis2022,sehr weit,25-40,10,-0.929
MDLZ,ab2023,mittel,40-100,138,-1.266
MDLZ,ab2023,mittel,0-10,16,-0.67
MDLZ,ab2023,sehr weit,10-25,17,-0.13
MDLZ,ab2023,sehr weit,25-40,69,1.474
MDLZ,ab2023,sehr weit,40-100,201,-0.715
MDLZ,ab2023,sehr weit,0-10,46,-0.184
MDLZ,ab2023,weit,10-25,41,-1.855
MDLZ,ab2023,weit,40-100,142,-0.674
MDLZ,ab2023,weit,unter Einstieg,103,-1.556
MDLZ,ab2023,weit,25-40,26,-0.913
MDLZ,ab2023,sehr weit,unter Einstieg,113,-1.712
MDLZ,ab2023,mittel,25-40,35,-1.791
MDLZ,ab2023,mittel,10-25,37,-1.761
MDLZ,ab2023,weit,0-10,24,-1.215
MDLZ,ab2023,mittel,unter Einstieg,233,-1.287
MDT,bis2022,mittel,unter Einstieg,238,1.227
MDT,bis2022,mittel,25-40,78,-0.009
MDT,bis2022,mittel,10-25,86,0.064
MDT,bis2022,weit,40-100,165,0.847
MDT,bis2022,weit,10-25,76,-0.297
MDT,bis2022,weit,25-40,61,-0.091
MDT,bis2022,weit,0-10,63,-0.8
MDT,bis2022,mittel,40-100,256,0.838
MDT,bis2022,mittel,0-10,45,0.319
MDT,bis2022,weit,unter Einstieg,131,1.911
MDT,bis2022,sehr weit,10-25,13,0.369
MDT,bis2022,sehr weit,25-40,8,0.288
MDT,bis2022,sehr weit,40-100,53,0.431
MDT,bis2022,sehr weit,unter Einstieg,17,-1.455
MDT,bis2022,sehr weit,0-10,23,-0.937
MDT,ab2023,mittel,unter Einstieg,90,-0.656
MDT,ab2023,mittel,0-10,25,0.81
MDT,ab2023,weit,0-10,20,-0.749
MDT,ab2023,weit,40-100,58,-0.041
MDT,ab2023,weit,unter Einstieg,32,-0.76
MDT,ab2023,weit,25-40,21,-0.174
MDT,ab2023,weit,10-25,21,0.99
MDT,ab2023,mittel,40-100,85,-0.366
MDT,ab2023,mittel,10-25,43,0.979
MDT,ab2023,mittel,25-40,31,0.58
MDT,ab2023,sehr weit,0-10,72,1.189
MDT,ab2023,sehr weit,25-40,29,3.051
MDT,ab2023,sehr weit,10-25,45,1.034
MDT,ab2023,sehr weit,40-100,87,3.414
MDT,ab2023,sehr weit,unter Einstieg,10,-1.61
MELI,bis2022,mittel,10-25,70,0.854
MELI,bis2022,mittel,0-10,57,1.124
MELI,bis2022,weit,0-10,65,0.307
MELI,bis2022,sehr weit,0-10,70,0.566
MELI,bis2022,sehr weit,25-40,46,1.857
MELI,bis2022,sehr weit,10-25,20,1.149
MELI,bis2022,weit,25-40,18,1.211
MELI,bis2022,mittel,40-100,152,1.56
MELI,bis2022,mittel,25-40,56,1.362
MELI,bis2022,weit,10-25,36,1.028
MELI,bis2022,mittel,unter Einstieg,155,1.872
MELI,bis2022,weit,40-100,52,2.226
MELI,bis2022,sehr weit,40-100,320,3.003
MELI,bis2022,weit,unter Einstieg,25,4.473
MELI,bis2022,sehr weit,unter Einstieg,100,3.653
MELI,ab2023,mittel,25-40,38,-0.874
MELI,ab2023,weit,0-10,25,-0.5
MELI,ab2023,weit,10-25,36,-1.966
MELI,ab2023,sehr weit,10-25,34,-1.925
MELI,ab2023,sehr weit,0-10,27,-0.836
MELI,ab2023,mittel,0-10,15,-0.567
MELI,ab2023,mittel,unter Einstieg,183,0.862
MELI,ab2023,mittel,40-100,122,-0.675
MELI,ab2023,weit,40-100,128,-0.426
MELI,ab2023,sehr weit,40-100,25,-3.273
MELI,ab2023,sehr weit,25-40,34,-2.828
MELI,ab2023,mittel,10-25,39,-0.617
MELI,ab2023,weit,25-40,53,-1.297
MELI,ab2023,weit,unter Einstieg,105,-0.401
MELI,ab2023,sehr weit,unter Einstieg,18,-1.727
META,bis2022,mittel,40-100,54,-2.384
META,bis2022,mittel,0-10,28,-1.234
META,bis2022,weit,10-25,36,-0.818
META,bis2022,weit,40-100,80,-1.182
META,bis2022,mittel,10-25,27,-1.566
META,bis2022,mittel,25-40,20,-1.413
META,bis2022,weit,0-10,18,-0.048
META,bis2022,sehr weit,0-10,30,-1.497
META,bis2022,sehr weit,10-25,27,-1.035
META,bis2022,sehr weit,25-40,19,-1.961
META,bis2022,mittel,unter Einstieg,105,-1.777
META,bis2022,weit,25-40,19,-1.389
META,bis2022,weit,unter Einstieg,54,-1.679
META,bis2022,sehr weit,40-100,114,-3.22
META,bis2022,sehr weit,unter Einstieg,76,-1.481
META,ab2023,mittel,40-100,47,0.041
META,ab2023,mittel,10-25,31,0.604
META,ab2023,weit,40-100,36,2.125
META,ab2023,weit,0-10,21,1.031
META,ab2023,weit,25-40,17,1.517
META,ab2023,weit,10-25,16,0.302
META,ab2023,sehr weit,25-40,15,2.023
META,ab2023,sehr weit,0-10,45,0.286
META,ab2023,mittel,25-40,23,0.798
META,ab2023,weit,unter Einstieg,6,-1.013
META,ab2023,sehr weit,10-25,16,1.23
META,ab2023,mittel,0-10,22,0.95
META,ab2023,mittel,unter Einstieg,62,-0.02
META,ab2023,sehr weit,40-100,25,2.392
META,ab2023,sehr weit,unter Einstieg,4,2.748
MFG,bis2022,mittel,25-40,39,1.356
MFG,bis2022,mittel,0-10,44,0.936
MFG,bis2022,weit,10-25,51,0.829
MFG,bis2022,weit,25-40,23,1.614
MFG,bis2022,weit,40-100,111,2.341
MFG,bis2022,weit,unter Einstieg,15,-2.267
MFG,bis2022,frueh,40-100,36,0.948
MFG,bis2022,mittel,40-100,101,1.548
MFG,bis2022,mittel,10-25,46,1.061
MFG,bis2022,mittel,unter Einstieg,120,1.089
MFG,bis2022,frueh,unter Einstieg,54,1.896
MFG,bis2022,weit,0-10,50,0.728
MFG,bis2022,sehr weit,0-10,85,0.206
MFG,bis2022,sehr weit,10-25,32,1.11
MFG,bis2022,frueh,0-10,2,2.029
MFG,bis2022,frueh,25-40,11,2.446
MFG,bis2022,frueh,10-25,5,2.368
MFG,bis2022,sehr weit,25-40,24,1.645
MFG,bis2022,sehr weit,40-100,37,1.786
MFG,bis2022,sehr weit,unter Einstieg,50,2.593
MFG,ab2023,frueh,0-10,7,0.213
MFG,ab2023,frueh,10-25,6,1.377
MFG,ab2023,mittel,25-40,27,1.442
MFG,ab2023,mittel,40-100,56,2.783
MFG,ab2023,mittel,10-25,36,0.968
MFG,ab2023,weit,0-10,41,-0.295
MFG,ab2023,mittel,0-10,37,1.079
MFG,ab2023,mittel,unter Einstieg,30,3.611
MFG,ab2023,weit,40-100,139,2.747
MFG,ab2023,weit,unter Einstieg,61,4.19
MFG,ab2023,weit,25-40,36,1.652
MFG,ab2023,sehr weit,10-25,18,0.387
MFG,ab2023,frueh,40-100,11,2.456
