datum,vix,vdax,fg,vdax_quelle
2017-08-18,,,17.00,gemessen:^GDAXI
2017-08-21,,,15.00,gemessen:^GDAXI
2017-08-22,,,23.00,gemessen:^GDAXI
2017-08-23,,,19.00,gemessen:^GDAXI
2017-08-24,,,22.00,gemessen:^GDAXI
2017-08-25,,,27.00,gemessen:^GDAXI
2017-08-28,,,29.00,gemessen:^GDAXI
2017-08-29,,,28.00,gemessen:^GDAXI
2017-08-30,,,35.00,gemessen:^GDAXI
2017-08-31,,,43.00,gemessen:^GDAXI
2017-09-01,,,50.00,gemessen:^GDAXI
2017-09-05,,,35.00,gemessen:^GDAXI
2017-09-06,,,41.00,gemessen:^GDAXI
2017-09-07,,,38.00,gemessen:^GDAXI
2017-09-08,,,38.00,gemessen:^GDAXI
2017-09-11,,,53.00,gemessen:^GDAXI
2017-09-12,,,63.00,gemessen:^GDAXI
2017-09-13,,,68.00,gemessen:^GDAXI
2017-09-14,,,68.00,gemessen:^GDAXI
2017-09-15,,,77.00,gemessen:^GDAXI
2017-09-18,,,80.00,gemessen:^GDAXI
2017-09-19,,,81.00,gemessen:^GDAXI
2017-09-20,,,79.00,gemessen:^GDAXI
2017-09-21,,,73.00,gemessen:^GDAXI
2017-09-22,,,70.00,gemessen:^GDAXI
2017-09-25,,,65.00,gemessen:^GDAXI
2017-09-26,,,67.00,gemessen:^GDAXI
2017-09-27,,,78.00,gemessen:^GDAXI
2017-09-28,,,79.00,gemessen:^GDAXI
2017-09-29,,,85.00,gemessen:^GDAXI
2017-10-02,,,89.00,gemessen:^GDAXI
2017-10-03,,,92.00,gemessen:^GDAXI
2017-10-04,,,91.00,gemessen:^GDAXI
2017-10-05,,,95.00,gemessen:^GDAXI
2017-10-06,,,92.00,gemessen:^GDAXI
2017-10-09,,,84.00,gemessen:^GDAXI
2017-10-10,,,85.00,gemessen:^GDAXI
2017-10-11,,,83.00,gemessen:^GDAXI
2017-10-12,,,77.00,gemessen:^GDAXI
2017-10-13,,,73.00,gemessen:^GDAXI
2017-10-16,,,78.00,gemessen:^GDAXI
2017-10-17,,,78.00,gemessen:^GDAXI
2017-10-18,,,82.00,gemessen:^GDAXI
2017-10-19,,,83.00,gemessen:^GDAXI
2017-10-20,,,90.00,gemessen:^GDAXI
2017-10-23,,,85.00,gemessen:^GDAXI
2017-10-24,,,87.00,gemessen:^GDAXI
2017-10-25,,,75.00,gemessen:^GDAXI
2017-10-26,,,71.00,gemessen:^GDAXI
2017-10-27,,,73.00,gemessen:^GDAXI
2017-10-30,,,74.00,gemessen:^GDAXI
2017-10-31,,,65.00,gemessen:^GDAXI
2017-11-01,,,72.00,gemessen:^GDAXI
2017-11-02,,,69.00,gemessen:^GDAXI
2017-11-03,,,66.00,gemessen:^GDAXI
2017-11-06,,,68.00,gemessen:^GDAXI
2017-11-07,,,58.00,gemessen:^GDAXI
2017-11-08,,,54.00,gemessen:^GDAXI
2017-11-09,,,54.00,gemessen:^GDAXI
2017-11-10,,,54.00,gemessen:^GDAXI
2017-11-13,,,53.00,gemessen:^GDAXI
2017-11-14,,,49.00,gemessen:^GDAXI
2017-11-15,,,36.00,gemessen:^GDAXI
2017-11-16,,,50.00,gemessen:^GDAXI
2017-11-17,,,44.00,gemessen:^GDAXI
2017-11-20,,,50.00,gemessen:^GDAXI
2017-11-21,,,54.00,gemessen:^GDAXI
2017-11-22,,,54.00,gemessen:^GDAXI
2017-11-24,,,59.00,gemessen:^GDAXI
2017-11-27,,,51.00,gemessen:^GDAXI
2017-11-28,,,64.00,gemessen:^GDAXI
2017-11-29,,,67.00,gemessen:^GDAXI
2017-11-30,,,73.00,gemessen:^GDAXI
2017-12-01,,,70.00,gemessen:^GDAXI
2017-12-04,,,64.00,gemessen:^GDAXI
2017-12-05,,,63.00,gemessen:^GDAXI
2017-12-06,,,60.00,gemessen:^GDAXI
2017-12-07,,,60.00,gemessen:^GDAXI
2017-12-08,,,64.00,gemessen:^GDAXI
2017-12-11,,,62.00,gemessen:^GDAXI
2017-12-12,,,66.00,gemessen:^GDAXI
2017-12-13,,,67.00,gemessen:^GDAXI
2017-12-14,,,66.00,gemessen:^GDAXI
2017-12-15,,,68.00,gemessen:^GDAXI
2017-12-18,,,74.00,gemessen:^GDAXI
2017-12-19,,,73.00,gemessen:^GDAXI
2017-12-20,,,72.00,gemessen:^GDAXI
2017-12-21,,,68.00,gemessen:^GDAXI
2017-12-22,,,66.00,gemessen:^GDAXI
2017-12-26,,,64.00,gemessen:^GDAXI
2017-12-27,,,61.00,gemessen:^GDAXI
2017-12-28,,,62.00,gemessen:^GDAXI
2017-12-29,,,53.00,gemessen:^GDAXI
2018-01-02,9.77,11.69,63.00,gemessen:^GDAXI
2018-01-03,9.15,12.06,67.00,gemessen:^GDAXI
2018-01-04,9.22,12.20,72.00,gemessen:^GDAXI
2018-01-05,9.22,11.71,75.00,gemessen:^GDAXI
2018-01-08,9.52,11.73,75.00,gemessen:^GDAXI
2018-01-09,10.08,11.59,76.00,gemessen:^GDAXI
2018-01-10,9.82,11.99,75.00,gemessen:^GDAXI
2018-01-11,9.88,11.89,77.00,gemessen:^GDAXI
2018-01-12,10.16,11.89,79.00,gemessen:^GDAXI
2018-01-15,,11.86,,gemessen:^GDAXI
2018-01-16,11.66,11.80,75.00,gemessen:^GDAXI
2018-01-17,11.91,11.82,75.00,gemessen:^GDAXI
2018-01-18,12.22,12.04,72.00,gemessen:^GDAXI
2018-01-19,11.27,11.43,80.00,gemessen:^GDAXI
2018-01-22,11.03,11.09,79.00,gemessen:^GDAXI
2018-01-23,11.10,10.38,78.00,gemessen:^GDAXI
2018-01-24,11.47,11.22,78.00,gemessen:^GDAXI
2018-01-25,11.58,11.66,77.00,gemessen:^GDAXI
2018-01-26,11.08,11.68,79.00,gemessen:^GDAXI
2018-01-29,13.84,11.36,68.00,gemessen:^GDAXI
2018-01-30,14.79,11.79,62.00,gemessen:^GDAXI
2018-01-31,13.54,11.68,61.00,gemessen:^GDAXI
2018-02-01,13.47,12.52,58.00,gemessen:^GDAXI
2018-02-02,17.31,12.70,40.00,gemessen:^GDAXI
2018-02-05,37.32,11.97,17.00,gemessen:^GDAXI
2018-02-06,29.98,13.82,18.00,gemessen:^GDAXI
2018-02-07,27.73,15.31,16.00,gemessen:^GDAXI
2018-02-08,33.46,17.31,8.00,gemessen:^GDAXI
2018-02-09,29.06,17.56,10.00,gemessen:^GDAXI
2018-02-12,25.61,18.55,12.00,gemessen:^GDAXI
2018-02-13,24.97,18.59,13.00,gemessen:^GDAXI
2018-02-14,19.26,19.19,11.00,gemessen:^GDAXI
2018-02-15,19.13,19.23,15.00,gemessen:^GDAXI
2018-02-16,19.46,19.32,18.00,gemessen:^GDAXI
2018-02-19,,18.59,,gemessen:^GDAXI
2018-02-20,20.60,18.95,17.00,gemessen:^GDAXI
2018-02-21,20.02,18.57,18.00,gemessen:^GDAXI
2018-02-22,18.72,18.44,15.00,gemessen:^GDAXI
2018-02-23,16.49,18.42,18.00,gemessen:^GDAXI
2018-02-26,15.80,18.44,20.00,gemessen:^GDAXI
2018-02-27,18.59,18.42,17.00,gemessen:^GDAXI
2018-02-28,19.85,18.28,12.00,gemessen:^GDAXI
2018-03-01,22.47,19.18,8.00,gemessen:^GDAXI
2018-03-02,19.59,20.01,10.00,gemessen:^GDAXI
2018-03-05,18.73,20.47,14.00,gemessen:^GDAXI
2018-03-06,18.36,20.44,26.00,gemessen:^GDAXI
2018-03-07,17.76,19.36,20.00,gemessen:^GDAXI
2018-03-08,16.54,18.77,20.00,gemessen:^GDAXI
2018-03-09,14.64,16.28,44.00,gemessen:^GDAXI
2018-03-12,15.78,15.69,40.00,gemessen:^GDAXI
2018-03-13,16.35,16.00,36.00,gemessen:^GDAXI
2018-03-14,17.23,15.81,30.00,gemessen:^GDAXI
2018-03-15,16.59,15.58,21.00,gemessen:^GDAXI
2018-03-16,15.80,15.63,19.00,gemessen:^GDAXI
2018-03-19,19.02,16.06,14.00,gemessen:^GDAXI
2018-03-20,18.20,16.22,15.00,gemessen:^GDAXI
2018-03-21,17.86,15.92,16.00,gemessen:^GDAXI
2018-03-22,23.34,16.91,9.00,gemessen:^GDAXI
2018-03-23,24.87,17.83,7.00,gemessen:^GDAXI
2018-03-26,21.03,17.89,8.00,gemessen:^GDAXI
2018-03-27,22.50,18.87,7.00,gemessen:^GDAXI
2018-03-28,22.87,18.87,6.00,gemessen:^GDAXI
2018-03-29,19.97,19.55,8.00,gemessen:^GDAXI
2018-04-02,23.62,,7.00,gemessen:^GDAXI
2018-04-03,21.10,18.53,9.00,gemessen:^GDAXI
2018-04-04,20.06,16.73,11.00,gemessen:^GDAXI
2018-04-05,18.94,18.81,13.00,gemessen:^GDAXI
2018-04-06,21.49,18.92,9.00,gemessen:^GDAXI
2018-04-09,21.77,18.56,12.00,gemessen:^GDAXI
2018-04-10,20.47,18.69,17.00,gemessen:^GDAXI
2018-04-11,20.24,18.92,17.00,gemessen:^GDAXI
2018-04-12,18.49,19.13,22.00,gemessen:^GDAXI
2018-04-13,17.41,18.23,23.00,gemessen:^GDAXI
2018-04-16,16.56,18.31,25.00,gemessen:^GDAXI
2018-04-17,15.25,18.84,28.00,gemessen:^GDAXI
2018-04-18,15.60,18.81,32.00,gemessen:^GDAXI
2018-04-19,15.96,18.06,32.00,gemessen:^GDAXI
2018-04-20,16.88,17.96,38.00,gemessen:^GDAXI
2018-04-23,16.34,17.97,40.00,gemessen:^GDAXI
2018-04-24,18.02,16.76,33.00,gemessen:^GDAXI
2018-04-25,17.84,15.83,38.00,gemessen:^GDAXI
2018-04-26,16.24,15.42,42.00,gemessen:^GDAXI
2018-04-27,15.41,14.79,40.00,gemessen:^GDAXI
2018-04-30,15.93,14.68,42.00,gemessen:^GDAXI
2018-05-01,15.49,,42.00,gemessen:^GDAXI
2018-05-02,15.97,14.88,38.00,gemessen:^GDAXI
2018-05-03,15.90,14.97,32.00,gemessen:^GDAXI
2018-05-04,14.77,14.99,40.00,gemessen:^GDAXI
2018-05-07,14.75,12.15,44.00,gemessen:^GDAXI
2018-05-08,14.71,11.98,41.00,gemessen:^GDAXI
2018-05-09,13.42,11.98,49.00,gemessen:^GDAXI
2018-05-10,13.23,11.66,54.00,gemessen:^GDAXI
2018-05-11,12.65,11.10,55.00,gemessen:^GDAXI
2018-05-14,12.93,10.89,54.00,gemessen:^GDAXI
2018-05-15,14.63,10.93,52.00,gemessen:^GDAXI
2018-05-16,13.42,10.70,55.00,gemessen:^GDAXI
2018-05-17,13.43,9.89,55.00,gemessen:^GDAXI
2018-05-18,13.42,10.02,52.00,gemessen:^GDAXI
2018-05-21,13.08,,56.00,gemessen:^GDAXI
2018-05-22,13.22,10.08,59.00,gemessen:^GDAXI
2018-05-23,12.58,11.61,54.00,gemessen:^GDAXI
2018-05-24,12.53,12.21,48.00,gemessen:^GDAXI
2018-05-25,13.22,12.31,44.00,gemessen:^GDAXI
2018-05-28,,11.85,,gemessen:^GDAXI
2018-05-29,17.02,13.11,34.00,gemessen:^GDAXI
2018-05-30,14.94,13.30,42.00,gemessen:^GDAXI
2018-05-31,15.43,14.23,43.00,gemessen:^GDAXI
2018-06-01,13.46,13.62,52.00,gemessen:^GDAXI
2018-06-04,12.74,13.32,55.00,gemessen:^GDAXI
2018-06-05,12.40,12.83,58.00,gemessen:^GDAXI
2018-06-06,11.64,12.37,65.00,gemessen:^GDAXI
2018-06-07,12.13,12.35,62.00,gemessen:^GDAXI
2018-06-08,12.18,12.35,63.00,gemessen:^GDAXI
2018-06-11,12.35,12.34,65.00,gemessen:^GDAXI
2018-06-12,12.34,12.34,65.00,gemessen:^GDAXI
2018-06-13,12.94,12.42,63.00,gemessen:^GDAXI
2018-06-14,12.12,13.74,63.00,gemessen:^GDAXI
2018-06-15,11.98,13.99,61.00,gemessen:^GDAXI
2018-06-18,12.31,14.36,61.00,gemessen:^GDAXI
2018-06-19,13.35,14.87,53.00,gemessen:^GDAXI
2018-06-20,12.79,14.58,57.00,gemessen:^GDAXI
2018-06-21,14.64,14.56,52.00,gemessen:^GDAXI
2018-06-22,13.77,14.48,53.00,gemessen:^GDAXI
2018-06-25,17.33,16.39,42.00,gemessen:^GDAXI
2018-06-26,15.92,16.35,47.00,gemessen:^GDAXI
2018-06-27,17.91,16.10,36.00,gemessen:^GDAXI
2018-06-28,16.85,16.21,39.00,gemessen:^GDAXI
2018-06-29,16.09,16.20,34.00,gemessen:^GDAXI
2018-07-02,15.60,15.80,35.00,gemessen:^GDAXI
2018-07-03,16.14,16.14,32.00,gemessen:^GDAXI
2018-07-04,,16.11,,gemessen:^GDAXI
2018-07-05,14.97,16.71,33.00,gemessen:^GDAXI
2018-07-06,13.37,16.76,40.00,gemessen:^GDAXI
2018-07-09,12.69,16.82,47.00,gemessen:^GDAXI
2018-07-10,12.64,16.79,49.00,gemessen:^GDAXI
2018-07-11,13.63,17.52,41.00,gemessen:^GDAXI
2018-07-12,12.58,17.63,49.00,gemessen:^GDAXI
2018-07-13,12.18,16.49,47.00,gemessen:^GDAXI
2018-07-16,12.83,16.42,45.00,gemessen:^GDAXI
2018-07-17,12.06,16.14,49.00,gemessen:^GDAXI
2018-07-18,12.10,15.84,56.00,gemessen:^GDAXI
2018-07-19,12.87,16.00,50.00,gemessen:^GDAXI
2018-07-20,12.86,15.54,53.00,gemessen:^GDAXI
2018-07-23,12.62,15.43,58.00,gemessen:^GDAXI
2018-07-24,12.41,12.99,64.00,gemessen:^GDAXI
2018-07-25,12.29,13.39,70.00,gemessen:^GDAXI
2018-07-26,12.14,14.37,72.00,gemessen:^GDAXI
2018-07-27,13.03,13.19,67.00,gemessen:^GDAXI
2018-07-30,14.26,13.10,64.00,gemessen:^GDAXI
2018-07-31,12.83,12.84,66.00,gemessen:^GDAXI
2018-08-01,13.15,12.83,66.00,gemessen:^GDAXI
2018-08-02,12.19,14.01,68.00,gemessen:^GDAXI
2018-08-03,11.64,13.55,71.00,gemessen:^GDAXI
2018-08-06,11.27,13.55,72.00,gemessen:^GDAXI
2018-08-07,10.93,13.55,73.00,gemessen:^GDAXI
2018-08-08,10.85,13.44,74.00,gemessen:^GDAXI
2018-08-09,11.27,12.24,70.00,gemessen:^GDAXI
2018-08-10,13.16,14.08,60.00,gemessen:^GDAXI
2018-08-13,14.78,14.10,56.00,gemessen:^GDAXI
2018-08-14,13.31,14.07,58.00,gemessen:^GDAXI
2018-08-15,14.64,14.63,46.00,gemessen:^GDAXI
2018-08-16,13.45,14.47,51.00,gemessen:^GDAXI
2018-08-17,12.64,14.38,54.00,gemessen:^GDAXI
2018-08-20,12.49,14.61,55.00,gemessen:^GDAXI
2018-08-21,12.86,14.72,61.00,gemessen:^GDAXI
2018-08-22,12.25,14.09,61.00,gemessen:^GDAXI
2018-08-23,12.41,13.82,59.00,gemessen:^GDAXI
2018-08-24,11.99,12.07,68.00,gemessen:^GDAXI
2018-08-27,12.16,12.77,77.00,gemessen:^GDAXI
2018-08-28,12.50,12.70,74.00,gemessen:^GDAXI
2018-08-29,12.25,12.76,78.00,gemessen:^GDAXI
2018-08-30,13.53,12.76,73.00,gemessen:^GDAXI
2018-08-31,12.86,12.20,71.00,gemessen:^GDAXI
2018-09-03,,11.99,,gemessen:^GDAXI
2018-09-04,13.16,12.49,67.00,gemessen:^GDAXI
2018-09-05,13.91,13.04,62.00,gemessen:^GDAXI
2018-09-06,14.65,13.13,53.00,gemessen:^GDAXI
2018-09-07,14.88,13.00,52.00,gemessen:^GDAXI
2018-09-10,14.16,11.47,56.00,gemessen:^GDAXI
2018-09-11,13.22,11.39,59.00,gemessen:^GDAXI
2018-09-12,13.14,11.62,59.00,gemessen:^GDAXI
2018-09-13,12.37,10.35,72.00,gemessen:^GDAXI
2018-09-14,12.07,10.32,73.00,gemessen:^GDAXI
2018-09-17,13.68,10.32,67.00,gemessen:^GDAXI
2018-09-18,12.79,9.84,73.00,gemessen:^GDAXI
2018-09-19,11.75,9.89,71.00,gemessen:^GDAXI
2018-09-20,11.80,10.42,74.00,gemessen:^GDAXI
2018-09-21,11.68,10.82,75.00,gemessen:^GDAXI
2018-09-24,12.20,11.03,70.00,gemessen:^GDAXI
2018-09-25,12.42,10.22,64.00,gemessen:^GDAXI
2018-09-26,12.89,10.24,53.00,gemessen:^GDAXI
2018-09-27,12.41,10.30,48.00,gemessen:^GDAXI
2018-09-28,12.12,11.41,47.00,gemessen:^GDAXI
2018-10-01,12.00,11.21,49.00,gemessen:^GDAXI
2018-10-02,12.05,11.29,45.00,gemessen:^GDAXI
2018-10-03,11.61,,51.00,gemessen:^GDAXI
2018-10-04,14.22,10.66,43.00,gemessen:^GDAXI
2018-10-05,14.82,10.18,33.00,gemessen:^GDAXI
2018-10-08,15.69,11.01,28.00,gemessen:^GDAXI
2018-10-09,15.95,11.04,23.00,gemessen:^GDAXI
2018-10-10,22.96,13.46,8.00,gemessen:^GDAXI
2018-10-11,24.98,14.28,5.00,gemessen:^GDAXI
2018-10-12,21.31,14.06,11.00,gemessen:^GDAXI
2018-10-15,21.30,14.41,11.00,gemessen:^GDAXI
2018-10-16,17.62,15.21,13.00,gemessen:^GDAXI
2018-10-17,17.40,15.26,14.00,gemessen:^GDAXI
2018-10-18,20.06,15.39,12.00,gemessen:^GDAXI
2018-10-19,19.89,15.16,14.00,gemessen:^GDAXI
2018-10-22,19.64,14.58,16.00,gemessen:^GDAXI
2018-10-23,20.71,15.30,12.00,gemessen:^GDAXI
2018-10-24,25.23,15.32,6.00,gemessen:^GDAXI
2018-10-25,24.22,16.03,9.00,gemessen:^GDAXI
2018-10-26,24.16,16.01,7.00,gemessen:^GDAXI
2018-10-29,24.70,16.78,7.00,gemessen:^GDAXI
2018-10-30,23.35,16.30,10.00,gemessen:^GDAXI
2018-10-31,21.23,17.03,7.00,gemessen:^GDAXI
2018-11-01,19.34,17.13,6.00,gemessen:^GDAXI
2018-11-02,19.51,17.33,8.00,gemessen:^GDAXI
2018-11-05,19.96,17.09,9.00,gemessen:^GDAXI
2018-11-06,19.91,16.60,12.00,gemessen:^GDAXI
2018-11-07,16.36,16.90,25.00,gemessen:^GDAXI
2018-11-08,16.72,15.19,29.00,gemessen:^GDAXI
2018-11-09,17.36,14.29,18.00,gemessen:^GDAXI
2018-11-12,20.45,15.56,11.00,gemessen:^GDAXI
2018-11-13,20.02,16.01,10.00,gemessen:^GDAXI
2018-11-14,21.25,15.18,7.00,gemessen:^GDAXI
2018-11-15,19.98,15.18,10.00,gemessen:^GDAXI
2018-11-16,18.14,14.80,10.00,gemessen:^GDAXI
2018-11-19,20.10,15.01,8.00,gemessen:^GDAXI
2018-11-20,22.48,15.85,7.00,gemessen:^GDAXI
2018-11-21,20.80,15.25,13.00,gemessen:^GDAXI
2018-11-22,,15.39,,gemessen:^GDAXI
2018-11-23,21.52,15.03,9.00,gemessen:^GDAXI
2018-11-26,18.90,15.50,17.00,gemessen:^GDAXI
2018-11-27,19.02,15.01,19.00,gemessen:^GDAXI
2018-11-28,18.49,14.94,23.00,gemessen:^GDAXI
2018-11-29,18.79,14.04,23.00,gemessen:^GDAXI
2018-11-30,18.07,14.05,22.00,gemessen:^GDAXI
2018-12-03,16.44,15.46,32.00,gemessen:^GDAXI
2018-12-04,20.74,15.94,20.00,gemessen:^GDAXI
2018-12-05,,16.41,,gemessen:^GDAXI
2018-12-06,21.19,19.85,15.00,gemessen:^GDAXI
2018-12-07,23.23,19.85,11.00,gemessen:^GDAXI
2018-12-10,22.64,20.26,9.00,gemessen:^GDAXI
2018-12-11,21.76,20.58,8.00,gemessen:^GDAXI
2018-12-12,21.46,20.66,10.00,gemessen:^GDAXI
2018-12-13,20.65,20.64,11.00,gemessen:^GDAXI
2018-12-14,21.63,20.65,8.00,gemessen:^GDAXI
2018-12-17,24.52,20.77,10.00,gemessen:^GDAXI
2018-12-18,25.58,20.65,8.00,gemessen:^GDAXI
2018-12-19,25.58,20.08,8.00,gemessen:^GDAXI
2018-12-20,28.38,19.55,5.00,gemessen:^GDAXI
2018-12-21,30.11,19.46,3.00,gemessen:^GDAXI
2018-12-24,36.07,,2.00,gemessen:^GDAXI
2018-12-26,30.41,,4.00,gemessen:^GDAXI
2018-12-27,29.96,20.67,8.00,gemessen:^GDAXI
2018-12-28,28.34,20.97,12.00,gemessen:^GDAXI
2018-12-31,25.42,,12.00,gemessen:^GDAXI
2019-01-02,23.22,21.05,12.00,gemessen:^GDAXI
2019-01-03,25.45,21.46,10.00,gemessen:^GDAXI
2019-01-04,21.38,25.00,16.00,gemessen:^GDAXI
2019-01-07,21.40,24.99,19.00,gemessen:^GDAXI
2019-01-08,20.47,24.03,24.00,gemessen:^GDAXI
2019-01-09,19.98,24.11,27.00,gemessen:^GDAXI
2019-01-10,19.50,23.87,31.00,gemessen:^GDAXI
2019-01-11,18.19,20.41,30.00,gemessen:^GDAXI
2019-01-14,19.07,20.43,28.00,gemessen:^GDAXI
2019-01-15,18.60,19.62,31.00,gemessen:^GDAXI
2019-01-16,19.04,19.01,38.00,gemessen:^GDAXI
2019-01-17,18.06,18.41,44.00,gemessen:^GDAXI
2019-01-18,17.80,20.49,51.00,gemessen:^GDAXI
2019-01-21,,20.53,,gemessen:^GDAXI
2019-01-22,20.80,20.31,51.00,gemessen:^GDAXI
2019-01-23,19.52,20.29,55.00,gemessen:^GDAXI
2019-01-24,18.89,20.33,58.00,gemessen:^GDAXI
2019-01-25,17.42,19.85,58.00,gemessen:^GDAXI
2019-01-28,18.87,20.10,55.00,gemessen:^GDAXI
2019-01-29,19.13,17.67,55.00,gemessen:^GDAXI
2019-01-30,17.66,17.14,58.00,gemessen:^GDAXI
2019-01-31,16.57,17.18,60.00,gemessen:^GDAXI
2019-02-01,16.14,15.89,61.00,gemessen:^GDAXI
2019-02-04,15.73,11.65,64.00,gemessen:^GDAXI
2019-02-05,15.57,12.70,64.00,gemessen:^GDAXI
2019-02-06,15.38,12.85,65.00,gemessen:^GDAXI
2019-02-07,16.37,16.17,62.00,gemessen:^GDAXI
2019-02-08,15.72,16.60,61.00,gemessen:^GDAXI
2019-02-11,15.97,16.90,62.00,gemessen:^GDAXI
2019-02-12,15.43,17.16,67.00,gemessen:^GDAXI
2019-02-13,15.65,17.17,67.00,gemessen:^GDAXI
2019-02-14,16.22,17.37,65.00,gemessen:^GDAXI
2019-02-15,14.91,18.44,70.00,gemessen:^GDAXI
2019-02-18,,16.18,,gemessen:^GDAXI
2019-02-19,14.88,16.01,68.00,gemessen:^GDAXI
2019-02-20,14.02,16.10,70.00,gemessen:^GDAXI
2019-02-21,14.46,16.06,68.00,gemessen:^GDAXI
2019-02-22,13.51,16.02,69.00,gemessen:^GDAXI
2019-02-25,14.85,15.44,70.00,gemessen:^GDAXI
2019-02-26,15.17,15.22,70.00,gemessen:^GDAXI
2019-02-27,14.70,15.36,72.00,gemessen:^GDAXI
2019-02-28,14.78,15.28,72.00,gemessen:^GDAXI
2019-03-01,13.57,15.40,72.00,gemessen:^GDAXI
2019-03-04,14.63,15.42,66.00,gemessen:^GDAXI
2019-03-05,14.74,15.40,66.00,gemessen:^GDAXI
2019-03-06,15.74,14.45,63.00,gemessen:^GDAXI
2019-03-07,16.59,14.57,59.00,gemessen:^GDAXI
2019-03-08,16.05,10.76,55.00,gemessen:^GDAXI
2019-03-11,14.33,9.93,59.00,gemessen:^GDAXI
2019-03-12,13.77,9.68,58.00,gemessen:^GDAXI
2019-03-13,13.41,9.28,60.00,gemessen:^GDAXI
2019-03-14,13.50,9.26,60.00,gemessen:^GDAXI
2019-03-15,12.88,8.97,65.00,gemessen:^GDAXI
2019-03-18,13.10,6.89,65.00,gemessen:^GDAXI
2019-03-19,13.56,7.64,67.00,gemessen:^GDAXI
2019-03-20,13.91,9.82,62.00,gemessen:^GDAXI
2019-03-21,13.63,9.68,68.00,gemessen:^GDAXI
2019-03-22,16.48,11.28,59.00,gemessen:^GDAXI
2019-03-25,16.33,11.22,56.00,gemessen:^GDAXI
2019-03-26,14.68,11.37,54.00,gemessen:^GDAXI
2019-03-27,15.15,11.30,51.00,gemessen:^GDAXI
2019-03-28,14.43,11.20,48.00,gemessen:^GDAXI
2019-03-29,13.71,11.58,49.00,gemessen:^GDAXI
2019-04-01,13.40,12.23,54.00,gemessen:^GDAXI
2019-04-02,13.36,12.39,56.00,gemessen:^GDAXI
2019-04-03,13.74,13.60,62.00,gemessen:^GDAXI
2019-04-04,13.58,13.52,70.00,gemessen:^GDAXI
2019-04-05,12.82,13.23,74.00,gemessen:^GDAXI
2019-04-08,13.18,13.14,74.00,gemessen:^GDAXI
2019-04-09,14.28,13.57,70.00,gemessen:^GDAXI
2019-04-10,13.30,13.57,69.00,gemessen:^GDAXI
2019-04-11,13.02,13.54,68.00,gemessen:^GDAXI
2019-04-12,12.01,13.61,74.00,gemessen:^GDAXI
2019-04-15,12.32,13.39,68.00,gemessen:^GDAXI
2019-04-16,12.18,13.44,70.00,gemessen:^GDAXI
2019-04-17,12.60,13.03,71.00,gemessen:^GDAXI
2019-04-18,12.09,11.49,70.00,gemessen:^GDAXI
2019-04-22,12.42,,71.00,gemessen:^GDAXI
2019-04-23,12.28,11.21,75.00,gemessen:^GDAXI
2019-04-24,13.14,8.88,70.00,gemessen:^GDAXI
2019-04-25,13.25,8.96,71.00,gemessen:^GDAXI
2019-04-26,12.73,8.91,72.00,gemessen:^GDAXI
2019-04-29,13.11,8.86,71.00,gemessen:^GDAXI
2019-04-30,13.12,8.85,66.00,gemessen:^GDAXI
2019-05-01,14.80,,62.00,gemessen:^GDAXI
2019-05-02,14.42,8.74,59.00,gemessen:^GDAXI
2019-05-03,12.87,7.98,60.00,gemessen:^GDAXI
2019-05-06,15.44,9.07,55.00,gemessen:^GDAXI
2019-05-07,19.32,9.45,40.00,gemessen:^GDAXI
2019-05-08,19.40,9.70,42.00,gemessen:^GDAXI
2019-05-09,19.10,11.48,40.00,gemessen:^GDAXI
2019-05-10,16.04,11.67,44.00,gemessen:^GDAXI
2019-05-13,20.55,12.44,32.00,gemessen:^GDAXI
2019-05-14,18.06,12.78,35.00,gemessen:^GDAXI
2019-05-15,16.44,13.11,35.00,gemessen:^GDAXI
2019-05-16,15.29,14.25,39.00,gemessen:^GDAXI
2019-05-17,15.96,14.45,36.00,gemessen:^GDAXI
2019-05-20,16.31,15.44,34.00,gemessen:^GDAXI
2019-05-21,14.95,15.66,34.00,gemessen:^GDAXI
2019-05-22,14.75,15.54,32.00,gemessen:^GDAXI
2019-05-23,16.92,16.70,28.00,gemessen:^GDAXI
2019-05-24,15.85,16.62,27.00,gemessen:^GDAXI
2019-05-27,,16.75,,gemessen:^GDAXI
2019-05-28,17.50,16.73,25.00,gemessen:^GDAXI
2019-05-29,17.90,17.46,23.00,gemessen:^GDAXI
2019-05-30,17.30,17.62,24.00,gemessen:^GDAXI
2019-05-31,18.71,18.17,24.00,gemessen:^GDAXI
2019-06-03,18.86,18.18,23.00,gemessen:^GDAXI
2019-06-04,16.97,18.91,26.00,gemessen:^GDAXI
2019-06-05,16.09,18.14,29.00,gemessen:^GDAXI
2019-06-06,15.93,17.94,29.00,gemessen:^GDAXI
2019-06-07,16.30,17.16,32.00,gemessen:^GDAXI
2019-06-10,15.94,,37.00,gemessen:^GDAXI
2019-06-11,15.99,17.27,36.00,gemessen:^GDAXI
2019-06-12,15.91,16.38,34.00,gemessen:^GDAXI
2019-06-13,15.82,16.12,39.00,gemessen:^GDAXI
2019-06-14,15.28,15.99,38.00,gemessen:^GDAXI
2019-06-17,15.35,14.70,37.00,gemessen:^GDAXI
2019-06-18,15.15,16.27,44.00,gemessen:^GDAXI
2019-06-19,14.33,15.14,42.00,gemessen:^GDAXI
