ticker,klasse_atr,faelle,verlust_atr_median,verlust_pct_median,hoeher_nach_5_pct,schluss_5_median_pct,tiefer_5_median_atr,tiefer_5_p90_atr,hoch_5_median_atr,hoeher_nach_10_pct,schluss_10_median_pct,tiefer_10_median_atr,tiefer_10_p90_atr,hoch_10_median_atr,hoeher_nach_20_pct,schluss_20_median_pct,tiefer_20_median_atr,tiefer_20_p90_atr,hoch_20_median_atr,hoeher_nach_60_pct,schluss_60_median_pct,tiefer_60_median_atr,tiefer_60_p90_atr,hoch_60_median_atr
LULU,0.5,138,0.61,1.89,49.3,-0.09,1.09,3.2,0.97,52.2,0.35,1.55,4.85,1.41,52.2,0.51,2.23,7.15,2.14,50.7,0.63,3.63,13.28,4.03
LULU,0.75,90,0.85,2.94,60.0,0.8,0.88,2.16,1.13,64.4,1.89,1.08,4.11,1.76,52.2,0.63,1.98,7.26,2.68,52.2,0.78,4.01,13.11,4.61
LULU,1.0,55,1.1,3.32,45.5,-0.91,1.1,3.6,0.86,52.7,0.11,1.73,5.32,1.32,40.0,-2.42,2.54,5.97,1.92,47.3,-2.41,4.46,12.68,3.31
LULU,1.25,29,1.36,4.68,37.9,-1.59,1.22,4.16,0.82,41.4,-3.96,2.15,5.62,0.91,44.8,-1.27,3.15,6.63,1.23,58.6,3.43,3.65,10.11,4.7
LULU,1.5,13,1.57,4.55,38.5,-1.98,1.38,3.23,0.88,69.2,3.3,1.48,3.35,1.88,76.9,6.83,1.48,5.1,3.53,76.9,8.97,2.32,6.97,7.39
LULU,1.75,6,1.89,5.86,66.7,2.53,0.71,1.74,1.37,66.7,4.23,1.74,2.5,2.4,83.3,5.68,2.27,2.7,3.07,83.3,16.21,2.27,4.4,6.36
LULU,2.0,4,2.12,6.45,75.0,0.32,1.26,5.28,1.23,25.0,-13.57,4.17,8.07,1.23,25.0,-9.91,7.13,10.62,1.23,25.0,-5.95,10.08,11.24,2.25
LULU,2.25,1,2.36,21.37,100.0,23.97,0.63,0.63,2.72,100.0,39.55,0.63,0.63,3.99,100.0,47.63,0.63,0.63,4.24,100.0,132.59,0.63,0.63,11.62
LULU,2.5,3,2.65,7.23,100.0,0.87,0.34,0.67,0.99,66.7,1.52,0.75,1.98,2.22,100.0,4.07,1.24,2.08,2.49,33.3,-13.52,8.37,10.71,4.33
LULU,2.75,1,2.77,9.29,100.0,8.42,0.01,0.01,2.32,100.0,4.2,0.01,0.01,2.64,100.0,6.84,0.01,0.01,2.7,100.0,22.15,1.1,1.1,6.58
LULU,3.0,2,3.18,13.76,0.0,-6.41,2.27,3.54,0.46,0.0,-8.31,2.93,3.67,0.46,0.0,-9.45,3.74,3.83,0.46,0.0,-19.33,5.11,5.32,2.07
LULU,3.75,1,3.77,12.85,0.0,-1.58,0.64,0.64,1.05,0.0,-4.55,1.57,1.57,1.05,0.0,-5.18,2.89,2.89,1.05,0.0,-7.53,2.89,2.89,1.05
LULU,4.25,1,4.36,18.58,0.0,-4.73,0.92,0.92,0.21,100.0,1.08,0.97,0.97,0.35,100.0,4.64,0.97,0.97,1.57,100.0,8.71,0.97,0.97,2.18
LULU,4.75,2,4.95,17.8,0.0,-7.16,1.65,1.96,0.13,0.0,-12.78,3.28,3.39,0.13,0.0,-10.17,4.09,4.63,0.13,0.0,-23.74,6.61,7.1,0.13
MA,0.25,195,0.36,0.79,56.9,0.67,0.77,2.53,1.09,60.0,0.9,1.15,3.2,1.76,57.9,2.01,1.44,4.41,2.66,59.5,3.49,3.46,7.34,4.28
MA,0.5,139,0.61,1.32,59.7,0.63,0.75,2.68,1.22,60.4,0.92,1.05,3.83,1.8,56.8,0.76,1.88,5.05,2.36,67.6,2.95,3.25,6.93,4.12
MA,0.75,74,0.84,1.66,62.2,0.75,0.96,2.54,1.25,60.8,1.09,1.24,3.35,1.77,58.1,0.7,1.77,4.85,2.74,68.9,3.56,2.87,7.88,4.25
MA,1.0,51,1.14,2.3,51.0,0.14,1.24,2.7,0.89,52.9,0.89,1.42,4.42,1.59,68.6,1.5,1.45,5.04,2.79,60.8,2.93,3.91,7.25,4.32
MA,1.25,29,1.34,2.49,55.2,0.9,1.0,3.03,1.24,65.5,0.67,1.02,3.42,2.16,62.1,1.07,1.59,4.96,3.0,58.6,1.45,3.01,9.74,4.72
MA,1.5,15,1.57,3.57,33.3,-2.83,1.74,5.05,1.13,60.0,1.95,2.06,5.76,1.52,73.3,4.76,2.21,5.94,2.34,93.3,5.56,2.45,6.92,4.92
MA,1.75,6,1.85,4.0,66.7,2.04,0.85,1.57,1.66,66.7,4.22,1.02,1.87,2.17,50.0,2.65,1.34,2.09,3.47,83.3,12.77,2.25,5.15,6.19
MA,2.0,5,2.12,4.42,60.0,0.63,0.57,5.5,1.23,40.0,-3.25,1.63,6.68,1.23,60.0,0.88,1.63,11.58,2.12,80.0,1.52,1.96,13.81,3.66
MA,2.25,3,2.32,4.75,33.3,-1.87,1.37,2.18,1.64,66.7,2.96,1.37,2.18,2.65,66.7,1.27,1.77,2.89,3.93,66.7,4.22,3.3,7.53,5.19
MA,2.5,4,2.57,6.17,75.0,2.99,0.76,2.65,2.13,75.0,3.99,0.76,3.65,2.44,75.0,2.19,0.84,8.58,2.48,75.0,11.77,0.84,8.58,7.22
MA,2.75,3,2.87,5.6,66.7,5.43,1.12,3.14,2.35,66.7,2.68,1.12,3.14,3.95,33.3,-0.52,1.17,3.15,3.95,66.7,3.23,3.65,3.89,4.27
MA,3.0,1,3.14,7.69,100.0,4.24,1.86,1.86,2.28,100.0,4.16,1.86,1.86,2.7,100.0,14.75,1.86,1.86,5.83,100.0,14.83,1.86,1.86,8.15
MAR,0.25,215,0.37,0.9,62.3,0.93,0.77,2.31,1.16,61.4,1.4,1.09,3.05,1.82,61.9,2.54,1.5,4.38,2.63,74.4,7.71,2.53,6.56,5.3
MAR,0.5,126,0.6,1.45,55.6,0.74,0.92,2.63,1.24,57.9,1.5,1.16,3.4,1.74,62.7,2.07,1.64,4.55,2.66,69.8,5.96,2.79,7.92,5.29
MAR,0.75,100,0.87,2.35,52.0,0.17,0.96,2.76,1.02,50.0,0.0,1.33,3.79,1.27,55.0,1.19,2.09,5.17,2.14,71.0,8.25,2.67,7.88,5.38
MAR,1.0,55,1.09,2.63,56.4,0.7,1.13,2.83,1.19,50.9,0.52,1.68,3.48,1.73,52.7,0.07,1.99,4.86,2.51,80.0,12.57,2.62,6.67,6.22
MAR,1.25,19,1.35,3.6,52.6,0.29,0.91,2.12,0.98,57.9,1.03,2.0,3.2,2.04,47.4,-0.18,2.08,6.15,2.44,57.9,3.72,2.65,15.0,3.59
MAR,1.5,22,1.62,3.85,50.0,-0.27,1.2,3.47,1.01,59.1,1.64,1.39,4.01,1.55,54.5,1.11,2.07,5.52,1.96,72.7,5.79,2.35,6.23,4.09
MAR,1.75,4,1.99,4.05,75.0,2.81,0.21,2.86,1.97,75.0,4.41,1.17,3.37,3.4,75.0,4.42,2.29,3.54,4.57,100.0,16.85,2.29,3.54,9.53
MAR,2.0,4,2.14,6.16,50.0,0.48,1.69,4.2,1.35,25.0,-1.36,1.69,6.45,1.53,75.0,5.54,1.93,16.22,2.45,50.0,1.65,4.94,17.8,6.07
MAR,2.25,4,2.47,4.94,25.0,-1.16,1.64,3.91,1.02,50.0,0.04,3.54,4.89,1.24,50.0,-6.63,5.85,14.47,1.81,25.0,-17.39,14.96,34.07,1.81
MAR,2.75,1,2.75,5.59,100.0,3.8,0.54,0.54,1.9,100.0,6.21,0.54,0.54,3.52,100.0,7.24,0.54,0.54,3.7,100.0,1.32,0.72,0.72,5.18
MBG.DE,0.25,220,0.34,0.83,53.6,0.28,0.89,2.91,1.02,52.7,0.45,1.29,4.05,1.59,51.8,0.29,2.07,5.87,2.33,49.1,-1.4,4.07,9.93,3.47
MBG.DE,0.5,151,0.61,1.45,51.7,0.13,1.02,2.44,0.95,53.0,0.17,1.38,3.86,1.28,53.6,1.31,2.13,5.72,2.02,49.7,-0.47,3.48,8.96,3.86
MBG.DE,0.75,89,0.84,2.12,58.4,0.73,0.92,3.22,1.13,50.6,0.41,1.24,4.99,1.57,55.1,1.0,1.87,7.1,2.73,52.8,2.14,3.84,11.57,3.96
MBG.DE,1.0,46,1.12,2.78,52.2,0.48,0.98,3.43,0.95,54.3,1.58,1.28,4.69,1.67,71.7,4.97,1.66,5.34,3.16,63.0,2.97,2.62,7.43,4.18
MBG.DE,1.25,23,1.38,3.05,56.5,0.66,1.11,2.79,0.89,56.5,0.27,1.45,4.52,1.42,60.9,2.88,1.84,5.67,2.33,52.2,2.74,3.36,10.33,4.16
MBG.DE,1.5,15,1.58,3.95,60.0,2.38,0.44,2.71,1.14,53.3,1.47,0.46,3.55,1.52,53.3,0.05,1.58,4.45,2.46,66.7,4.96,3.53,7.01,4.21
MBG.DE,1.75,7,1.85,4.25,71.4,1.34,0.74,1.81,1.43,57.1,1.3,0.74,4.66,1.68,42.9,-1.21,1.97,9.52,2.14,57.1,10.17,1.97,9.69,6.05
MBG.DE,2.0,3,2.05,6.15,33.3,-0.22,1.33,2.03,0.85,66.7,1.6,1.33,3.63,1.78,33.3,-2.39,2.66,4.08,1.78,33.3,-1.76,4.44,7.52,1.78
MBG.DE,2.25,5,2.4,6.81,60.0,2.3,0.47,3.05,1.72,80.0,4.24,1.12,3.4,2.85,60.0,1.88,1.12,3.4,2.85,60.0,2.8,2.56,4.26,3.56
MBG.DE,2.5,3,2.53,5.91,33.3,-0.55,1.39,1.85,1.31,33.3,-0.78,1.39,1.85,1.31,100.0,1.04,1.65,1.91,1.31,100.0,5.86,1.65,1.91,5.34
MCD,0.25,212,0.36,0.56,60.4,0.57,0.8,2.47,1.16,62.7,0.96,1.11,3.68,1.74,58.0,1.08,1.55,5.45,2.29,58.0,2.25,2.69,10.26,4.03
MCD,0.5,151,0.59,0.93,53.6,0.18,0.92,2.91,1.02,58.3,0.86,1.13,3.89,1.52,51.7,0.27,1.87,5.97,2.17,62.9,2.03,3.02,9.24,3.88
MCD,0.75,88,0.85,1.32,55.7,0.31,0.94,2.69,1.08,63.6,0.85,1.29,3.88,1.53,67.0,1.34,1.8,4.6,2.39,64.8,4.22,2.51,8.57,4.79
MCD,1.0,46,1.07,1.69,52.2,0.32,0.98,2.84,1.13,50.0,-0.04,1.57,4.1,1.42,52.2,0.34,2.02,4.63,1.81,73.9,3.93,2.59,9.45,5.46
MCD,1.25,17,1.38,2.38,58.8,0.38,0.82,3.72,0.9,58.8,0.33,1.36,6.81,1.59,52.9,0.93,1.57,9.6,2.42,70.6,2.26,2.14,9.6,3.5
MCD,1.5,10,1.64,2.38,50.0,0.05,1.32,2.79,0.95,60.0,0.77,1.37,5.82,1.76,40.0,-2.28,2.47,7.3,1.85,70.0,5.34,3.14,7.5,4.49
MCD,1.75,11,1.88,2.94,54.5,0.37,1.3,2.17,1.07,27.3,-1.14,1.89,4.54,1.32,54.5,0.2,2.48,5.92,1.52,63.6,4.55,3.14,7.66,3.76
MCD,2.0,5,2.07,3.73,100.0,0.82,1.19,1.31,1.19,100.0,3.57,1.21,1.67,2.88,100.0,2.88,1.21,1.67,3.26,60.0,0.92,1.37,3.2,6.44
MCD,2.25,1,2.3,15.88,0.0,-7.99,2.03,2.03,1.03,100.0,12.83,2.03,2.03,1.83,100.0,23.47,2.03,2.03,2.98,100.0,32.28,2.03,2.03,4.51
MCD,2.5,1,2.74,4.33,0.0,-0.72,3.31,3.31,2.24,0.0,-14.83,9.19,9.19,2.24,0.0,-16.22,22.85,22.85,2.24,0.0,-7.68,22.85,22.85,2.24
MCD,2.75,2,2.86,4.8,100.0,1.91,1.39,1.49,1.13,50.0,1.29,1.47,1.51,1.77,50.0,0.08,2.97,4.13,2.05,0.0,-5.05,5.38,7.79,2.05
MCD,3.0,1,3.16,5.12,0.0,-2.36,1.71,1.71,0.81,0.0,-1.53,1.71,1.71,0.81,0.0,-2.57,2.15,2.15,1.03,0.0,-5.2,3.99,3.99,1.38
MCD,3.25,1,3.33,5.04,0.0,-3.34,2.44,2.44,0.59,0.0,-3.56,3.69,3.69,0.59,0.0,-2.93,3.69,3.69,0.59,100.0,7.06,3.69,3.69,4.68
MCHP,0.25,216,0.37,1.24,50.0,0.01,1.0,2.43,1.0,55.6,0.61,1.36,3.17,1.63,50.5,0.42,1.85,4.49,2.22,56.9,3.86,3.59,8.7,4.17
MCHP,0.5,172,0.61,2.05,57.6,0.88,0.96,2.46,1.07,58.1,1.49,1.28,3.52,1.71,57.0,2.78,1.62,4.87,2.24,61.0,5.59,3.6,8.28,4.81
MCHP,0.75,77,0.87,2.88,61.0,1.24,0.62,2.78,1.15,57.1,1.86,1.14,3.21,1.88,49.4,-0.28,1.66,4.28,2.32,53.2,1.8,3.1,7.08,4.26
MCHP,1.0,57,1.11,3.84,59.6,1.02,0.9,2.87,1.33,47.4,-0.94,1.22,3.88,1.59,52.6,1.27,1.97,4.7,1.99,52.6,2.68,3.4,7.65,3.14
MCHP,1.25,36,1.36,4.13,47.2,-0.3,0.98,3.15,1.13,50.0,-0.38,1.86,4.96,1.56,50.0,-0.08,3.07,7.23,2.12,63.9,7.3,4.06,10.98,4.55
MCHP,1.5,15,1.58,4.95,46.7,-0.62,1.1,2.14,1.02,46.7,-0.88,1.7,3.62,1.79,53.3,0.87,2.1,5.0,2.29,53.3,6.65,3.87,10.3,5.49
MCHP,1.75,14,1.86,6.43,28.6,-1.72,1.14,3.56,0.74,42.9,-0.96,1.34,4.36,0.78,35.7,-3.35,2.01,4.76,1.11,78.6,14.83,4.04,5.84,4.83
MCHP,2.0,3,2.17,7.01,66.7,0.06,1.22,1.38,0.48,66.7,0.79,1.22,2.04,0.92,66.7,1.43,1.22,3.28,1.86,33.3,-6.33,3.88,4.92,1.86
MCHP,2.25,2,2.34,8.26,100.0,6.48,-0.5,-0.32,2.69,100.0,9.27,-0.5,-0.32,3.75,50.0,2.24,1.44,2.81,4.98,100.0,20.67,2.33,4.41,6.64
MCHP,2.5,1,2.53,8.22,100.0,3.64,0.28,0.28,1.33,100.0,9.77,0.28,0.28,3.58,100.0,16.83,0.28,0.28,4.88,100.0,8.34,0.76,0.76,5.3
MCHP,3.0,1,3.18,16.8,0.0,-4.67,2.55,2.55,1.88,0.0,-5.28,2.55,2.55,1.88,100.0,17.69,2.55,2.55,3.03,100.0,77.44,2.55,2.55,12.52
MDB,0.25,225,0.36,1.69,55.1,0.95,0.86,2.62,1.06,54.2,1.11,1.3,3.96,1.54,60.9,3.31,1.81,5.95,2.24,62.7,10.21,2.49,9.34,5.66
MDB,0.5,141,0.62,3.06,58.2,2.19,0.77,2.63,1.09,61.7,2.8,1.11,4.44,1.71,56.0,2.24,1.83,6.1,2.55,52.5,2.92,3.45,10.25,4.79
MDB,0.75,85,0.85,4.24,54.1,1.64,0.97,2.48,1.08,52.9,2.81,1.3,3.29,1.72,60.0,3.29,1.56,4.6,2.36,57.6,3.27,2.98,7.28,5.75
MDB,1.0,40,1.11,5.67,50.0,0.04,1.09,3.04,1.13,50.0,-0.79,1.59,4.11,1.55,50.0,0.54,2.34,5.26,1.88,60.0,7.41,3.45,8.18,4.78
MDB,1.25,29,1.42,6.74,62.1,1.16,0.78,2.24,1.1,44.8,-2.2,1.5,3.15,1.51,65.5,6.22,1.77,4.91,2.24,72.4,18.64,2.29,7.26,4.81
MDB,1.5,15,1.56,7.41,40.0,-2.18,1.14,3.01,0.93,53.3,0.03,1.5,3.17,1.82,60.0,7.79,1.58,5.0,2.47,73.3,17.75,2.24,10.05,4.83
MDB,1.75,10,1.88,8.69,30.0,-3.63,2.24,3.2,0.76,30.0,-2.14,2.42,3.97,1.12,50.0,-2.25,2.66,6.76,1.6,40.0,-13.59,3.73,8.4,4.97
MDB,2.0,2,2.21,8.52,0.0,-4.06,1.4,1.43,1.11,0.0,-3.44,3.4,3.91,1.27,50.0,0.07,3.4,3.91,1.27,50.0,-4.82,4.98,6.75,5.56
MDB,2.5,2,2.56,16.45,100.0,6.59,0.52,0.75,1.08,100.0,5.7,0.52,0.75,1.53,0.0,-4.42,1.17,1.47,1.55,100.0,16.7,1.42,1.52,5.13
MDB,2.75,1,2.77,16.92,0.0,-8.87,1.43,1.43,0.67,0.0,-16.47,2.41,2.41,0.67,0.0,-15.7,2.87,2.87,0.67,0.0,-32.73,5.5,5.5,0.67
MDB,3.5,1,3.74,25.32,100.0,11.42,0.35,0.35,1.5,0.0,-8.51,1.08,1.08,1.72,0.0,-17.65,2.42,2.42,1.72,0.0,-40.48,4.84,4.84,1.72
MDB,3.75,2,3.96,25.39,0.0,-3.96,0.91,1.06,0.74,0.0,-2.87,1.04,1.08,0.74,50.0,-1.87,1.48,1.74,1.08,100.0,0.6,2.07,2.71,1.27
MDLZ,0.25,199,0.37,0.64,58.3,0.5,0.72,2.54,1.1,56.8,0.47,1.15,3.6,1.53,60.8,1.02,1.79,5.06,2.36,58.3,1.56,3.07,8.86,4.17
MDLZ,0.5,145,0.6,1.01,53.1,0.22,0.83,2.28,1.05,49.0,-0.07,1.34,3.39,1.47,47.6,-0.42,2.18,4.63,1.89,53.1,0.46,3.8,9.9,3.79
MDLZ,0.75,78,0.84,1.45,52.6,0.12,0.98,2.99,1.05,56.4,0.56,1.17,4.95,1.45,44.9,-0.43,1.88,5.88,1.92,59.0,0.86,3.59,9.69,3.66
MDLZ,1.0,52,1.11,1.93,48.1,-0.04,1.07,2.19,0.78,57.7,0.82,1.48,2.87,1.44,51.9,0.14,1.92,4.2,2.18,59.6,3.7,2.69,9.94,5.21
MDLZ,1.25,24,1.43,2.27,58.3,0.13,0.93,2.52,1.31,50.0,-0.38,1.62,3.91,1.99,50.0,-0.3,2.73,5.56,2.6,45.8,-0.15,4.5,11.27,2.98
MDLZ,1.5,14,1.65,2.82,50.0,0.4,1.06,2.34,1.18,42.9,-0.89,1.15,2.78,1.2,28.6,-1.49,2.22,4.56,1.21,78.6,4.78,3.95,8.54,4.15
MDLZ,1.75,6,1.82,3.31,66.7,0.71,0.64,1.19,1.38,100.0,3.02,0.89,1.8,2.27,100.0,7.01,1.31,2.2,3.55,83.3,11.92,1.8,3.1,7.98
MDLZ,2.0,6,2.16,3.48,50.0,0.09,0.97,1.74,0.68,66.7,0.45,1.24,2.24,1.94,50.0,0.15,1.74,2.81,2.0,50.0,-0.08,1.93,7.85,5.45
MDLZ,2.25,2,2.42,3.95,100.0,2.83,1.47,2.58,2.87,50.0,-6.14,4.12,7.06,2.87,50.0,-4.52,6.78,11.84,2.87,0.0,-4.89,7.4,11.96,3.97
MDLZ,2.75,2,2.83,6.26,50.0,-1.92,2.11,3.2,0.38,50.0,1.06,2.11,3.2,0.83,50.0,0.32,2.64,3.31,2.37,100.0,10.86,2.64,3.31,5.14
MDLZ,3.0,1,3.16,6.61,0.0,-4.65,2.13,2.13,0.82,0.0,-4.47,3.32,3.32,0.82,0.0,-5.13,3.32,3.32,0.82,0.0,-5.53,3.93,3.93,0.82
MDT,0.25,193,0.35,0.7,52.3,0.17,1.02,2.41,1.1,49.2,-0.18,1.34,3.85,1.47,50.3,0.04,2.06,5.5,1.92,47.7,-0.62,3.85,11.1,3.66
MDT,0.5,151,0.62,1.17,51.0,0.08,0.94,2.53,1.0,53.0,0.15,1.32,3.26,1.38,47.7,-0.47,2.16,4.34,2.02,58.3,2.46,3.23,8.76,4.2
MDT,0.75,97,0.86,1.74,51.5,0.07,1.02,2.53,1.02,57.7,1.02,1.39,4.1,1.64,55.7,1.14,1.66,5.4,2.44,55.7,2.99,2.56,9.05,4.25
MDT,1.0,50,1.13,2.11,54.0,0.84,0.79,2.5,1.13,58.0,1.32,0.85,3.22,1.58,62.0,1.5,1.46,4.76,2.51,54.0,3.01,2.84,10.04,4.26
MDT,1.25,26,1.33,2.6,42.3,-0.94,1.13,2.67,0.93,57.7,0.5,1.21,3.47,1.49,34.6,-2.54,2.74,5.1,1.67,53.8,2.72,3.72,9.1,3.94
MDT,1.5,13,1.57,2.93,46.2,-0.12,1.72,3.62,1.03,61.5,1.64,2.21,5.36,1.58,46.2,-0.11,2.56,6.08,1.69,53.8,0.42,4.88,10.42,3.34
MDT,1.75,7,1.94,4.11,57.1,0.54,0.55,1.66,1.33,57.1,4.2,0.91,6.28,2.89,57.1,5.57,0.91,12.12,4.39,57.1,0.64,0.91,12.81,4.58
MDT,2.0,6,2.11,5.05,16.7,-3.05,1.76,3.7,0.68,16.7,-2.75,2.54,4.24,0.68,50.0,-0.51,2.93,4.81,1.96,33.3,-3.36,3.51,6.35,2.95
MDT,2.25,3,2.43,5.5,66.7,0.02,1.57,1.62,1.0,0.0,-1.3,1.63,2.56,1.29,33.3,-2.6,1.63,3.4,1.29,33.3,-9.17,7.71,8.65,1.41
MDT,2.5,2,2.58,5.38,100.0,2.51,0.5,0.51,2.15,50.0,1.25,1.12,1.6,3.06,50.0,0.82,1.3,1.93,3.31,100.0,12.75,1.32,1.96,7.2
MDT,2.75,1,2.75,4.51,100.0,0.26,1.76,1.76,0.34,100.0,0.23,1.76,1.76,0.68,100.0,4.96,1.76,1.76,4.41,100.0,1.0,1.76,1.76,5.7
MDT,3.25,1,3.43,5.11,0.0,-0.01,0.72,0.72,1.07,100.0,3.31,0.72,0.72,2.22,0.0,-0.42,1.9,1.9,2.22,100.0,5.85,3.72,3.72,5.56
MDT,3.5,1,3.6,7.26,100.0,5.12,0.2,0.2,2.71,100.0,8.09,0.2,0.2,5.07,100.0,7.13,0.2,0.2,5.44,0.0,-1.34,3.14,3.14,5.44
MELI,0.25,212,0.36,1.23,50.0,0.05,0.84,2.57,1.09,57.5,1.13,1.25,3.95,1.49,53.3,1.15,1.9,4.95,2.27,61.8,5.44,3.27,7.17,4.66
MELI,0.5,124,0.62,2.33,50.0,-0.09,0.96,2.74,1.0,51.6,0.73,1.37,4.02,1.35,54.8,1.16,1.73,5.59,2.37,58.1,3.94,3.28,8.21,4.96
MELI,0.75,96,0.84,3.18,54.2,1.15,0.79,2.22,1.14,59.4,2.8,1.05,2.9,1.57,53.1,1.16,1.71,5.38,2.29,57.3,2.39,3.41,7.98,4.28
MELI,1.0,51,1.13,5.71,64.7,2.13,0.85,1.88,1.35,66.7,3.76,1.11,2.79,1.92,58.8,4.6,1.56,3.98,2.53,62.7,6.35,2.68,6.66,4.75
MELI,1.25,29,1.37,5.0,44.8,-0.24,1.04,2.31,1.12,62.1,1.28,1.19,3.45,1.4,44.8,-1.17,1.45,4.08,2.35,51.7,1.36,2.93,7.94,5.05
MELI,1.5,15,1.59,5.79,46.7,-0.97,1.13,3.57,1.02,40.0,-2.94,2.28,5.02,1.18,33.3,-6.82,2.28,5.33,1.18,26.7,-5.08,4.4,11.24,3.58
MELI,1.75,10,1.88,7.53,30.0,-4.61,1.98,3.06,0.84,30.0,-4.65,2.57,4.24,1.18,50.0,1.28,2.83,7.79,1.52,70.0,13.94,3.25,7.89,4.29
MELI,2.0,4,2.08,7.09,75.0,2.81,0.68,1.26,1.56,100.0,6.31,0.77,1.28,2.34,100.0,6.24,1.11,2.0,3.44,50.0,-3.67,4.3,10.43,5.3
MELI,2.25,2,2.35,7.84,0.0,-5.69,2.49,2.92,0.23,0.0,-7.93,2.95,3.01,0.23,0.0,-1.36,3.6,4.2,0.4,50.0,14.2,4.44,5.71,5.92
MELI,3.0,1,3.08,10.38,0.0,-1.02,0.84,0.84,0.63,0.0,-7.17,2.04,2.04,0.63,0.0,-3.52,2.44,2.44,0.63,100.0,9.72,4.97,4.97,2.65
MELI,3.5,1,3.57,12.7,0.0,-5.25,2.07,2.07,0.14,100.0,1.95,2.07,2.07,1.07,0.0,-1.26,2.07,2.07,1.52,100.0,17.77,2.07,2.07,4.7
MELI,5.0,1,5.12,16.21,100.0,5.76,-0.28,-0.28,3.44,100.0,10.94,-0.28,-0.28,3.44,100.0,9.76,-0.28,-0.28,5.56,100.0,13.46,1.91,1.91,5.56
META,0.25,207,0.37,1.12,57.5,1.03,0.8,2.31,1.12,58.9,1.65,1.06,3.44,1.68,66.7,3.88,1.57,4.86,2.73,55.1,2.82,2.73,9.9,4.97
META,0.5,139,0.62,1.73,56.1,0.41,0.85,2.45,1.07,54.0,1.23,1.12,4.01,1.6,65.5,3.43,1.59,5.32,2.99,56.1,3.07,2.59,9.66,5.28
META,0.75,81,0.86,2.38,44.4,-0.74,1.18,3.08,0.99,50.6,0.03,1.69,4.69,1.22,49.4,-0.09,2.68,6.54,1.91,51.9,1.35,3.79,11.74,4.07
META,1.0,49,1.11,3.68,61.2,1.1,0.9,3.56,1.25,57.1,2.69,1.07,4.37,1.9,55.1,1.66,1.19,7.39,2.35,63.3,6.18,2.96,10.83,4.72
META,1.25,26,1.38,3.88,50.0,0.25,1.33,2.71,1.29,57.7,1.14,1.6,4.4,1.75,61.5,3.35,2.2,7.71,3.2,50.0,-0.74,2.81,12.23,5.29
META,1.5,18,1.6,4.34,72.2,2.99,0.76,2.14,1.76,88.9,4.35,1.0,2.7,2.53,72.2,4.11,1.16,5.2,3.2,77.8,8.04,2.58,7.96,6.11
META,1.75,4,1.88,4.3,25.0,-1.59,1.47,3.37,1.04,25.0,-2.03,2.28,6.0,1.04,25.0,-0.74,2.62,10.32,1.7,50.0,2.81,5.97,11.28,3.03
META,2.0,6,2.14,7.28,50.0,0.56,1.74,3.08,1.71,66.7,3.85,2.09,3.46,2.58,66.7,8.8,2.14,3.99,3.08,50.0,16.92,2.68,5.46,6.92
META,2.25,3,2.44,9.37,66.7,0.07,1.13,1.24,0.4,66.7,7.71,1.13,2.42,1.62,66.7,5.53,1.13,3.24,1.93,66.7,10.83,1.13,7.72,4.77
META,2.5,1,2.56,7.96,100.0,4.92,1.48,1.48,2.43,100.0,15.03,1.48,1.48,4.92,100.0,23.28,1.48,1.48,7.79,100.0,2.77,1.48,1.48,7.79
META,2.75,2,2.93,7.34,100.0,0.72,1.26,1.71,0.68,100.0,1.39,1.4,1.74,0.85,50.0,-2.39,3.48,5.48,1.78,0.0,-6.72,9.62,14.42,2.89
META,3.5,1,3.75,24.56,0.0,-9.22,1.12,1.12,0.34,100.0,14.22,1.16,1.16,1.74,100.0,13.75,1.16,1.16,2.45,100.0,44.48,1.16,1.16,5.53
META,4.0,1,4.1,11.33,0.0,-7.13,2.33,2.33,0.4,0.0,-8.49,3.14,3.14,0.4,0.0,-2.78,4.1,4.1,0.4,100.0,0.42,4.1,4.1,2.14
META,4.75,1,4.83,26.39,0.0,-4.08,1.23,1.23,0.28,0.0,-12.64,1.74,1.74,0.28,0.0,-15.86,2.7,2.7,0.28,0.0,-11.2,3.9,3.9,0.28
MMM,0.25,199,0.38,0.83,48.2,-0.09,0.96,2.73,1.02,47.2,-0.29,1.48,4.08,1.4,58.3,1.25,1.86,5.77,2.03,56.8,1.97,3.39,8.81,4.07
MMM,0.5,151,0.62,1.32,58.9,0.91,0.75,2.35,1.15,62.9,1.54,1.07,3.63,1.63,61.6,2.11,1.4,4.89,2.43,58.3,2.5,3.29,9.86,4.25
MMM,0.75,81,0.87,1.89,51.9,0.14,0.83,2.74,1.02,51.9,0.24,1.25,3.66,1.64,55.6,0.6,1.75,5.12,1.98,54.3,2.71,3.22,7.65,3.63
MMM,1.0,55,1.1,2.2,54.5,0.2,1.11,3.01,1.09,49.1,-0.07,1.43,5.03,1.55,58.2,1.33,1.81,6.23,2.26,54.5,1.31,3.68,9.78,3.97
MMM,1.25,25,1.37,2.9,60.0,1.51,0.92,2.68,1.22,60.0,2.35,1.07,3.0,2.1,68.0,0.82,1.09,3.75,2.62,60.0,3.72,2.27,7.58,4.96
MMM,1.5,18,1.56,3.52,50.0,0.09,1.31,2.4,1.45,61.1,1.24,1.86,3.7,1.65,50.0,1.16,2.36,6.71,2.22,77.8,5.06,3.67,9.11,4.27
