ticker,position,faelle,zurueckfall_atr_min,zurueckfall_atr_p25,zurueckfall_atr_median,zurueckfall_atr_p75,zurueckfall_atr_p90,zurueckfall_atr_p95,zurueckfall_atr_max,n_21t,haelt_21t_pct,ruecksetzer_21t_median,ruecksetzer_21t_p75,ruecksetzer_21t_p90,n_42t,haelt_42t_pct,ruecksetzer_42t_median,ruecksetzer_42t_p75,ruecksetzer_42t_p90,n_63t,haelt_63t_pct,ruecksetzer_63t_median,ruecksetzer_63t_p75,ruecksetzer_63t_p90,n_84t,haelt_84t_pct,ruecksetzer_84t_median,ruecksetzer_84t_p75,ruecksetzer_84t_p90,n_126t,haelt_126t_pct,ruecksetzer_126t_median,ruecksetzer_126t_p75,ruecksetzer_126t_p90,n_189t,haelt_189t_pct,ruecksetzer_189t_median,ruecksetzer_189t_p75,ruecksetzer_189t_p90,n_252t,haelt_252t_pct,ruecksetzer_252t_median,ruecksetzer_252t_p75,ruecksetzer_252t_p90
MBG.DE,Hoch 1,94,0.854357123813011,2.570356544171942,5.050429603667776,8.65526915695966,11.427489643601907,20.9844709004295,31.415513557021434,94,34.0,3.25,5.0,7.35,94,24.5,4.25,6.75,8.75,94,23.4,5.0,8.5,11.38,91,19.8,5.25,8.75,11.75,89,16.9,5.25,9.75,15.8,82,8.5,6.12,9.75,16.0,79,3.8,6.25,9.75,16.0
MBG.DE,Hoch 2,45,0.8919501584212385,2.3070667407639465,5.043826457410584,8.964241259025805,11.38602804384463,11.9155072856915,35.48408068789462,45,46.7,2.75,4.75,8.35,45,33.3,3.75,7.0,10.15,45,31.1,5.0,8.75,11.25,44,29.5,5.25,10.31,12.1,42,28.6,6.0,11.06,14.22,40,17.5,6.0,11.5,15.55,38,15.8,7.38,11.44,16.0
MBG.DE,Hoch 3,25,1.0631450700543694,1.7376045782589684,2.812612200744758,7.59766647636473,8.915208617902678,9.783263182635944,9.94785708480079,25,20.0,2.0,4.25,5.25,25,12.0,2.25,5.0,5.4,25,12.0,2.75,7.5,8.8,25,12.0,3.5,7.5,9.15,24,8.3,4.75,8.0,10.27,23,4.3,4.5,8.5,9.6,22,4.5,5.25,9.0,9.73
MBG.DE,Hoch 4,13,1.3205951705646117,3.3416475814100672,4.241666878128894,6.828902884664474,7.786177454577858,8.964877488795754,10.398719481682079,13,15.4,2.75,3.5,3.95,13,7.7,3.75,4.5,6.55,13,0.0,4.0,6.75,7.75,13,0.0,5.5,6.75,7.75,12,0.0,6.5,8.56,12.05,12,0.0,8.75,10.44,12.35,11,0.0,8.0,10.62,12.5
MBG.DE,Hoch 5,7,1.847027530445278,3.441804117342965,5.119534158284555,5.517128627323829,6.536731757731082,7.204527568103283,7.872323378475489,7,42.9,4.25,5.38,5.7,7,42.9,4.5,5.38,6.4,7,14.3,5.0,5.38,6.4,7,0.0,5.5,7.12,9.45,7,0.0,7.75,10.5,13.3,7,0.0,10.5,12.62,13.9,7,0.0,10.5,12.62,13.9
MBG.DE,Hoch 6,4,1.9079329533933602,3.21089231867717,4.768237435663201,6.124972468738523,6.545649936869535,6.685875759579872,6.826101582290209,4,50.0,4.12,6.0,6.45,4,50.0,4.38,6.0,6.45,4,0.0,4.62,6.0,6.45,4,0.0,5.38,8.06,12.23,4,0.0,7.88,11.25,13.5,4,0.0,12.25,14.12,14.8,4,0.0,12.25,14.12,14.8
MBG.DE,Hoch 7,2,4.108404820322429,5.369948729865191,6.631492639407954,7.893036548950716,8.649962894676374,8.902271676584926,9.154580458493479,2,50.0,5.25,5.88,6.25,2,50.0,5.75,6.62,7.15,2,50.0,6.5,7.75,8.5,2,50.0,10.75,13.25,14.75,2,50.0,10.88,13.44,14.97,2,50.0,10.88,13.44,14.97,2,50.0,11.25,13.62,15.05
MBG.DE,Hoch 8,1,4.492956752934635,4.492956752934635,4.492956752934635,4.492956752934635,4.492956752934635,4.492956752934635,4.492956752934635,1,0.0,4.25,4.25,4.25,1,0.0,4.25,4.25,4.25,1,0.0,4.25,4.25,4.25,1,0.0,6.0,6.0,6.0,1,0.0,6.0,6.0,6.0,1,0.0,6.0,6.0,6.0,1,0.0,6.75,6.75,6.75
MBG.DE,Hoch 9,1,5.733945155596714,5.733945155596714,5.733945155596714,5.733945155596714,5.733945155596714,5.733945155596714,5.733945155596714,1,100.0,4.75,4.75,4.75,1,0.0,4.75,4.75,4.75,1,0.0,5.5,5.5,5.5,1,0.0,6.5,6.5,6.5,1,0.0,6.5,6.5,6.5,1,0.0,6.5,6.5,6.5,1,0.0,7.5,7.5,7.5
MCD,alle,192,0.6660291966684099,2.7289324483831585,4.200957012484984,7.959877251600243,10.996676486138865,17.376757812448638,38.63853091258736,192,31.2,3.0,4.5,6.98,192,20.8,3.75,6.06,9.0,192,17.7,4.0,7.81,10.98,189,14.3,4.75,9.0,13.0,181,6.1,5.25,10.5,16.0,171,1.2,6.0,10.5,16.0,165,0.0,6.25,10.5,16.0
MCD,Hoch 1,92,0.8068628013623774,2.6013653872603406,4.115633872046731,8.047159749822127,10.01674179044208,15.925425027586462,34.24385667725754,92,37.0,3.0,4.75,7.73,92,22.8,3.5,7.25,9.7,92,18.5,4.0,8.0,10.0,92,15.2,4.62,9.0,12.48,85,5.9,4.75,10.0,15.3,81,0.0,6.25,10.5,15.5,77,0.0,6.25,10.0,15.85
MCD,Hoch 2,45,0.6660291966684099,2.7974019819030493,3.7685262518856626,6.334481077370052,10.689353594306345,11.65776345993521,31.10536270316553,45,24.4,2.75,3.75,5.55,45,15.6,3.5,5.0,7.85,45,13.3,3.75,6.25,10.5,44,13.6,4.0,9.06,12.63,43,7.0,5.0,9.5,13.6,40,2.5,5.25,9.5,13.2,38,0.0,6.25,9.44,13.6
MCD,Hoch 3,23,1.0878469901267236,3.1655943717585107,4.484578373594141,6.331312255358279,10.471977890224856,16.84720664489273,37.85342668461745,23,21.7,3.25,4.12,5.45,23,17.4,3.75,5.25,6.0,23,13.0,4.25,6.12,10.45,22,4.5,4.25,6.44,11.85,22,0.0,5.0,9.75,15.6,21,0.0,6.0,7.75,16.0,21,0.0,6.25,9.5,16.0
MCD,Hoch 4,13,1.1322135218668241,3.2520075979885017,4.460689689429495,7.2552131227161,9.576324993271093,21.45684188911547,38.63853091258736,13,30.8,2.75,4.5,5.75,13,23.1,3.75,5.5,6.8,13,23.1,4.25,7.25,9.55,12,8.3,4.38,7.25,10.4,12,0.0,5.5,11.06,15.53,11,0.0,5.0,9.88,16.0,11,0.0,5.75,9.88,16.0
MCD,Hoch 5,7,1.6119515187185398,3.080916741140353,4.751416784269577,8.00522989526647,21.394451766281087,29.17464432405925,36.95483688183746,7,28.6,2.25,4.75,5.15,7,28.6,4.75,6.62,11.5,7,28.6,4.75,7.88,13.0,7,28.6,5.5,9.12,13.45,7,28.6,5.5,12.12,13.9,6,16.7,5.38,11.12,14.5,6,0.0,5.38,11.12,14.5
MCD,Hoch 6,5,2.425153228588319,5.092572897230894,5.320190928646983,6.39394134259211,23.60855556329811,29.346760303533436,35.084965043768776,5,20.0,3.0,3.5,5.15,5,20.0,5.25,6.25,12.1,5,20.0,5.25,6.25,12.1,5,20.0,7.0,9.0,13.2,5,0.0,7.0,13.75,15.1,5,0.0,7.0,15.0,15.6,5,0.0,7.0,15.0,15.6
MCD,Hoch 7,4,3.240651763408011,7.726239779643111,9.524130136050063,16.003512455491776,27.12155079869541,30.82756357976327,34.533576360831155,4,0.0,3.62,4.81,5.83,4,0.0,6.62,10.19,13.68,4,0.0,9.38,11.31,14.13,4,0.0,10.0,11.69,14.28,4,0.0,12.12,14.88,15.55,4,0.0,12.75,15.81,15.93,4,0.0,12.75,15.81,15.93
MCD,Hoch 8,3,4.078505300663331,6.384996771233473,8.691488241803615,9.649032258122862,10.223558667914409,10.415067471178258,10.606576274442107,3,100.0,5.0,6.5,7.4,3,66.7,5.5,7.25,8.3,3,66.7,8.5,9.5,10.1,3,66.7,9.25,9.88,10.25,3,33.3,10.5,12.0,12.9,3,0.0,10.5,12.0,12.9,3,0.0,10.5,12.0,12.9
MCHP,alle,176,0.7096285069872468,2.789397934659249,5.181431915963961,7.5284805775419485,10.17323476094703,13.662666751698188,29.4444663037212,176,30.1,2.75,4.81,6.5,176,21.0,4.25,6.25,8.75,176,14.8,5.0,7.5,10.0,176,13.6,5.5,9.0,12.38,169,10.1,6.5,10.25,16.0,163,8.0,7.0,13.5,16.0,158,7.6,8.25,15.0,16.0
MCHP,Hoch 1,85,1.0355774897230376,2.5567125781185887,4.553853112170377,7.484227021690946,10.378403729155712,14.692818100157561,27.88886446688564,85,27.1,2.5,4.75,7.05,85,20.0,3.75,6.0,9.65,85,16.5,4.5,7.25,10.3,85,14.1,5.25,9.25,12.95,84,10.7,6.25,12.56,16.0,81,9.9,6.75,14.25,16.0,78,9.0,8.88,15.75,16.0
MCHP,Hoch 2,42,0.7617559906158664,3.0237933409107907,5.690315176327541,7.716741833495518,10.397768996734856,13.446046276241418,21.243528038369377,42,31.0,3.0,4.62,6.22,42,19.0,3.62,6.25,7.45,42,11.9,5.62,7.5,10.37,42,11.9,6.25,8.0,10.87,40,7.5,6.75,9.38,15.78,39,7.7,6.75,13.62,16.0,38,7.9,7.38,13.94,16.0
MCHP,Hoch 3,24,1.008242775082459,3.173810415766143,6.673390469102668,8.203739378156014,10.190096692539608,12.266190466630855,23.67710006751224,24,33.3,3.0,5.06,6.6,24,29.2,5.0,6.56,7.42,24,20.8,6.62,8.0,10.0,24,20.8,6.62,9.12,10.0,23,17.4,7.0,9.75,15.0,22,9.1,7.38,13.19,16.0,21,9.5,8.25,16.0,16.0
MCHP,Hoch 4,12,0.7096285069872468,2.974000913036782,4.918662567871628,7.664763078004176,8.663514520400584,18.034113957091616,29.4444663037212,12,25.0,2.88,3.69,4.7,12,8.3,4.75,6.56,8.47,12,0.0,4.75,7.5,8.47,12,0.0,4.75,7.5,8.47,11,0.0,8.25,8.5,9.25,10,0.0,7.12,9.75,14.88,10,0.0,8.25,9.94,16.0
MCHP,Hoch 5,7,3.6051791570312286,5.017458564861615,5.356629535488482,6.1882554046625895,6.886078419760727,7.062351888345515,7.238625356930304,7,42.9,3.5,5.12,5.45,7,28.6,5.0,5.75,6.35,7,0.0,5.25,6.0,6.7,7,0.0,5.25,6.62,8.05,6,0.0,6.12,9.12,10.0,6,0.0,7.88,10.0,10.0,6,0.0,7.88,10.0,13.0
MCHP,Hoch 6,4,6.320724747347578,6.364458713051705,6.778515651141621,7.3053010576354085,7.534452680184854,7.610836554368002,7.687220428551151,4,50.0,4.62,5.12,5.8,4,25.0,6.25,6.25,6.25,4,25.0,6.62,7.12,7.35,4,25.0,7.0,8.25,9.15,3,0.0,9.75,10.88,11.55,3,0.0,9.75,10.88,11.55,3,0.0,9.75,10.88,11.55
MCHP,Hoch 7,2,7.080066121897106,7.135246071442684,7.190426020988262,7.245605970533839,7.278713940261186,7.289749930170302,7.300785920079417,2,50.0,6.75,6.88,6.95,2,50.0,6.75,6.88,6.95,2,50.0,7.12,7.19,7.22,2,50.0,10.0,10.12,10.2,2,50.0,11.0,11.62,12.0,2,0.0,11.0,11.62,12.0,2,0.0,11.0,11.62,12.0
MDB,alle,182,0.7384562915529611,2.3481760491909824,4.368578373277203,6.836518563229054,11.124004180022244,12.173319823454758,17.622339019573115,182,32.4,3.25,4.5,6.75,182,18.1,4.0,5.75,9.5,182,12.1,4.25,6.75,11.0,180,11.1,4.75,7.31,11.77,174,10.3,5.75,10.25,12.5,167,7.2,7.5,11.5,13.0,156,5.8,7.88,12.06,14.88
MDB,Hoch 1,88,0.7384562915529611,2.26873159299326,4.010189570497405,6.409028452644749,10.95144828338536,12.205120038955302,17.622339019573115,88,26.1,3.0,4.25,6.05,88,14.8,3.5,5.06,9.32,88,10.2,3.88,6.25,10.82,88,9.1,4.25,6.81,11.22,86,7.0,4.88,9.19,12.12,79,3.8,6.75,10.75,12.25,75,2.7,6.75,11.38,14.2
MDB,Hoch 2,39,0.8169735938472228,2.4946883372847912,4.80498266897747,6.881678372642641,10.064489839918833,11.292448095596034,12.733163377523791,39,35.9,3.5,4.88,5.8,39,23.1,4.25,5.75,9.3,39,12.8,4.75,6.75,9.9,39,12.8,4.75,7.25,12.55,37,13.5,6.0,10.25,12.6,37,13.5,9.25,12.0,13.35,33,15.2,10.0,12.75,15.05
MDB,Hoch 3,23,1.0759189649687309,2.6993004611866205,4.120524562273613,7.589936542351188,11.380603123362194,12.040195117112566,13.12143502296422,23,30.4,3.0,4.12,6.35,23,17.4,4.0,5.75,9.6,23,13.0,4.0,7.5,11.3,23,8.7,4.75,8.62,11.45,22,9.1,6.0,11.12,12.0,22,9.1,9.62,11.88,12.9,20,10.0,7.5,12.0,15.55
MDB,Hoch 4,16,1.3220976585775484,3.641606979045594,5.38468311096058,9.984580937200437,11.331551223585514,12.16265744651378,14.03817067162657,16,43.8,5.0,5.81,7.25,16,12.5,5.25,6.25,10.0,16,12.5,5.38,9.81,11.25,16,12.5,5.75,11.12,12.0,15,13.3,11.0,12.75,13.8,15,6.7,11.0,13.25,15.8,14,0.0,8.88,13.62,15.85
MDB,Hoch 5,10,1.7692926638837303,2.4814746217252375,4.623899202852668,6.999991703236142,12.011007804563924,12.094251619228018,12.177495433892112,10,50.0,3.25,5.62,7.7,10,20.0,3.25,5.62,10.4,10,10.0,4.5,6.88,11.78,9,11.1,5.75,7.25,11.8,9,11.1,6.5,9.5,11.8,9,11.1,7.5,11.75,12.0,9,0.0,7.5,11.75,12.2
MDB,Hoch 6,3,1.9281691923862758,3.3356712889043116,4.743173385422348,7.276474324459953,8.796454887882515,9.303115075690036,9.809775263497556,3,66.7,4.5,5.88,6.7,3,66.7,4.5,6.75,8.1,3,33.3,4.5,7.12,8.7,2,50.0,5.75,7.75,8.95,2,50.0,5.75,7.75,8.95,2,0.0,5.75,7.75,8.95,2,0.0,7.88,8.81,9.38
MDB,Hoch 7,1,2.786215747985254,2.786215747985254,2.786215747985254,2.786215747985254,2.786215747985254,2.786215747985254,2.786215747985254,1,0.0,1.5,1.5,1.5,1,0.0,1.5,1.5,1.5,1,0.0,2.75,2.75,2.75,1,0.0,3.5,3.5,3.5,1,0.0,3.75,3.75,3.75,1,0.0,3.75,3.75,3.75,1,0.0,8.5,8.5,8.5
MDB,Hoch 8,1,5.7792529228040594,5.7792529228040594,5.7792529228040594,5.7792529228040594,5.7792529228040594,5.7792529228040594,5.7792529228040594,1,0.0,2.5,2.5,2.5,1,0.0,4.5,4.5,4.5,1,0.0,5.75,5.75,5.75,1,0.0,5.75,5.75,5.75,1,0.0,5.75,5.75,5.75,1,0.0,5.75,5.75,5.75,1,0.0,12.25,12.25,12.25
MDB,Hoch 9,1,7.277311609340121,7.277311609340121,7.277311609340121,7.277311609340121,7.277311609340121,7.277311609340121,7.277311609340121,1,100.0,6.0,6.0,6.0,1,100.0,6.0,6.0,6.0,1,100.0,7.25,7.25,7.25,1,100.0,7.25,7.25,7.25,1,100.0,7.25,7.25,7.25,1,0.0,7.25,7.25,7.25,1,0.0,14.0,14.0,14.0
MDLZ,alle,185,0.8270787205687514,2.6088732364176273,4.541516611718683,7.588332084272953,10.311605049016803,12.486056980832911,24.01167292414958,185,31.9,3.0,5.0,6.65,185,22.2,3.75,6.5,8.9,185,16.2,4.5,7.5,10.15,183,10.4,4.75,8.75,11.25,177,8.5,5.75,9.75,13.1,166,5.4,6.5,10.44,13.62,157,3.8,7.25,11.25,15.05
MDLZ,Hoch 1,94,0.8270787205687514,2.6080023835503336,4.4547248996160835,7.203730520269613,10.056286718742443,11.180879284409862,16.653904865958925,94,36.2,3.25,5.25,6.93,94,23.4,4.0,6.5,8.6,94,14.9,4.38,7.0,9.93,92,8.7,4.62,7.75,10.23,89,7.9,5.0,8.25,10.9,84,3.6,5.5,9.81,11.93,79,2.5,6.25,10.25,14.35
MDLZ,Hoch 2,40,1.1914931899353614,2.4609401588006485,4.034029432536563,6.391431437232779,10.05714676725639,12.504062153144785,13.640845187574014,40,20.0,2.62,4.06,6.03,40,12.5,3.12,4.88,6.63,40,5.0,3.88,6.31,10.0,40,5.0,4.25,6.5,11.35,38,2.6,4.62,9.12,13.33,35,2.9,5.75,9.62,13.4,34,0.0,6.38,9.69,13.85
MDLZ,Hoch 3,21,0.967860856257102,2.380386893134354,4.32406760135564,8.781634089504317,10.071133503676739,13.095285762807752,21.80507920138164,21,23.8,2.75,4.5,5.5,21,14.3,3.5,6.5,7.75,21,14.3,4.25,8.75,10.0,21,14.3,5.75,9.25,11.75,20,10.0,8.5,10.12,13.15,19,10.5,9.25,10.75,13.3,18,11.1,9.0,11.75,14.95
MDLZ,Hoch 4,14,0.8953468845767109,2.378143868565082,6.026953531307861,9.522748289983454,13.197903385318432,17.477711409328794,24.01167292414958,14,35.7,3.25,4.62,6.38,14,35.7,5.75,8.94,10.8,14,35.7,5.88,9.5,13.0,14,14.3,5.88,9.75,14.58,14,7.1,8.5,11.25,15.4,13,7.7,9.75,13.25,15.6,12,8.3,10.38,13.44,15.8
MDLZ,Hoch 5,9,2.6088732364176273,3.5652438159876567,7.503712856613529,9.863090735967875,11.703730016190358,15.011130055850607,18.318530095510866,9,33.3,4.5,6.0,6.35,9,33.3,7.0,8.25,11.0,9,33.3,7.5,9.75,11.2,9,22.2,8.5,10.0,12.2,9,22.2,10.75,12.75,15.8,8,12.5,12.25,14.44,15.82,7,14.3,13.25,14.88,15.85
MDLZ,Hoch 6,5,4.1195793747838465,4.637150489287043,5.256376740864168,9.695156054806997,13.683286666052705,15.012663536467938,16.342040406883175,5,60.0,4.0,5.0,10.85,5,40.0,5.25,9.5,13.4,5,40.0,5.25,9.5,13.4,5,40.0,9.25,9.5,13.4,5,40.0,9.25,10.5,13.8,5,20.0,9.25,12.75,14.7,5,0.0,12.0,12.75,14.7
MDLZ,Hoch 7,2,4.192685393217003,4.462979506425172,4.733273619633341,5.003567732841509,5.16574420076641,5.219803023408044,5.273861846049678,2,50.0,3.75,3.88,3.95,2,50.0,4.62,4.94,5.12,2,50.0,4.62,4.94,5.12,2,0.0,6.38,6.94,7.28,2,0.0,6.38,6.94,7.28,2,0.0,6.62,7.31,7.72,2,0.0,9.25,10.5,11.25
MDT,alle,195,0.72611261191937,2.8757803735961427,4.8170185401201895,8.347874174150785,12.704611525862859,15.13646471312893,31.249330286191224,195,37.9,3.5,5.0,6.9,195,30.3,4.0,7.0,9.5,195,24.6,4.75,8.25,12.5,193,21.2,5.5,9.25,14.5,188,17.6,6.75,11.0,16.0,179,12.3,8.25,13.75,16.0,175,10.9,9.0,14.62,16.0
MDT,Hoch 1,97,0.72611261191937,2.725153247646631,4.821668834270657,7.8326023626643435,11.959638028595947,14.966778846456217,31.15105642553203,97,39.2,3.25,5.0,6.85,97,33.0,4.0,6.75,9.5,97,27.8,4.75,7.75,11.85,95,24.2,5.5,9.0,12.4,92,19.6,7.0,10.0,16.0,86,12.8,7.62,13.75,16.0,84,11.9,7.75,14.12,16.0
MDT,Hoch 2,44,1.0779762214532491,2.810660278505461,4.063168992073667,7.830535346053148,9.427184910796147,12.24984858054289,29.861768809349257,44,31.8,3.25,4.38,6.68,44,22.7,4.0,6.5,8.1,44,18.2,4.0,7.69,9.25,44,13.6,4.38,8.69,12.5,42,14.3,6.38,10.0,15.72,40,10.0,8.25,12.31,16.0,38,7.9,8.38,13.19,16.0
MDT,Hoch 3,27,1.365665769362838,2.6839365716145136,4.373133911483278,10.27504295446692,14.38867311732319,24.470414186888725,31.249330286191224,27,29.6,2.75,5.12,6.25,27,22.2,4.0,6.88,8.5,27,14.8,4.25,10.12,14.25,27,14.8,4.75,11.25,15.25,27,7.4,5.25,13.0,15.55,26,3.8,5.75,14.62,16.0,26,3.8,8.12,15.69,16.0
MDT,Hoch 4,16,1.3336482884683767,3.121535673411299,5.9785720103769435,10.895081667855099,21.249551395999266,29.154349664503957,29.685393511803824,16,50.0,3.88,5.62,6.62,16,31.2,4.25,8.75,10.5,16,25.0,5.88,10.75,14.75,16,18.8,6.38,12.81,15.25,16,12.5,6.5,14.75,16.0,16,12.5,8.5,16.0,16.0,16,6.2,10.62,16.0,16.0
MDT,Hoch 5,6,1.1718781072223545,3.867491223872941,5.943714880326005,9.697647908723,11.625864098703264,12.165745840502318,12.705627582301371,6,33.3,4.38,6.56,7.5,6,33.3,4.5,9.0,11.5,6,16.7,5.75,9.62,11.5,6,16.7,6.75,9.69,12.88,6,16.7,9.62,14.06,15.62,6,16.7,9.62,14.06,15.62,6,16.7,11.0,14.31,15.62
MDT,Hoch 6,3,5.209550395290265,6.472669770109015,7.735789144927764,10.685062044349213,12.454625784002083,13.044480363886372,13.634334943770662,3,66.7,5.0,6.75,7.8,3,66.7,5.0,9.12,11.6,3,66.7,7.5,10.5,12.3,3,66.7,7.5,11.75,14.3,3,66.7,9.75,12.88,14.75,3,33.3,10.75,13.38,14.95,3,33.3,10.75,13.38,14.95
MDT,Hoch 7,1,5.520553721476165,5.520553721476165,5.520553721476165,5.520553721476165,5.520553721476165,5.520553721476165,5.520553721476165,1,100.0,5.5,5.5,5.5,1,100.0,5.5,5.5,5.5,1,100.0,5.5,5.5,5.5,1,100.0,5.5,5.5,5.5,1,100.0,11.0,11.0,11.0,1,100.0,11.0,11.0,11.0,1,100.0,11.0,11.0,11.0
MDT,Hoch 8,1,5.394042898637551,5.394042898637551,5.394042898637551,5.394042898637551,5.394042898637551,5.394042898637551,5.394042898637551,1,100.0,5.25,5.25,5.25,1,100.0,5.25,5.25,5.25,1,100.0,5.25,5.25,5.25,1,100.0,5.5,5.5,5.5,1,100.0,10.75,10.75,10.75,1,100.0,10.75,10.75,10.75,1,100.0,10.75,10.75,10.75
MELI,alle,204,0.5155664000722968,2.781711090071533,4.78455937403583,7.249160946948763,9.933687785696623,11.142377966972079,18.516416040227845,204,31.9,3.25,4.75,6.75,204,21.6,3.75,6.5,8.68,204,16.2,4.62,7.06,9.75,199,15.1,5.25,8.38,10.25,193,11.9,6.0,9.25,11.75,182,10.4,6.38,9.5,14.95,174,6.9,6.62,10.75,15.43
MELI,Hoch 1,98,0.5155664000722968,2.7378439236861647,4.6023582140340675,7.032138997978931,9.640487389133101,11.291343373199211,17.358105435558045,98,30.6,3.25,4.75,6.75,98,16.3,3.75,6.44,8.5,98,12.2,4.38,6.94,9.5,96,10.4,5.25,7.5,9.62,92,8.7,6.25,8.56,9.98,86,7.0,6.38,9.25,12.5,81,4.9,6.75,10.75,14.5
MELI,Hoch 2,47,1.0568086041150073,2.2745390213807806,5.733721876707622,7.5205850234095415,9.254323615892252,10.720624223211388,14.16929847400914,47,40.4,3.5,5.0,7.2,47,31.9,4.5,6.75,7.95,47,21.3,5.5,7.38,9.25,46,19.6,5.88,7.94,9.88,44,15.9,5.88,9.31,10.75,41,14.6,6.25,9.25,14.0,39,10.3,6.5,10.5,14.0
MELI,Hoch 3,27,1.5051874770265934,2.2625395098165018,3.5075473666012775,7.933179798746391,10.29850465876515,10.639689970139486,14.300462022685432,27,25.9,3.0,4.0,5.2,27,18.5,3.0,5.5,8.8,27,18.5,3.5,7.88,10.25,26,19.2,4.0,8.5,10.25,26,15.4,5.5,8.69,13.0,25,16.0,5.5,8.75,14.7,24,8.3,6.0,11.5,14.18
MELI,Hoch 4,16,1.5235553996377502,3.3052736476697144,4.130275282865917,5.979293850027019,8.619079119209434,9.67265887367816,10.264836292218757,16,37.5,3.25,4.38,5.5,16,31.2,3.62,4.88,7.25,16,25.0,4.0,5.75,8.5,15,26.7,4.5,5.75,9.25,15,20.0,5.0,9.25,11.0,14,14.3,4.75,9.25,12.63,14,7.1,4.75,9.25,14.95
MELI,Hoch 5,7,1.5178640499651284,4.144843334379814,5.392519046694402,6.511996990315588,8.430166715160823,9.440897854528938,10.45162899389706,7,14.3,3.0,4.38,4.6,7,14.3,4.5,5.5,6.25,7,14.3,5.25,6.38,8.3,7,14.3,5.75,8.0,9.8,7,0.0,5.75,9.88,11.65,7,0.0,5.75,9.88,12.45,7,0.0,5.75,9.88,12.55
MELI,Hoch 6,5,1.9911892734771228,4.024882535411847,6.546139800839661,7.415336296495873,9.034652933650031,9.574425146034748,10.114197358419469,5,0.0,2.5,3.5,4.1,5,0.0,3.0,6.5,6.65,5,0.0,6.5,7.25,8.9,5,0.0,8.5,9.75,9.9,5,0.0,9.75,10.0,12.4,5,0.0,9.75,10.0,13.6,5,0.0,9.75,10.0,13.6
MELI,Hoch 7,2,6.480678509283254,7.070327611952963,7.6599767146226725,8.249625817292381,8.603415278894207,8.721345099428149,8.83927491996209,2,50.0,4.25,5.38,6.05,2,50.0,7.5,8.12,8.5,2,0.0,7.5,8.12,8.5,2,0.0,10.75,11.75,12.35,2,0.0,11.12,12.31,13.03,2,0.0,12.38,14.19,15.28,2,0.0,12.88,14.44,15.38
MELI,Hoch 8,1,14.436893975934574,14.436893975934574,14.436893975934574,14.436893975934574,14.436893975934574,14.436893975934574,14.436893975934574,1,0.0,5.25,5.25,5.25,1,0.0,9.0,9.0,9.0,1,0.0,14.25,14.25,14.25,1,0.0,16.0,16.0,16.0,1,0.0,16.0,16.0,16.0,1,0.0,16.0,16.0,16.0,1,0.0,16.0,16.0,16.0
MELI,Hoch 9,1,18.516416040227845,18.516416040227845,18.516416040227845,18.516416040227845,18.516416040227845,18.516416040227845,18.516416040227845,1,100.0,8.5,8.5,8.5,1,100.0,10.0,10.0,10.0,1,100.0,16.0,16.0,16.0,1,100.0,16.0,16.0,16.0,1,100.0,16.0,16.0,16.0,1,100.0,16.0,16.0,16.0,1,100.0,16.0,16.0,16.0
META,alle,205,0.8374158852888355,2.1612636351059837,4.171774393648971,8.486627220515206,13.384196655093804,16.06463341666489,26.452671543048055,205,23.9,2.75,4.25,7.25,205,16.6,3.25,5.75,10.5,205,13.2,4.0,8.25,13.25,204,11.8,4.75,9.75,14.25,201,8.5,5.75,11.0,16.0,200,7.0,6.5,13.5,16.0,191,5.8,6.5,14.0,16.0
META,Hoch 1,95,0.8374158852888355,2.386345732016004,3.84904461374281,8.9085669709448,13.972817515777145,16.284009604882076,25.288689466856493,95,28.4,2.75,4.88,7.15,95,16.8,3.25,5.75,11.2,95,13.7,3.75,8.75,13.8,94,10.6,4.62,9.69,14.0,92,7.6,6.12,11.44,16.0,92,7.6,7.75,14.25,16.0,86,5.8,7.75,14.81,16.0
META,Hoch 2,47,0.907002212343408,2.2782923815283835,4.518502389234669,9.148709592446014,13.969981656376744,19.199892603444468,26.452671543048055,47,14.9,2.5,4.25,7.6,47,12.8,3.25,6.38,11.0,47,8.5,4.5,9.0,13.8,47,8.5,5.75,10.88,15.55,46,4.3,6.5,12.88,16.0,46,4.3,7.12,15.5,16.0,44,4.5,7.12,16.0,16.0
META,Hoch 3,26,0.959282466912447,2.1109120135118262,4.156249847226683,8.841135820731168,10.998773238781528,11.583215711059228,14.589627614553475,26,34.6,3.0,4.62,6.62,26,26.9,3.88,6.06,8.5,26,23.1,4.0,8.62,10.88,26,23.1,4.12,9.62,11.38,26,19.2,5.5,10.12,13.12,25,12.0,5.0,11.5,14.7,24,8.3,7.12,11.56,14.18
META,Hoch 4,14,1.0749827351295826,2.2269465033850033,4.675604626445103,7.212049688660916,10.896003743657275,13.977403138214644,17.782334985197924,14,28.6,2.75,5.44,6.43,14,28.6,3.75,5.88,7.35,14,21.4,4.62,7.19,10.7,14,21.4,4.75,8.62,14.73,14,21.4,6.5,8.75,14.73,14,14.3,6.88,11.69,16.0,14,14.3,9.5,15.06,16.0
