ticker,position,faelle,serien,anteil_serien,rsi_min,rsi_p25,rsi_median,rsi_p75,rsi_max
AAPL,1,128,128,100.0,30.33,50.91,59.05,66.0,79.11
AAPL,2,34,128,26.6,22.22,34.79,42.7,51.64,65.14
AAPL,3,21,128,16.4,25.85,33.25,37.29,42.49,61.09
AAPL,4,8,128,6.2,17.91,28.75,33.73,38.87,40.26
AAPL,5,2,128,1.6,34.31,34.62,34.94,35.25,35.56
ABBV,1,120,120,100.0,31.95,53.88,62.53,68.58,83.63
ABBV,2,30,120,25.0,25.53,36.45,45.89,54.74,68.91
ABBV,3,16,120,13.3,27.28,29.91,33.45,39.22,53.3
ABBV,4,7,120,5.8,29.86,32.0,36.05,40.31,44.17
ABBV,5,3,120,2.5,22.87,24.76,26.65,27.73,28.81
ABBV,6,2,120,1.7,23.11,25.95,28.78,31.62,34.45
ABBV,7,1,120,0.8,31.22,31.22,31.22,31.22,31.22
ABNB,1,104,104,100.0,25.34,45.56,53.8,58.19,75.0
ABNB,2,36,104,34.6,20.37,32.91,42.77,48.66,58.52
ABNB,3,13,104,12.5,20.89,33.31,35.1,37.58,45.35
ABNB,4,7,104,6.7,26.42,29.75,31.7,34.83,43.78
ABNB,5,2,104,1.9,31.34,31.82,32.3,32.79,33.27
ABNB,6,1,104,1.0,31.14,31.14,31.14,31.14,31.14
ABT,1,111,111,100.0,29.23,48.9,54.72,63.41,76.48
ABT,2,42,111,37.8,23.53,37.09,41.73,48.35,62.31
ABT,3,22,111,19.8,19.01,33.11,36.75,44.05,57.65
ABT,4,7,111,6.3,31.62,31.7,36.24,37.84,52.75
ABT,5,3,111,2.7,22.14,26.3,30.47,31.31,32.16
ABT,6,3,111,2.7,28.73,30.05,31.37,32.32,33.27
ABT,7,2,111,1.8,25.01,25.73,26.45,27.17,27.89
ABT,8,1,111,0.9,24.13,24.13,24.13,24.13,24.13
ABT,9,1,111,0.9,21.28,21.28,21.28,21.28,21.28
ACN,1,124,124,100.0,18.45,47.67,59.37,66.49,77.54
ACN,2,38,124,30.6,20.0,37.23,43.82,49.6,62.56
ACN,3,21,124,16.9,19.62,28.83,35.25,38.41,55.83
ACN,4,11,124,8.9,26.57,29.19,34.38,38.26,50.94
ACN,5,6,124,4.8,20.46,22.23,28.46,32.19,36.58
ACN,6,4,124,3.2,22.52,27.71,29.55,31.07,35.28
ACN,7,1,124,0.8,35.76,35.76,35.76,35.76,35.76
ACN,8,1,124,0.8,32.38,32.38,32.38,32.38,32.38
ADBE,1,106,106,100.0,19.15,46.28,54.44,64.46,80.35
ADBE,2,31,106,29.2,27.56,34.03,39.41,45.31,60.63
ADBE,3,20,106,18.9,20.5,27.59,30.08,35.61,43.01
ADBE,4,10,106,9.4,29.84,31.15,33.15,33.92,42.41
ADBE,5,3,106,2.8,26.22,28.84,31.45,35.62,39.78
ADBE,6,3,106,2.8,28.38,28.84,29.31,36.55,43.78
ADBE,7,2,106,1.9,31.15,31.6,32.05,32.49,32.94
ADI,1,131,131,100.0,31.99,45.64,52.33,59.78,77.57
ADI,2,49,131,37.4,27.43,38.5,43.23,52.32,64.85
ADI,3,25,131,19.1,24.67,34.02,38.72,44.13,58.09
ADI,4,6,131,4.6,30.04,32.64,33.14,34.52,40.58
ADI,5,3,131,2.3,35.5,36.09,36.69,38.55,40.42
ADI,6,1,131,0.8,39.11,39.11,39.11,39.11,39.11
ADP,1,112,112,100.0,22.93,48.04,54.41,61.93,76.9
ADP,2,39,112,34.8,28.9,37.8,43.53,51.42,71.24
ADP,3,21,112,18.8,16.9,34.71,36.78,40.61,51.42
ADP,4,14,112,12.5,20.59,31.09,36.41,37.58,45.08
ADP,5,3,112,2.7,13.99,23.92,33.85,37.71,41.57
ADP,6,1,112,0.9,20.61,20.61,20.61,20.61,20.61
ADS.DE,1,103,103,100.0,20.66,46.81,53.53,61.66,73.06
ADS.DE,2,44,103,42.7,23.72,34.24,42.49,50.83,61.18
ADS.DE,3,28,103,27.2,15.65,31.52,35.8,43.78,55.46
ADS.DE,4,14,103,13.6,22.87,27.99,31.41,39.9,49.7
ADS.DE,5,5,103,4.9,19.0,20.76,27.83,29.26,44.21
ADS.DE,6,2,103,1.9,13.24,19.34,25.44,31.54,37.64
ADS.DE,7,1,103,1.0,38.64,38.64,38.64,38.64,38.64
ADSK,1,103,103,100.0,24.13,45.57,55.9,62.79,73.64
ADSK,2,34,103,33.0,18.56,39.33,42.14,48.65,69.55
ADSK,3,15,103,14.6,24.13,33.53,36.2,37.42,41.0
ADSK,4,11,103,10.7,21.78,33.22,37.54,42.06,45.1
ADSK,5,8,103,7.8,28.29,30.71,35.51,38.57,42.96
ADSK,6,2,103,1.9,29.5,29.95,30.41,30.86,31.31
AEP,1,105,105,100.0,20.24,47.6,57.45,63.47,76.85
AEP,2,33,105,31.4,20.5,32.01,40.6,51.14,69.97
AEP,3,17,105,16.2,27.86,33.32,38.98,46.24,57.11
AEP,4,5,105,4.8,30.71,31.48,39.34,39.67,46.07
AEP,5,3,105,2.9,32.43,32.84,33.26,37.13,41.0
AEP,6,2,105,1.9,21.27,25.31,29.35,33.4,37.44
AEP,7,1,105,1.0,35.16,35.16,35.16,35.16,35.16
AIR.DE,1,110,110,100.0,29.47,48.95,55.94,63.68,78.14
AIR.DE,2,38,110,34.5,25.04,38.34,44.44,49.89,67.96
AIR.DE,3,22,110,20.0,17.17,31.97,41.2,46.93,56.17
AIR.DE,4,10,110,9.1,15.48,35.2,36.69,38.39,42.85
AIR.DE,5,4,110,3.6,14.16,17.2,24.55,31.14,31.86
AIR.DE,6,3,110,2.7,10.18,21.0,31.82,32.53,33.25
AIR.DE,7,1,110,0.9,34.53,34.53,34.53,34.53,34.53
ALV.DE,1,115,115,100.0,20.36,48.34,55.55,64.1,82.23
ALV.DE,2,41,115,35.7,16.43,33.9,39.96,50.96,61.13
ALV.DE,3,15,115,13.0,12.3,28.95,32.99,40.35,47.2
ALV.DE,4,5,115,4.3,25.29,29.24,31.6,32.57,41.42
ALV.DE,5,3,115,2.6,22.0,22.76,23.51,27.99,32.48
ALV.DE,6,1,115,0.9,30.82,30.82,30.82,30.82,30.82
AMAT,1,140,140,100.0,31.8,48.69,54.86,61.91,76.73
AMAT,2,52,140,37.1,29.51,38.51,45.41,51.65,63.48
AMAT,3,16,140,11.4,30.57,33.07,35.09,37.51,47.52
AMAT,4,8,140,5.7,29.78,31.77,32.48,36.22,40.43
AMAT,5,4,140,2.9,30.8,32.05,32.85,35.48,42.19
AMAT,6,1,140,0.7,32.69,32.69,32.69,32.69,32.69
AMD,1,113,113,100.0,28.6,45.86,55.92,65.74,77.23
AMD,2,41,113,36.3,26.26,39.93,45.96,51.95,65.29
AMD,3,22,113,19.5,25.26,35.15,38.23,40.65,51.15
AMD,4,12,113,10.6,27.93,34.22,37.3,40.16,45.4
AMD,5,3,113,2.7,28.91,30.72,32.52,35.72,38.92
AMD,6,3,113,2.7,31.85,32.99,34.13,34.84,35.55
AMD,7,1,113,0.9,23.01,23.01,23.01,23.01,23.01
AMGN,1,99,99,100.0,25.97,46.84,57.08,64.52,79.98
AMGN,2,38,99,38.4,24.52,36.75,43.69,52.25,69.63
AMGN,3,15,99,15.2,25.54,33.54,36.07,40.66,58.42
AMGN,4,11,99,11.1,28.15,32.13,36.11,37.83,50.23
AMGN,5,6,99,6.1,24.59,28.61,29.48,34.39,37.74
AMGN,6,3,99,3.0,27.74,31.12,34.49,35.25,36.01
AMGN,7,1,99,1.0,24.71,24.71,24.71,24.71,24.71
AMT,1,94,94,100.0,20.08,45.09,55.16,61.58,72.32
AMT,2,42,94,44.7,20.16,34.06,42.84,49.51,56.22
AMT,3,28,94,29.8,20.55,30.3,35.15,40.21,51.51
AMT,4,14,94,14.9,24.62,31.59,35.56,39.65,41.86
AMT,5,3,94,3.2,33.36,33.6,33.84,33.87,33.89
AMZN,1,110,110,100.0,25.12,49.69,56.94,62.03,76.55
AMZN,2,39,110,35.5,28.79,40.13,47.49,52.99,66.93
AMZN,3,15,110,13.6,28.63,35.18,40.57,45.19,56.67
AMZN,4,9,110,8.2,26.68,29.59,31.52,36.75,42.16
AMZN,5,5,110,4.5,24.26,32.1,36.13,37.87,40.1
AMZN,6,2,110,1.8,30.07,30.88,31.69,32.5,33.31
AMZN,7,1,110,0.9,23.39,23.39,23.39,23.39,23.39
AMZN,8,1,110,0.9,34.67,34.67,34.67,34.67,34.67
AMZN,9,1,110,0.9,34.39,34.39,34.39,34.39,34.39
AMZN,10,1,110,0.9,33.24,33.24,33.24,33.24,33.24
APP,1,96,96,100.0,30.39,46.95,56.17,64.59,87.77
APP,2,36,96,37.5,10.51,34.84,45.67,52.45,69.03
APP,3,12,96,12.5,22.85,29.68,37.64,39.56,49.04
APP,4,6,96,6.2,26.39,30.2,31.34,34.5,39.99
APP,5,4,96,4.2,27.78,28.36,28.77,29.7,31.85
APP,6,2,96,2.1,29.64,29.64,29.64,29.64,29.64
APP,7,1,96,1.0,24.73,24.73,24.73,24.73,24.73
ARM,1,38,38,100.0,22.02,48.3,53.28,59.32,64.45
ARM,2,14,38,36.8,24.97,35.55,41.73,46.98,57.9
ARM,3,5,38,13.2,22.44,30.34,32.86,33.01,56.09
ARM,4,2,38,5.3,28.82,29.98,31.15,32.31,33.48
ARM,5,1,38,2.6,25.12,25.12,25.12,25.12,25.12
ASML,1,135,135,100.0,31.0,49.09,57.83,63.62,76.12
ASML,2,46,135,34.1,26.85,37.35,44.91,52.5,65.09
ASML,3,16,135,11.9,24.07,31.03,36.73,40.26,63.5
ASML,4,6,135,4.4,28.03,30.6,33.77,35.99,40.68
ASML,5,4,135,3.0,28.26,29.74,33.74,37.56,38.47
ASML,6,2,135,1.5,34.45,36.26,38.08,39.89,41.7
AVGO,1,126,126,100.0,21.68,48.95,55.52,61.72,76.9
AVGO,2,45,126,35.7,28.39,38.13,44.87,50.9,70.34
AVGO,3,18,126,14.3,25.61,36.0,41.95,45.24,54.21
AVGO,4,6,126,4.8,30.63,33.85,36.19,37.91,52.36
AXON,1,108,108,100.0,22.32,47.43,53.95,63.81,84.72
AXON,2,41,108,38.0,21.72,36.93,41.94,48.8,71.52
AXON,3,18,108,16.7,25.15,30.6,36.18,41.33,62.51
AXON,4,6,108,5.6,25.75,29.86,34.19,38.42,43.35
AXON,5,1,108,0.9,44.58,44.58,44.58,44.58,44.58
AXP,1,128,128,100.0,23.32,48.38,56.77,62.51,73.73
AXP,2,47,128,36.7,20.21,35.94,45.61,51.52,60.09
AXP,3,18,128,14.1,19.57,30.1,35.83,42.17,53.98
AXP,4,9,128,7.0,23.11,30.4,33.55,34.67,36.53
AXP,5,2,128,1.6,28.59,29.43,30.27,31.1,31.94
AZN,1,135,135,100.0,28.1,48.16,54.12,63.92,83.54
AZN,2,42,135,31.1,17.85,35.85,41.92,53.1,64.59
AZN,3,18,135,13.3,18.6,31.41,36.85,42.67,52.82
AZN,4,10,135,7.4,20.49,27.1,32.99,35.05,38.8
AZN,5,4,135,3.0,31.21,32.13,33.38,34.48,35.0
AZN,6,1,135,0.7,32.92,32.92,32.92,32.92,32.92
BA,3,1,0,,13.54,13.54,13.54,13.54,13.54
BA,4,1,0,,28.94,28.94,28.94,28.94,28.94
BA,5,1,0,,29.72,29.72,29.72,29.72,29.72
BAC,1,124,124,100.0,14.96,50.12,57.65,63.29,75.72
BAC,2,43,124,34.7,17.23,33.75,40.23,51.75,68.51
BAC,3,18,124,14.5,15.26,29.63,36.47,44.25,59.97
BAC,4,8,124,6.5,20.31,27.18,30.76,36.31,40.24
BAC,5,3,124,2.4,29.56,30.91,32.27,32.94,33.61
BAC,6,2,124,1.6,27.0,28.45,29.89,31.34,32.79
BAS.DE,1,103,103,100.0,27.24,43.6,53.8,60.43,75.99
BAS.DE,2,40,103,38.8,15.99,37.28,42.41,46.12,64.85
BAS.DE,3,27,103,26.2,10.2,31.62,36.78,39.32,53.16
BAS.DE,4,10,103,9.7,24.0,31.55,33.62,37.92,43.47
BAS.DE,5,6,103,5.8,28.06,29.66,31.2,37.04,40.65
BAS.DE,6,2,103,1.9,33.64,33.68,33.72,33.75,33.79
BAS.DE,7,1,103,1.0,26.63,26.63,26.63,26.63,26.63
BAYN.DE,1,110,110,100.0,21.03,42.58,52.05,60.28,77.52
BAYN.DE,2,42,110,38.2,17.37,31.77,40.19,46.91,67.88
BAYN.DE,3,24,110,21.8,13.18,26.24,32.05,43.55,54.78
BAYN.DE,4,8,110,7.3,22.45,23.67,27.45,31.66,32.75
BAYN.DE,5,1,110,0.9,35.32,35.32,35.32,35.32,35.32
BAYN.DE,6,1,110,0.9,30.85,30.85,30.85,30.85,30.85
BEI.DE,1,96,96,100.0,20.31,46.35,52.87,59.34,78.96
BEI.DE,2,38,96,39.6,14.67,32.16,42.81,49.8,58.59
BEI.DE,3,19,96,19.8,29.8,34.48,38.96,42.7,56.26
BEI.DE,4,8,96,8.3,27.41,34.48,38.88,40.0,43.59
BEI.DE,5,3,96,3.1,17.95,18.56,19.18,26.88,34.57
BEI.DE,6,1,96,1.0,27.23,27.23,27.23,27.23,27.23
BIIB,1,73,73,100.0,22.53,44.16,50.37,58.78,80.69
BIIB,2,32,73,43.8,17.98,35.01,43.61,46.87,61.74
BIIB,3,15,73,20.5,25.95,29.52,38.8,45.45,54.24
BIIB,4,9,73,12.3,28.16,29.46,31.34,40.09,41.97
BIIB,5,6,73,8.2,28.22,30.4,33.53,36.2,41.16
BIIB,6,3,73,4.1,28.67,33.07,37.47,37.72,37.96
BIIB,7,3,73,4.1,29.04,31.42,33.8,34.84,35.88
BIIB,8,2,73,2.7,19.08,21.97,24.87,27.77,30.66
BIIB,9,1,73,1.4,26.86,26.86,26.86,26.86,26.86
BIIB,10,1,73,1.4,24.17,24.17,24.17,24.17,24.17
BKNG,1,124,124,100.0,28.2,45.08,53.98,59.98,79.94
BKNG,2,49,124,39.5,21.74,34.42,42.14,50.11,67.07
BKNG,3,18,124,14.5,22.34,28.79,32.97,42.39,52.77
BKNG,4,9,124,7.3,24.69,33.97,36.92,38.74,51.04
BKNG,5,2,124,1.6,26.92,30.08,33.25,36.41,39.57
BKR,1,108,108,100.0,28.33,48.72,57.39,64.66,76.87
BKR,2,38,108,35.2,12.28,36.3,46.62,51.74,66.99
BKR,3,17,108,15.7,20.4,36.23,39.24,41.57,54.39
BKR,4,7,108,6.5,26.17,31.06,34.4,36.84,43.99
BKR,5,4,108,3.7,28.33,29.47,31.6,33.63,34.48
BKR,6,2,108,1.9,29.54,31.25,32.95,34.66,36.37
BKR,7,1,108,0.9,30.55,30.55,30.55,30.55,30.55
BLK,1,128,128,100.0,23.62,48.81,54.41,61.65,75.62
BLK,2,43,128,33.6,22.26,36.67,42.97,50.17,61.72
BLK,3,17,128,13.3,26.4,31.03,32.86,40.03,54.9
BLK,4,11,128,8.6,20.73,28.31,31.74,35.19,57.75
BLK,5,6,128,4.7,24.68,28.69,29.46,33.31,42.01
BLK,6,2,128,1.6,25.53,26.02,26.51,27.0,27.49
BLK,7,1,128,0.8,25.67,25.67,25.67,25.67,25.67
BMW.DE,1,92,92,100.0,17.08,47.92,52.6,60.52,84.28
BMW.DE,2,39,92,42.4,22.18,36.36,43.16,52.05,63.54
BMW.DE,3,17,92,18.5,11.9,24.49,33.89,43.43,54.76
BMW.DE,4,6,92,6.5,13.04,26.06,27.96,32.0,33.08
BMW.DE,5,4,92,4.3,31.59,34.04,35.19,36.25,38.42
BMW.DE,6,3,92,3.3,27.93,28.73,29.54,33.36,37.18
BMY,1,108,108,100.0,18.71,47.74,55.58,62.98,78.95
BMY,2,46,108,42.6,18.63,37.52,43.3,54.77,68.68
BMY,3,18,108,16.7,21.58,27.14,40.14,45.35,56.63
BMY,4,10,108,9.3,23.43,30.42,35.17,38.75,39.68
BMY,5,6,108,5.6,18.97,23.87,29.97,37.41,39.61
BMY,6,3,108,2.8,34.03,35.86,37.68,37.92,38.17
BMY,7,1,108,0.9,31.72,31.72,31.72,31.72,31.72
BNR.DE,1,113,113,100.0,20.02,46.77,56.38,62.86,74.63
BNR.DE,2,43,113,38.1,18.24,34.27,40.96,50.61,67.52
BNR.DE,3,23,113,20.4,25.72,29.65,37.65,44.33,55.08
BNR.DE,4,10,113,8.8,14.87,33.44,35.51,38.47,41.95
BNR.DE,5,3,113,2.7,29.54,32.64,35.75,37.12,38.5
BNY,1,142,142,100.0,22.72,48.64,57.65,65.51,79.95
BNY,2,45,142,31.7,13.87,36.07,42.81,51.45,64.58
BNY,3,18,142,12.7,20.47,32.17,37.49,42.03,55.66
BNY,4,8,142,5.6,19.88,32.26,33.72,35.04,43.1
BNY,5,2,142,1.4,29.76,31.75,33.73,35.72,37.7
BRK-B,1,130,130,100.0,27.33,49.42,56.55,63.06,78.62
BRK-B,2,32,130,24.6,20.69,34.38,40.02,49.25,61.47
BRK-B,3,18,130,13.8,23.69,30.62,34.75,44.59,52.71
BRK-B,4,6,130,4.6,27.6,29.35,34.3,35.65,46.81
BRK-B,5,4,130,3.1,30.92,35.31,36.88,37.16,37.75
BRK-B,6,2,130,1.5,32.91,34.69,36.47,38.24,40.02
BTC-USD,1,100,100,100.0,25.15,48.23,57.42,65.34,85.12
BTC-USD,2,39,100,39.0,25.47,37.42,44.49,50.45,60.93
BTC-USD,3,18,100,18.0,20.18,33.95,40.91,42.62,50.22
BTC-USD,4,8,100,8.0,28.03,29.35,32.91,38.91,40.91
BTC-USD,5,2,100,2.0,15.45,19.18,22.91,26.65,30.38
BTC-USD,6,1,100,1.0,37.26,37.26,37.26,37.26,37.26
BZ=F,1,87,87,100.0,28.8,47.53,56.63,63.85,81.84
BZ=F,2,32,87,36.8,12.98,36.75,41.68,47.46,72.23
BZ=F,3,16,87,18.4,14.89,30.15,34.38,39.4,43.64
BZ=F,4,10,87,11.5,20.19,27.38,30.41,36.26,48.58
BZ=F,5,4,87,4.6,30.07,31.34,35.42,40.02,42.82
C,1,129,129,100.0,17.1,47.63,56.76,64.47,78.49
C,2,35,129,27.1,19.99,31.38,37.62,46.66,67.56
C,3,18,129,14.0,21.19,31.58,35.76,38.56,54.56
C,4,7,129,5.4,25.33,32.34,37.97,38.66,42.17
C,5,4,129,3.1,26.15,26.91,33.51,40.0,40.42
C,6,1,129,0.8,28.24,28.24,28.24,28.24,28.24
CAT,1,116,116,100.0,21.39,50.58,58.34,65.76,78.45
CAT,2,39,116,33.6,20.09,36.79,44.9,53.05,62.64
CAT,3,16,116,13.8,18.39,29.58,36.9,46.22,52.02
CAT,4,4,116,3.4,23.44,27.21,29.59,32.82,39.17
CAT,5,1,116,0.9,26.87,26.87,26.87,26.87,26.87
CBK.DE,1,120,120,100.0,28.97,49.79,58.25,63.18,80.88
CBK.DE,2,31,120,25.8,17.35,36.92,44.62,47.61,58.14
CBK.DE,3,16,120,13.3,21.37,35.39,41.14,42.06,60.57
CBK.DE,4,4,120,3.3,33.06,35.06,36.43,38.46,42.45
CBK.DE,5,1,120,0.8,27.25,27.25,27.25,27.25,27.25
CBK.DE,6,1,120,0.8,28.18,28.18,28.18,28.18,28.18
CBK.DE,7,1,120,0.8,32.61,32.61,32.61,32.61,32.61
CC=F,1,113,113,100.0,21.93,46.12,54.29,61.88,80.78
CC=F,2,45,113,39.8,20.56,38.93,44.91,49.42,60.86
CC=F,3,21,113,18.6,24.23,33.97,38.75,42.91,52.61
CC=F,4,8,113,7.1,30.64,32.28,35.46,36.66,40.9
CC=F,5,4,113,3.5,24.73,29.12,30.66,32.12,36.28
CC=F,6,1,113,0.9,28.92,28.92,28.92,28.92,28.92
CC=F,7,1,113,0.9,22.17,22.17,22.17,22.17,22.17
CC=F,8,1,113,0.9,19.28,19.28,19.28,19.28,19.28
CCEP,1,118,118,100.0,25.81,47.86,56.63,61.34,86.81
CCEP,2,43,118,36.4,23.42,36.7,42.07,47.5,62.22
CCEP,3,20,118,16.9,23.36,33.29,36.86,44.75,60.63
CCEP,4,7,118,5.9,23.22,26.32,29.58,37.78,41.54
CCEP,5,4,118,3.4,28.84,30.24,32.95,37.73,45.39
CCEP,6,1,118,0.8,36.93,36.93,36.93,36.93,36.93
CCEP,7,1,118,0.8,32.56,32.56,32.56,32.56,32.56
CCEP,8,1,118,0.8,37.95,37.95,37.95,37.95,37.95
CCEP,9,1,118,0.8,34.13,34.13,34.13,34.13,34.13
CDNS,1,142,142,100.0,25.78,46.96,56.71,62.93,76.95
CDNS,2,45,142,31.7,25.64,36.06,45.18,49.36,61.46
CDNS,3,21,142,14.8,25.9,34.03,41.59,45.1,57.1
CDNS,4,6,142,4.2,24.39,30.68,33.82,35.02,41.44
CDNS,5,1,142,0.7,30.84,30.84,30.84,30.84,30.84
CDW,1,107,107,100.0,31.32,47.23,54.85,62.78,77.21
CDW,2,45,107,42.1,22.62,36.59,43.72,47.67,64.94
CDW,3,18,107,16.8,24.48,29.45,34.38,40.78,50.47
CDW,4,9,107,8.4,22.66,30.51,34.82,42.41,47.31
CDW,5,5,107,4.7,27.16,29.0,33.88,34.34,34.65
CDW,6,2,107,1.9,33.38,33.58,33.78,33.99,34.19
CEG,1,73,73,100.0,32.23,49.83,56.53,65.05,87.52
CEG,2,25,73,34.2,31.57,37.69,46.18,49.59,71.15
CEG,3,9,73,12.3,25.8,32.61,39.38,40.23,63.8
CEG,4,5,73,6.8,21.36,28.14,33.33,37.02,40.83
CEG,5,2,73,2.7,33.01,35.31,37.61,39.92,42.22
CEG,6,1,73,1.4,32.0,32.0,32.0,32.0,32.0
CEG,7,1,73,1.4,29.11,29.11,29.11,29.11,29.11
CHTR,1,88,88,100.0,20.45,46.27,53.84,63.6,77.04
CHTR,2,32,88,36.4,20.04,32.51,43.13,51.53,73.02
CHTR,3,19,88,21.6,16.32,33.12,37.3,44.02,51.54
CHTR,4,8,88,9.1,22.18,25.85,29.91,34.55,44.57
CHTR,5,4,88,4.5,24.69,27.82,29.88,33.06,39.51
CHTR,6,2,88,2.3,21.8,22.23,22.65,23.07,23.5
CHTR,7,1,88,1.1,35.98,35.98,35.98,35.98,35.98
CHTR,8,1,88,1.1,25.63,25.63,25.63,25.63,25.63
CHTR,9,1,88,1.1,34.84,34.84,34.84,34.84,34.84
CHTR,10,1,88,1.1,40.68,40.68,40.68,40.68,40.68
CHTR,11,1,88,1.1,42.28,42.28,42.28,42.28,42.28
CHTR,12,1,88,1.1,37.25,37.25,37.25,37.25,37.25
CHTR,13,1,88,1.1,21.19,21.19,21.19,21.19,21.19
CHTR,14,1,88,1.1,25.65,25.65,25.65,25.65,25.65
CL,1,118,118,100.0,32.44,48.62,56.4,61.57,78.36
CL,2,36,118,30.5,28.17,35.91,40.52,48.69,60.03
CL,3,20,118,16.9,23.96,29.5,35.88,40.29,44.48
CL,4,14,118,11.9,23.21,28.14,34.5,38.07,42.03
CL,5,6,118,5.1,21.6,32.23,33.56,34.8,36.38
CL,6,3,118,2.5,30.99,32.25,33.51,36.68,39.85
CL,7,2,118,1.7,36.06,38.03,40.01,41.98,43.95
CL=F,1,100,100,100.0,9.12,48.41,57.07,64.02,79.83
CL=F,2,38,100,38.0,14.17,33.05,40.57,48.28,67.14
CL=F,3,14,100,14.0,14.54,30.62,35.81,39.98,43.5
CL=F,4,5,100,5.0,25.22,31.19,35.23,36.24,42.03
CL=F,5,3,100,3.0,32.37,33.84,35.32,35.49,35.66
CMCSA,1,89,89,100.0,24.54,46.44,55.65,61.12,73.46
CMCSA,2,34,89,38.2,25.87,33.85,41.73,47.23,62.78
CMCSA,3,18,89,20.2,24.33,28.08,34.22,39.13,55.73
CMCSA,4,9,89,10.1,25.7,26.57,29.54,35.16,40.78
CMCSA,5,5,89,5.6,29.95,31.88,37.12,37.97,42.06
CMCSA,6,4,89,4.5,22.46,25.89,29.49,33.13,36.69
COF,1,111,111,100.0,29.45,47.86,55.63,61.62,74.03
COF,2,45,111,40.5,22.24,33.28,42.68,51.42,64.79
COF,3,21,111,18.9,20.25,33.61,35.72,42.71,60.76
COF,4,7,111,6.3,21.79,27.62,34.87,37.03,48.0
COF,5,4,111,3.6,21.93,24.62,31.52,37.57,37.68
COF,6,2,111,1.8,26.37,28.07,29.76,31.45,33.15
COF,7,1,111,0.9,33.96,33.96,33.96,33.96,33.96
CON.DE,1,95,95,100.0,6.35,47.03,53.55,60.47,73.2
CON.DE,2,39,95,41.1,19.5,36.19,43.32,46.09,60.13
CON.DE,3,14,95,14.7,12.52,27.78,30.16,35.02,49.46
CON.DE,4,8,95,8.4,11.47,27.24,33.75,38.02,41.34
CON.DE,5,3,95,3.2,27.14,28.83,30.52,32.9,35.27
COP,1,113,113,100.0,28.91,46.96,54.45,62.15,81.14
COP,2,48,113,42.5,20.31,36.91,44.53,51.76,63.1
COP,3,15,113,13.3,21.94,33.37,36.73,42.69,59.79
COP,4,7,113,6.2,14.55,27.67,31.52,35.25,39.4
COP,5,4,113,3.5,17.15,25.16,28.75,30.5,32.96
COP,6,2,113,1.8,28.5,31.02,33.54,36.06,38.58
COP,7,1,113,0.9,39.77,39.77,39.77,39.77,39.77
COST,1,121,121,100.0,25.69,48.82,56.53,63.4,76.4
COST,2,34,121,28.1,27.38,36.85,44.61,50.26,64.35
COST,3,15,121,12.4,30.83,33.5,36.76,39.45,61.49
COST,4,6,121,5.0,24.54,25.58,32.34,36.87,37.69
COST,5,3,121,2.5,18.45,18.99,19.54,27.36,35.19
COST,6,1,121,0.8,37.8,37.8,37.8,37.8,37.8
CPRT,1,121,121,100.0,20.78,47.2,55.7,66.3,78.71
CPRT,2,39,121,32.2,22.82,38.11,42.13,50.49,70.53
CPRT,3,17,121,14.0,18.6,30.13,35.92,40.39,43.26
CPRT,4,10,121,8.3,18.63,26.77,29.38,38.35,41.98
CPRT,5,4,121,3.3,27.53,33.27,38.1,41.22,41.85
CPRT,6,1,121,0.8,34.28,34.28,34.28,34.28,34.28
CRM,1,99,99,100.0,33.11,49.91,55.77,63.44,77.62
CRM,2,35,99,35.4,16.69,35.11,42.2,50.58,71.52
CRM,3,22,99,22.2,25.24,32.78,35.6,42.17,53.99
CRM,4,15,99,15.2,22.22,29.31,33.23,36.94,50.74
CRM,5,5,99,5.1,24.9,26.26,27.97,34.68,35.23
CRM,6,3,99,3.0,23.48,28.58,33.67,34.04,34.41
CRM,7,2,99,2.0,29.74,31.44,33.14,34.85,36.55
CRWD,1,110,110,100.0,18.9,49.02,57.9,62.87,83.92
CRWD,2,29,110,26.4,18.7,35.03,45.44,49.3,58.29
CRWD,3,11,110,10.0,26.36,28.55,36.37,40.3,49.29
CRWD,4,4,110,3.6,29.79,30.27,33.11,37.57,42.95
CRWD,5,3,110,2.7,27.01,31.45,35.9,37.97,40.05
CRWD,6,2,110,1.8,28.29,29.75,31.21,32.67,34.13
CRWD,7,2,110,1.8,30.79,31.71,32.63,33.56,34.48
CSCO,1,99,99,100.0,22.63,48.69,55.59,62.91,79.51
CSCO,2,30,99,30.3,24.46,32.78,43.34,52.06,65.27
CSCO,3,13,99,13.1,22.85,28.4,33.74,37.61,52.92
CSCO,4,7,99,7.1,30.16,34.11,38.18,39.86,49.53
CSCO,5,1,99,1.0,36.91,36.91,36.91,36.91,36.91
CSGP,1,86,86,100.0,21.63,42.93,51.37,60.25,75.79
CSGP,2,43,86,50.0,27.83,35.39,41.69,49.31,58.45
CSGP,3,21,86,24.4,19.9,29.49,38.99,43.22,53.01
CSGP,4,5,86,5.8,22.52,25.61,38.86,40.1,46.37
CSGP,5,1,86,1.2,32.44,32.44,32.44,32.44,32.44
CSGP,6,1,86,1.2,33.39,33.39,33.39,33.39,33.39
CSGP,7,1,86,1.2,29.5,29.5,29.5,29.5,29.5
CSGP,8,1,86,1.2,25.62,25.62,25.62,25.62,25.62
