ticker,position,faelle,puffer_x_n,puffer_x_p5,puffer_x_p10,puffer_x_p25,puffer_x_p50,puffer_x_p75,puffer_x_p80,puffer_x_p85,puffer_x_p90,puffer_x_p95,puffer_x_p99,puffer_x_min,puffer_x_max,anstieg_x_n,anstieg_x_p5,anstieg_x_p10,anstieg_x_p25,anstieg_x_p50,anstieg_x_p75,anstieg_x_p80,anstieg_x_p85,anstieg_x_p90,anstieg_x_p95,anstieg_x_p99,anstieg_x_min,anstieg_x_max,abstand_x_n,abstand_x_p5,abstand_x_p10,abstand_x_p25,abstand_x_p50,abstand_x_p75,abstand_x_p80,abstand_x_p85,abstand_x_p90,abstand_x_p95,abstand_x_p99,abstand_x_min,abstand_x_max,rsi_x_n,rsi_x_p5,rsi_x_p10,rsi_x_p25,rsi_x_p50,rsi_x_p75,rsi_x_p80,rsi_x_p85,rsi_x_p90,rsi_x_p95,rsi_x_p99,rsi_x_min,rsi_x_max,ohne_puffer_pct,ziel_atr,ziel_zuerst_0.25_pct,ko_zuerst_0.25_pct,tage_ziel_0.25,tage_ko_0.25,ziel_zuerst_0.5_pct,ko_zuerst_0.5_pct,tage_ziel_0.5,tage_ko_0.5,ziel_zuerst_0.75_pct,ko_zuerst_0.75_pct,tage_ziel_0.75,tage_ko_0.75,ziel_zuerst_1.0_pct,ko_zuerst_1.0_pct,tage_ziel_1.0,tage_ko_1.0,ziel_zuerst_1.25_pct,ko_zuerst_1.25_pct,tage_ziel_1.25,tage_ko_1.25,ziel_zuerst_1.5_pct,ko_zuerst_1.5_pct,tage_ziel_1.5,tage_ko_1.5,ziel_zuerst_1.75_pct,ko_zuerst_1.75_pct,tage_ziel_1.75,tage_ko_1.75,ziel_zuerst_2.0_pct,ko_zuerst_2.0_pct,tage_ziel_2.0,tage_ko_2.0,ziel_zuerst_2.25_pct,ko_zuerst_2.25_pct,tage_ziel_2.25,tage_ko_2.25,ziel_zuerst_2.5_pct,ko_zuerst_2.5_pct,tage_ziel_2.5,tage_ko_2.5,ziel_zuerst_2.75_pct,ko_zuerst_2.75_pct,tage_ziel_2.75,tage_ko_2.75,ziel_zuerst_3.0_pct,ko_zuerst_3.0_pct,tage_ziel_3.0,tage_ko_3.0,ziel_zuerst_3.25_pct,ko_zuerst_3.25_pct,tage_ziel_3.25,tage_ko_3.25,ziel_zuerst_3.5_pct,ko_zuerst_3.5_pct,tage_ziel_3.5,tage_ko_3.5,ziel_zuerst_3.75_pct,ko_zuerst_3.75_pct,tage_ziel_3.75,tage_ko_3.75,ziel_zuerst_4.0_pct,ko_zuerst_4.0_pct,tage_ziel_4.0,tage_ko_4.0
MCHP,Tief 3,23,23,0.0,0.0,0.606,1.781,4.498,5.233,5.836,7.18,7.721,14.182,0.0,15.996,23,-1.641,-1.334,0.354,1.41,2.266,2.352,2.88,3.505,4.225,5.181,-1.95,5.431,23,0.855,1.064,1.216,1.522,1.776,1.814,1.889,1.919,2.074,2.238,0.777,2.28,23,28.181,30.32,33.251,39.651,49.569,50.16,51.224,51.836,52.277,53.194,26.982,53.441,21.7,0.967,69.6,30.4,1.5,4.0,69.6,30.4,1.5,4.0,78.3,21.7,2.5,5.0,82.6,17.4,3.0,4.0,82.6,17.4,3.0,4.5,82.6,17.4,3.0,5.0,87.0,13.0,3.0,6.0,87.0,13.0,3.0,6.0,87.0,13.0,3.0,8.0,91.3,8.7,3.0,14.0,91.3,8.7,3.0,14.0,91.3,8.7,3.0,20.0,91.3,8.7,3.0,20.0,91.3,8.7,3.0,20.0,91.3,8.7,3.0,20.0,91.3,8.7,3.0,21.0
MCHP,Tief 4,8,8,0.1,0.199,0.605,1.557,4.887,5.58,6.273,6.451,6.545,6.619,0.0,6.638,8,-0.263,0.0,0.429,0.617,1.05,1.291,1.532,1.788,2.047,2.254,-0.526,2.306,8,0.787,0.813,0.837,0.985,1.942,1.991,2.04,2.154,2.279,2.38,0.761,2.405,8,23.705,23.997,27.464,32.579,37.033,39.087,41.14,41.882,42.405,42.824,23.414,42.928,12.5,0.967,62.5,37.5,5.0,5.0,62.5,37.5,5.0,5.0,62.5,37.5,5.0,5.0,62.5,37.5,5.0,8.0,62.5,37.5,5.0,8.0,62.5,37.5,5.0,8.0,75.0,25.0,6.0,46.5,75.0,25.0,6.0,46.5,75.0,25.0,6.0,46.5,75.0,25.0,6.0,48.0,75.0,25.0,6.0,48.0,75.0,25.0,6.0,48.0,75.0,25.0,6.0,48.5,75.0,25.0,6.0,53.0,75.0,25.0,6.0,54.0,87.5,12.5,7.0,2.0
MCHP,Tief 5,3,3,0.0,0.0,0.0,0.0,1.342,1.61,1.879,2.147,2.415,2.63,0.0,2.684,3,0.355,0.423,0.626,0.964,4.156,4.794,5.433,6.071,6.71,7.22,0.287,7.348,3,1.278,1.287,1.312,1.354,2.436,2.652,2.869,3.085,3.302,3.475,1.27,3.518,3,26.324,26.689,27.785,29.611,29.784,29.819,29.853,29.888,29.922,29.95,25.959,29.957,66.7,0.967,66.7,33.3,9.5,7.0,66.7,33.3,9.5,7.0,66.7,33.3,9.5,9.0,66.7,33.3,9.5,21.0,66.7,33.3,9.5,34.0,66.7,33.3,9.5,36.0,66.7,33.3,9.5,36.0,66.7,33.3,9.5,36.0,66.7,33.3,9.5,36.0,66.7,33.3,9.5,40.0,100.0,0.0,16.0,,100.0,0.0,16.0,,100.0,0.0,16.0,,100.0,0.0,16.0,,100.0,0.0,16.0,,100.0,0.0,16.0,
MCHP,Tief 6,1,1,2.881,2.881,2.881,2.881,2.881,2.881,2.881,2.881,2.881,2.881,2.881,2.881,1,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,1,34.267,34.267,34.267,34.267,34.267,34.267,34.267,34.267,34.267,34.267,34.267,34.267,0.0,0.967,0.0,100.0,,1.0,0.0,100.0,,1.0,0.0,100.0,,1.0,0.0,100.0,,15.0,0.0,100.0,,15.0,0.0,100.0,,30.0,0.0,100.0,,30.0,0.0,100.0,,30.0,0.0,100.0,,30.0,0.0,100.0,,34.0,0.0,100.0,,34.0,100.0,0.0,41.0,,100.0,0.0,41.0,,100.0,0.0,41.0,,100.0,0.0,41.0,,100.0,0.0,41.0,
MCHP,Tief 7,1,1,1.944,1.944,1.944,1.944,1.944,1.944,1.944,1.944,1.944,1.944,1.944,1.944,1,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,1,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,1,28.523,28.523,28.523,28.523,28.523,28.523,28.523,28.523,28.523,28.523,28.523,28.523,0.0,0.967,0.0,100.0,,11.0,0.0,100.0,,26.0,0.0,100.0,,26.0,0.0,100.0,,26.0,0.0,100.0,,26.0,0.0,100.0,,30.0,0.0,100.0,,30.0,100.0,0.0,37.0,,100.0,0.0,37.0,,100.0,0.0,37.0,,100.0,0.0,37.0,,100.0,0.0,37.0,,100.0,0.0,37.0,,100.0,0.0,37.0,,100.0,0.0,37.0,,100.0,0.0,37.0,
MDB,alle,211,211,0.0,0.0,0.125,1.732,4.343,4.71,7.043,8.663,9.834,12.35,0.0,13.713,211,-0.347,0.109,0.449,1.113,1.968,2.241,2.579,3.244,4.607,6.941,-3.311,10.245,211,0.209,0.368,0.677,1.069,1.483,1.678,1.789,2.066,2.423,3.7,0.06,7.935,211,26.763,30.983,40.363,48.029,58.291,61.202,62.81,65.852,70.046,75.745,13.961,76.266,21.8,1.002,63.0,37.0,2.0,3.0,69.7,30.3,3.0,3.0,72.5,27.5,3.0,4.0,73.9,26.1,3.0,4.0,76.3,23.7,3.0,5.0,78.7,21.3,3.0,6.0,81.0,19.0,3.0,7.5,83.4,16.6,3.0,8.0,84.8,15.2,3.0,10.0,85.8,14.2,3.0,11.0,86.7,13.3,3.0,14.0,87.2,12.8,3.0,14.0,87.2,12.8,3.0,16.0,87.7,12.3,3.0,16.5,89.1,10.9,3.5,17.0,89.1,10.9,3.5,18.0
MDB,Tief 1,122,122,0.0,0.0,0.193,2.058,4.543,5.497,8.417,9.127,10.556,13.023,0.0,13.713,122,-0.396,0.11,0.447,1.02,1.846,2.042,2.521,3.435,4.889,6.509,-3.311,10.245,122,0.235,0.423,0.691,1.066,1.387,1.59,1.743,1.899,2.43,3.5,0.06,7.935,122,39.843,42.835,47.32,53.835,62.736,63.672,67.18,69.164,73.214,75.839,29.258,76.266,22.1,1.002,63.1,36.9,2.0,3.0,69.7,30.3,3.0,3.0,72.1,27.9,3.0,4.0,73.8,26.2,3.0,4.0,77.0,23.0,3.0,4.0,78.7,21.3,3.0,5.5,81.1,18.9,3.0,5.0,82.8,17.2,3.0,7.0,85.2,14.8,3.0,10.5,85.2,14.8,3.0,11.0,86.1,13.9,3.0,12.0,86.1,13.9,3.0,13.0,86.1,13.9,3.0,14.0,86.9,13.1,3.5,15.0,87.7,12.3,4.0,16.0,87.7,12.3,4.0,16.0
MDB,Tief 2,49,49,0.0,0.0,0.145,1.519,2.981,4.391,5.085,6.26,9.535,11.096,0.0,11.21,49,-0.286,0.062,0.561,1.277,2.241,2.432,2.711,3.051,4.356,5.899,-2.247,6.981,49,0.135,0.2,0.506,0.982,1.501,1.665,1.752,2.227,2.356,3.25,0.119,4.022,49,25.893,34.121,38.815,43.7,51.897,52.725,55.031,57.318,61.368,65.015,14.773,65.198,18.4,1.002,57.1,42.9,2.0,3.0,63.3,36.7,2.0,3.0,69.4,30.6,2.0,4.0,71.4,28.6,2.0,5.0,71.4,28.6,2.0,5.0,73.5,26.5,2.0,5.0,77.6,22.4,2.5,7.0,83.7,16.3,3.0,7.5,83.7,16.3,3.0,8.0,87.8,12.2,3.0,10.5,89.8,10.2,3.0,15.0,91.8,8.2,3.0,13.0,91.8,8.2,3.0,14.5,91.8,8.2,3.0,15.0,91.8,8.2,3.0,25.0,91.8,8.2,3.0,30.5
MDB,Tief 3,24,24,0.0,0.0,0.218,1.568,4.354,4.406,5.1,7.134,8.235,8.584,0.0,8.663,24,0.231,0.297,0.417,1.116,1.566,1.853,2.327,2.415,2.521,3.533,-0.382,3.831,24,0.49,0.545,0.925,1.214,1.771,1.818,1.884,2.066,2.458,3.354,0.375,3.605,24,24.24,27.307,30.47,35.888,40.464,41.675,44.434,50.24,53.553,54.131,13.961,54.22,16.7,1.002,70.8,29.2,3.0,2.0,79.2,20.8,3.0,3.0,79.2,20.8,3.0,4.0,79.2,20.8,3.0,4.0,79.2,20.8,3.0,5.0,83.3,16.7,3.5,6.5,83.3,16.7,3.5,9.0,83.3,16.7,3.5,16.5,83.3,16.7,3.5,20.5,83.3,16.7,3.5,20.5,83.3,16.7,3.5,21.0,83.3,16.7,3.5,21.0,83.3,16.7,3.5,22.0,83.3,16.7,3.5,22.0,87.5,12.5,4.0,37.0,87.5,12.5,4.0,37.0
MDB,Tief 4,9,9,0.0,0.0,0.0,0.134,0.772,1.924,3.076,4.276,5.524,6.523,0.0,6.772,9,-0.139,0.34,0.633,1.918,2.62,2.713,2.807,3.685,5.35,6.681,-0.618,7.014,9,0.879,0.896,1.005,1.189,1.678,1.711,1.743,2.032,2.578,3.015,0.861,3.124,9,22.767,23.036,26.064,29.294,31.249,36.478,41.707,46.729,51.543,55.394,22.497,56.357,44.4,1.002,66.7,33.3,2.5,8.0,77.8,22.2,3.0,14.5,77.8,22.2,3.0,15.0,77.8,22.2,3.0,15.5,88.9,11.1,3.5,11.0,88.9,11.1,3.5,25.0,88.9,11.1,3.5,26.0,88.9,11.1,3.5,26.0,88.9,11.1,3.5,27.0,88.9,11.1,3.5,27.0,88.9,11.1,3.5,27.0,88.9,11.1,3.5,27.0,88.9,11.1,3.5,27.0,88.9,11.1,3.5,30.0,100.0,0.0,4.0,,100.0,0.0,4.0,
MDB,Tief 5,3,3,0.567,0.96,2.139,4.103,7.523,8.207,8.892,9.576,10.26,10.807,0.174,10.944,3,0.306,0.318,0.351,0.408,0.481,0.495,0.51,0.524,0.539,0.55,0.295,0.553,3,0.776,0.851,1.076,1.45,1.864,1.947,2.029,2.112,2.195,2.261,0.702,2.278,3,30.992,31.001,31.029,31.075,31.187,31.209,31.231,31.253,31.275,31.293,30.983,31.298,0.0,1.002,33.3,66.7,9.0,6.5,33.3,66.7,9.0,7.0,33.3,66.7,9.0,7.5,33.3,66.7,9.0,7.5,33.3,66.7,9.0,9.0,66.7,33.3,12.0,7.0,66.7,33.3,12.0,21.0,66.7,33.3,12.0,22.0,66.7,33.3,12.0,22.0,66.7,33.3,12.0,23.0,66.7,33.3,12.0,23.0,66.7,33.3,12.0,23.0,66.7,33.3,12.0,23.0,66.7,33.3,12.0,23.0,66.7,33.3,12.0,24.0,66.7,33.3,12.0,26.0
MDB,Tief 6,2,2,0.123,0.246,0.615,1.23,1.846,1.969,2.092,2.215,2.338,2.436,0.0,2.461,2,1.848,1.852,1.866,1.888,1.91,1.914,1.919,1.923,1.928,1.931,1.843,1.932,2,0.465,0.501,0.611,0.795,0.978,1.015,1.052,1.088,1.125,1.154,0.428,1.162,2,30.533,30.779,31.514,32.74,33.966,34.212,34.457,34.702,34.947,35.143,30.288,35.193,50.0,1.002,100.0,0.0,1.5,,100.0,0.0,1.5,,100.0,0.0,1.5,,100.0,0.0,1.5,,100.0,0.0,1.5,,100.0,0.0,1.5,,100.0,0.0,1.5,,100.0,0.0,1.5,,100.0,0.0,1.5,,100.0,0.0,1.5,,100.0,0.0,1.5,,100.0,0.0,1.5,,100.0,0.0,1.5,,100.0,0.0,1.5,,100.0,0.0,1.5,,100.0,0.0,1.5,
MDB,Tief 7,1,1,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,1,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,1,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,1,26.391,26.391,26.391,26.391,26.391,26.391,26.391,26.391,26.391,26.391,26.391,26.391,0.0,1.002,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,
MDB,Tief 8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.982,1.982,1.982,1.982,1.982,1.982,1.982,1.982,1.982,1.982,1.982,1.982,1,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1,26.103,26.103,26.103,26.103,26.103,26.103,26.103,26.103,26.103,26.103,26.103,26.103,100.0,1.002,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,
MDLZ,alle,186,186,0.0,0.0,0.358,2.233,4.875,6.224,7.478,8.897,10.856,16.264,0.0,23.033,186,-1.242,-0.494,0.501,0.983,1.701,1.924,2.453,2.715,3.436,4.621,-4.285,6.104,186,0.339,0.42,0.753,1.122,1.559,1.693,1.888,2.135,2.802,3.577,0.153,7.441,186,26.128,30.869,37.701,48.862,58.472,61.433,62.646,64.212,67.046,71.492,20.244,74.973,21.5,0.885,65.1,34.9,2.0,3.0,69.9,30.1,3.0,3.5,73.1,26.9,3.0,4.0,75.3,24.7,3.0,5.5,77.4,22.6,3.0,5.5,79.0,21.0,3.0,6.0,79.6,20.4,3.0,7.0,81.7,18.3,3.0,8.5,81.7,18.3,3.0,9.5,83.3,16.7,3.0,10.0,83.3,16.7,3.0,11.0,83.3,16.7,3.0,11.0,83.9,16.1,3.0,14.0,86.6,13.4,3.0,14.0,87.1,12.9,3.0,14.0,88.2,11.8,3.0,19.5
MDLZ,Tief 1,110,110,0.0,0.0,0.532,2.283,5.236,6.442,7.483,8.14,11.338,19.544,0.0,23.033,110,-1.362,-0.691,0.546,1.059,1.878,2.13,2.474,2.738,3.051,4.463,-4.285,6.104,110,0.322,0.419,0.749,1.107,1.535,1.615,1.827,2.065,2.701,3.515,0.153,7.441,110,35.606,39.702,48.856,54.777,62.661,63.831,64.497,66.27,69.261,71.917,23.98,74.973,20.0,0.885,65.5,34.5,2.0,3.0,69.1,30.9,2.5,3.5,71.8,28.2,3.0,4.0,74.5,25.5,3.0,5.5,76.4,23.6,3.0,5.5,79.1,20.9,3.0,6.0,80.0,20.0,3.0,6.0,81.8,18.2,3.0,7.0,81.8,18.2,3.0,8.0,83.6,16.4,3.0,8.0,83.6,16.4,3.0,9.5,83.6,16.4,3.0,10.5,84.5,15.5,3.0,11.0,86.4,13.6,3.0,11.0,86.4,13.6,3.0,11.0,87.3,12.7,3.0,20.5
MDLZ,Tief 2,40,40,0.0,0.0,1.039,2.224,4.153,4.743,6.234,7.281,9.195,12.751,0.0,14.686,40,0.13,0.283,0.449,0.876,1.636,1.775,2.088,2.744,3.972,4.392,-1.246,4.393,40,0.401,0.414,0.631,0.976,1.43,1.589,1.739,2.109,2.35,2.851,0.211,2.881,40,27.349,30.707,36.008,41.759,49.119,50.374,52.235,54.439,57.184,61.067,24.04,61.433,15.0,0.885,55.0,45.0,4.0,3.0,62.5,37.5,4.0,3.0,70.0,30.0,4.0,4.0,72.5,27.5,4.0,5.0,72.5,27.5,4.0,5.0,72.5,27.5,4.0,6.0,72.5,27.5,4.0,7.0,77.5,22.5,4.0,11.0,77.5,22.5,4.0,11.0,77.5,22.5,4.0,13.0,77.5,22.5,4.0,14.0,77.5,22.5,4.0,15.0,77.5,22.5,4.0,15.0,82.5,17.5,4.0,15.0,85.0,15.0,4.5,22.5,87.5,12.5,5.0,19.0
MDLZ,Tief 3,23,23,0.0,0.0,0.0,1.261,4.393,5.676,8.145,9.105,10.042,14.273,0.0,15.439,23,-2.698,-0.05,0.467,0.995,1.339,1.659,2.371,3.406,3.682,4.991,-4.054,5.358,23,0.433,0.581,0.99,1.328,1.727,1.887,2.086,2.244,2.577,2.771,0.154,2.816,23,28.281,29.07,31.063,35.059,39.04,39.314,41.234,43.816,46.029,47.173,25.836,47.441,30.4,0.885,78.3,21.7,2.0,3.0,78.3,21.7,2.0,3.0,78.3,21.7,2.0,3.0,78.3,21.7,2.0,3.0,87.0,13.0,2.0,2.0,87.0,13.0,2.0,3.0,87.0,13.0,2.0,11.0,87.0,13.0,2.0,11.0,87.0,13.0,2.0,14.0,91.3,8.7,2.0,9.0,91.3,8.7,2.0,9.0,91.3,8.7,2.0,9.0,91.3,8.7,2.0,9.0,91.3,8.7,2.0,9.0,91.3,8.7,2.0,9.0,91.3,8.7,2.0,9.0
MDLZ,Tief 4,8,8,0.0,0.0,0.0,0.29,4.389,5.963,7.537,7.917,8.097,8.241,0.0,8.277,8,0.283,0.442,0.718,0.894,1.357,1.439,1.52,1.82,2.155,2.424,0.124,2.491,8,0.724,0.746,0.849,1.227,1.724,1.789,1.853,2.476,3.192,3.764,0.702,3.907,8,23.91,24.462,29.346,34.074,37.157,39.415,41.674,44.027,46.397,48.293,23.358,48.767,37.5,0.885,50.0,50.0,2.5,4.0,75.0,25.0,4.0,7.5,75.0,25.0,4.0,7.5,75.0,25.0,4.0,9.5,75.0,25.0,4.0,9.5,75.0,25.0,4.0,9.5,75.0,25.0,4.0,10.5,75.0,25.0,4.0,10.5,75.0,25.0,4.0,11.0,75.0,25.0,4.0,11.0,75.0,25.0,4.0,14.5,75.0,25.0,4.0,15.0,75.0,25.0,4.0,15.0,87.5,12.5,5.0,20.0,87.5,12.5,5.0,22.0,87.5,12.5,5.0,30.0
MDLZ,Tief 5,4,4,0.0,0.0,0.0,1.742,4.84,5.654,6.468,7.282,8.096,8.747,0.0,8.91,4,-0.799,-0.401,0.791,1.506,1.567,1.572,1.578,1.583,1.588,1.593,-1.196,1.594,4,0.419,0.429,0.459,0.802,1.156,1.172,1.189,1.205,1.222,1.235,0.409,1.238,4,21.604,22.964,27.043,31.142,34.268,35.043,35.818,36.594,37.369,37.989,20.244,38.144,50.0,0.885,100.0,0.0,0.5,,100.0,0.0,0.5,,100.0,0.0,0.5,,100.0,0.0,0.5,,100.0,0.0,0.5,,100.0,0.0,0.5,,100.0,0.0,0.5,,100.0,0.0,0.5,,100.0,0.0,0.5,,100.0,0.0,0.5,,100.0,0.0,0.5,,100.0,0.0,0.5,,100.0,0.0,0.5,,100.0,0.0,0.5,,100.0,0.0,0.5,,100.0,0.0,0.5,
MDLZ,Tief 6,1,1,5.976,5.976,5.976,5.976,5.976,5.976,5.976,5.976,5.976,5.976,5.976,5.976,1,-2.411,-2.411,-2.411,-2.411,-2.411,-2.411,-2.411,-2.411,-2.411,-2.411,-2.411,-2.411,1,2.802,2.802,2.802,2.802,2.802,2.802,2.802,2.802,2.802,2.802,2.802,2.802,1,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.0,0.885,100.0,0.0,0.0,,100.0,0.0,0.0,,100.0,0.0,0.0,,100.0,0.0,0.0,,100.0,0.0,0.0,,100.0,0.0,0.0,,100.0,0.0,0.0,,100.0,0.0,0.0,,100.0,0.0,0.0,,100.0,0.0,0.0,,100.0,0.0,0.0,,100.0,0.0,0.0,,100.0,0.0,0.0,,100.0,0.0,0.0,,100.0,0.0,0.0,,100.0,0.0,0.0,
MELI,alle,183,183,0.0,0.0,0.775,2.94,5.417,6.118,7.094,7.92,9.765,14.368,0.0,15.558,183,-1.165,-0.186,0.431,0.913,1.68,1.938,2.262,3.017,4.016,5.452,-7.127,6.329,183,0.459,0.562,0.79,1.136,1.479,1.591,1.748,1.978,2.276,3.963,0.133,4.734,183,30.521,33.177,38.634,47.833,58.631,61.646,64.386,66.042,70.275,74.031,21.107,76.863,16.4,0.822,63.9,36.1,2.0,3.0,69.4,30.6,2.0,3.0,72.1,27.9,2.0,4.0,76.5,23.5,2.0,5.0,79.8,20.2,3.0,6.0,81.4,18.6,3.0,6.0,82.5,17.5,3.0,6.5,83.6,16.4,3.0,7.0,84.2,15.8,3.0,8.0,84.2,15.8,3.0,8.0,85.2,14.8,3.0,9.0,87.4,12.6,3.0,9.0,88.0,12.0,3.0,12.0,88.0,12.0,3.0,13.0,89.1,10.9,3.0,11.5,90.2,9.8,3.0,11.5
MELI,Tief 1,112,112,0.0,0.0,0.944,3.463,5.676,6.315,7.57,8.488,10.517,14.565,0.0,15.558,112,-0.962,-0.075,0.49,0.881,1.513,1.945,2.188,2.455,3.558,5.861,-7.127,6.329,112,0.339,0.555,0.783,1.119,1.425,1.565,1.688,2.019,2.703,4.41,0.133,4.734,112,33.926,37.822,46.889,54.859,64.113,64.955,67.528,69.568,72.094,74.773,27.538,76.863,17.0,0.822,59.8,40.2,2.0,3.0,65.2,34.8,2.0,3.0,68.8,31.2,2.0,4.0,75.0,25.0,2.0,5.5,77.7,22.3,3.0,6.0,79.5,20.5,3.0,6.0,81.2,18.8,3.0,7.0,83.0,17.0,3.0,8.0,83.0,17.0,3.0,9.0,83.0,17.0,3.0,9.0,83.0,17.0,3.0,9.0,85.7,14.3,3.0,9.5,86.6,13.4,3.0,18.0,86.6,13.4,3.0,20.0,87.5,12.5,3.0,21.5,88.4,11.6,3.0,21.0
MELI,Tief 2,43,43,0.0,0.0,0.775,2.801,5.035,6.005,6.964,7.695,9.015,12.382,0.0,14.227,43,-1.104,-0.498,0.38,1.023,1.875,2.366,2.977,3.394,4.086,4.619,-2.759,4.944,43,0.553,0.656,0.883,1.136,1.496,1.567,1.648,1.794,2.015,2.133,0.236,2.172,43,29.764,32.386,37.119,43.437,49.421,50.561,52.626,55.253,58.228,61.953,25.474,64.463,14.0,0.822,72.1,27.9,2.0,2.0,76.7,23.3,2.0,3.0,79.1,20.9,2.0,3.0,79.1,20.9,2.0,3.0,86.0,14.0,2.0,7.0,88.4,11.6,2.5,6.0,88.4,11.6,2.5,6.0,88.4,11.6,2.5,6.0,88.4,11.6,2.5,6.0,88.4,11.6,2.5,6.0,93.0,7.0,3.5,6.0,93.0,7.0,3.5,7.0,93.0,7.0,3.5,7.0,93.0,7.0,3.5,7.0,93.0,7.0,3.5,7.0,95.3,4.7,4.0,10.5
MELI,Tief 3,17,17,0.0,0.0,0.969,2.812,5.6,5.843,5.929,6.422,7.147,7.187,0.0,7.197,17,-0.377,0.024,0.28,0.958,1.609,1.687,2.227,2.657,3.15,4.327,-1.096,4.622,17,0.803,0.906,1.089,1.229,1.626,1.698,1.751,1.912,2.249,2.667,0.645,2.772,17,26.286,30.102,33.408,36.903,42.334,43.928,44.809,45.573,47.225,50.389,21.107,51.18,17.6,0.822,64.7,35.3,2.0,2.0,70.6,29.4,2.0,2.0,70.6,29.4,2.0,3.0,76.5,23.5,2.0,5.5,76.5,23.5,2.0,6.0,76.5,23.5,2.0,6.5,76.5,23.5,2.0,6.5,76.5,23.5,2.0,7.0,76.5,23.5,2.0,7.5,76.5,23.5,2.0,7.5,76.5,23.5,2.0,10.5,82.4,17.6,2.5,10.0,82.4,17.6,2.5,10.0,82.4,17.6,2.5,12.0,88.2,11.8,3.0,9.5,88.2,11.8,3.0,9.5
MELI,Tief 4,7,7,0.016,0.032,0.421,1.182,1.965,1.988,2.357,3.422,4.487,5.339,0.0,5.552,7,-2.365,-2.227,-0.769,0.557,1.419,1.578,1.698,1.738,1.779,1.812,-2.502,1.82,7,0.53,0.533,0.556,0.59,1.139,1.348,1.542,1.705,1.869,2.0,0.528,2.032,7,31.004,31.593,32.876,36.384,38.187,38.615,39.267,40.368,41.469,42.35,30.416,42.57,14.3,0.822,71.4,28.6,4.0,2.0,71.4,28.6,4.0,2.0,71.4,28.6,4.0,2.5,71.4,28.6,4.0,3.0,71.4,28.6,4.0,3.5,71.4,28.6,4.0,3.5,71.4,28.6,4.0,3.5,71.4,28.6,4.0,3.5,85.7,14.3,4.0,4.0,85.7,14.3,4.0,4.0,85.7,14.3,4.0,4.0,85.7,14.3,4.0,4.0,85.7,14.3,4.0,6.0,85.7,14.3,4.0,6.0,85.7,14.3,4.0,6.0,85.7,14.3,4.0,6.0
MELI,Tief 5,3,3,0.511,0.556,0.691,0.916,1.345,1.431,1.517,1.603,1.689,1.758,0.466,1.775,3,0.598,0.718,1.077,1.676,2.868,3.107,3.345,3.584,3.822,4.013,0.478,4.061,3,0.537,0.604,0.804,1.139,1.488,1.558,1.627,1.697,1.767,1.823,0.47,1.837,3,30.473,30.761,31.627,33.069,34.952,35.329,35.705,36.082,36.459,36.76,30.184,36.835,0.0,0.822,66.7,33.3,2.5,20.0,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,
