ticker,position,faelle,puffer_x_n,puffer_x_p5,puffer_x_p10,puffer_x_p25,puffer_x_p50,puffer_x_p75,puffer_x_p80,puffer_x_p85,puffer_x_p90,puffer_x_p95,puffer_x_p99,puffer_x_min,puffer_x_max,anstieg_x_n,anstieg_x_p5,anstieg_x_p10,anstieg_x_p25,anstieg_x_p50,anstieg_x_p75,anstieg_x_p80,anstieg_x_p85,anstieg_x_p90,anstieg_x_p95,anstieg_x_p99,anstieg_x_min,anstieg_x_max,abstand_x_n,abstand_x_p5,abstand_x_p10,abstand_x_p25,abstand_x_p50,abstand_x_p75,abstand_x_p80,abstand_x_p85,abstand_x_p90,abstand_x_p95,abstand_x_p99,abstand_x_min,abstand_x_max,rsi_x_n,rsi_x_p5,rsi_x_p10,rsi_x_p25,rsi_x_p50,rsi_x_p75,rsi_x_p80,rsi_x_p85,rsi_x_p90,rsi_x_p95,rsi_x_p99,rsi_x_min,rsi_x_max,ohne_puffer_pct,ziel_atr,ziel_zuerst_0.25_pct,ko_zuerst_0.25_pct,tage_ziel_0.25,tage_ko_0.25,ziel_zuerst_0.5_pct,ko_zuerst_0.5_pct,tage_ziel_0.5,tage_ko_0.5,ziel_zuerst_0.75_pct,ko_zuerst_0.75_pct,tage_ziel_0.75,tage_ko_0.75,ziel_zuerst_1.0_pct,ko_zuerst_1.0_pct,tage_ziel_1.0,tage_ko_1.0,ziel_zuerst_1.25_pct,ko_zuerst_1.25_pct,tage_ziel_1.25,tage_ko_1.25,ziel_zuerst_1.5_pct,ko_zuerst_1.5_pct,tage_ziel_1.5,tage_ko_1.5,ziel_zuerst_1.75_pct,ko_zuerst_1.75_pct,tage_ziel_1.75,tage_ko_1.75,ziel_zuerst_2.0_pct,ko_zuerst_2.0_pct,tage_ziel_2.0,tage_ko_2.0,ziel_zuerst_2.25_pct,ko_zuerst_2.25_pct,tage_ziel_2.25,tage_ko_2.25,ziel_zuerst_2.5_pct,ko_zuerst_2.5_pct,tage_ziel_2.5,tage_ko_2.5,ziel_zuerst_2.75_pct,ko_zuerst_2.75_pct,tage_ziel_2.75,tage_ko_2.75,ziel_zuerst_3.0_pct,ko_zuerst_3.0_pct,tage_ziel_3.0,tage_ko_3.0,ziel_zuerst_3.25_pct,ko_zuerst_3.25_pct,tage_ziel_3.25,tage_ko_3.25,ziel_zuerst_3.5_pct,ko_zuerst_3.5_pct,tage_ziel_3.5,tage_ko_3.5,ziel_zuerst_3.75_pct,ko_zuerst_3.75_pct,tage_ziel_3.75,tage_ko_3.75,ziel_zuerst_4.0_pct,ko_zuerst_4.0_pct,tage_ziel_4.0,tage_ko_4.0
ADBE,Tief 7,2,2,1.963,2.004,2.126,2.33,2.533,2.574,2.614,2.655,2.696,2.728,1.922,2.737,2,0.646,0.744,1.039,1.53,2.02,2.119,2.217,2.315,2.413,2.491,0.548,2.511,2,1.046,1.065,1.122,1.217,1.313,1.332,1.351,1.37,1.389,1.404,1.027,1.408,2,31.238,31.328,31.597,32.046,32.495,32.584,32.674,32.764,32.854,32.925,31.148,32.943,0.0,0.961,100.0,0.0,5.5,,100.0,0.0,5.5,,100.0,0.0,5.5,,100.0,0.0,5.5,,100.0,0.0,5.5,,100.0,0.0,5.5,,100.0,0.0,5.5,,100.0,0.0,5.5,,100.0,0.0,5.5,,100.0,0.0,5.5,,100.0,0.0,5.5,,100.0,0.0,5.5,,100.0,0.0,5.5,,100.0,0.0,5.5,,100.0,0.0,5.5,,100.0,0.0,5.5,
ADI,alle,217,217,0.0,0.0,0.206,1.399,3.589,4.383,4.729,5.819,7.245,20.648,0.0,21.564,217,-0.389,0.033,0.433,0.96,1.697,2.004,2.539,3.065,4.02,6.764,-2.438,8.602,217,0.343,0.565,0.778,1.095,1.444,1.607,1.733,1.958,2.175,3.108,0.173,4.222,217,32.475,35.82,40.401,48.138,56.909,58.663,60.34,64.193,67.318,73.176,25.005,77.569,22.1,0.864,60.8,39.2,2.0,3.0,65.0,35.0,2.0,4.5,70.5,29.5,2.0,5.0,73.3,26.7,2.0,6.0,76.0,24.0,3.0,5.5,80.6,19.4,3.0,6.0,81.1,18.9,3.0,7.0,82.9,17.1,3.0,7.0,83.9,16.1,3.0,9.0,84.8,15.2,3.0,10.0,86.2,13.8,3.0,10.0,86.6,13.4,3.0,12.0,88.0,12.0,3.0,15.0,89.4,10.6,3.0,13.0,89.4,10.6,3.0,20.0,89.9,10.1,3.0,19.0
ADI,Tief 1,131,131,0.0,0.0,0.428,1.946,3.842,4.419,4.72,6.348,8.844,21.074,0.0,21.564,131,-0.313,-0.014,0.374,1.058,1.667,1.919,2.571,3.073,3.926,6.258,-2.438,8.602,131,0.443,0.572,0.73,1.053,1.35,1.46,1.713,1.924,2.15,2.632,0.173,3.165,131,37.943,40.385,46.126,52.33,59.927,61.672,64.538,66.655,70.929,73.293,31.995,77.569,19.8,0.864,64.9,35.1,2.0,4.0,67.9,32.1,2.0,5.0,72.5,27.5,2.0,6.0,75.6,24.4,2.0,6.0,76.3,23.7,2.0,6.0,80.2,19.8,2.0,6.5,80.9,19.1,2.0,7.0,82.4,17.6,2.0,7.0,83.2,16.8,2.0,9.0,84.7,15.3,2.0,10.0,87.0,13.0,3.0,11.0,87.8,12.2,3.0,12.5,89.3,10.7,3.0,12.5,90.1,9.9,3.0,12.0,90.1,9.9,3.0,21.0,90.8,9.2,3.0,20.0
ADI,Tief 2,50,50,0.0,0.0,0.002,1.338,3.364,4.253,5.199,5.764,5.926,13.295,0.0,19.175,50,-1.076,0.079,0.411,0.853,1.892,2.153,2.445,3.14,5.911,7.228,-2.414,7.617,50,0.289,0.344,0.828,1.081,1.424,1.589,1.66,1.955,2.068,3.178,0.173,4.222,50,29.769,32.249,38.585,43.28,52.887,54.013,55.128,56.518,58.876,64.423,27.427,64.852,26.0,0.864,50.0,50.0,2.0,3.0,58.0,42.0,3.0,3.0,64.0,36.0,3.0,3.0,66.0,34.0,3.0,3.0,72.0,28.0,4.0,3.0,78.0,22.0,4.0,5.0,78.0,22.0,4.0,7.0,82.0,18.0,5.0,7.0,82.0,18.0,5.0,10.0,82.0,18.0,5.0,10.0,82.0,18.0,5.0,10.0,82.0,18.0,5.0,11.0,84.0,16.0,5.0,19.5,88.0,12.0,5.0,17.0,88.0,12.0,5.0,17.5,88.0,12.0,5.0,17.5
ADI,Tief 3,25,25,0.0,0.0,0.0,0.927,3.77,4.183,5.09,5.711,6.104,6.81,0.0,7.005,25,-0.124,0.064,0.504,1.122,1.56,2.093,2.527,2.893,3.649,5.756,-1.313,6.38,25,0.69,0.754,1.01,1.269,1.533,1.616,1.685,1.828,2.144,3.129,0.666,3.421,25,31.995,32.806,36.033,39.035,44.131,45.971,46.57,48.981,51.79,56.667,25.005,58.091,32.0,0.864,68.0,32.0,3.0,2.0,68.0,32.0,3.0,2.0,72.0,28.0,3.0,5.0,76.0,24.0,3.0,9.5,76.0,24.0,3.0,10.0,84.0,16.0,3.0,6.5,84.0,16.0,3.0,6.5,84.0,16.0,3.0,7.5,88.0,12.0,3.5,8.0,88.0,12.0,3.5,8.0,88.0,12.0,3.5,8.0,88.0,12.0,3.5,19.0,88.0,12.0,3.5,19.0,88.0,12.0,3.5,19.0,88.0,12.0,3.5,22.0,88.0,12.0,3.5,22.0
ADI,Tief 4,7,7,0.062,0.124,0.245,0.508,2.298,3.333,4.218,4.803,5.388,5.856,0.0,5.973,7,0.517,0.543,0.657,0.756,1.032,1.134,1.372,1.883,2.395,2.804,0.491,2.906,7,0.759,0.804,0.888,1.195,2.043,2.234,2.407,2.542,2.677,2.785,0.715,2.812,7,30.783,31.528,32.761,33.267,37.758,39.446,40.572,40.575,40.578,40.581,30.037,40.581,14.3,0.864,28.6,71.4,2.0,5.0,42.9,57.1,2.0,6.5,71.4,28.6,6.0,4.0,71.4,28.6,6.0,4.0,85.7,14.3,5.5,6.0,85.7,14.3,5.5,6.0,85.7,14.3,5.5,6.0,85.7,14.3,5.5,7.0,85.7,14.3,5.5,7.0,85.7,14.3,5.5,8.0,85.7,14.3,5.5,8.0,85.7,14.3,5.5,8.0,85.7,14.3,5.5,8.0,85.7,14.3,5.5,8.0,85.7,14.3,5.5,8.0,85.7,14.3,5.5,12.0
ADI,Tief 5,3,3,0.153,0.272,0.628,1.222,2.01,2.167,2.325,2.482,2.64,2.766,0.034,2.797,3,1.361,1.382,1.444,1.547,1.622,1.637,1.652,1.667,1.682,1.694,1.341,1.697,3,1.128,1.164,1.274,1.458,1.779,1.843,1.907,1.972,2.036,2.087,1.091,2.1,3,35.621,35.74,36.098,36.694,38.556,38.928,39.301,39.673,40.045,40.343,35.501,40.418,0.0,0.864,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,
ADI,Tief 6,1,1,1.017,1.017,1.017,1.017,1.017,1.017,1.017,1.017,1.017,1.017,1.017,1.017,1,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,1,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1,39.105,39.105,39.105,39.105,39.105,39.105,39.105,39.105,39.105,39.105,39.105,39.105,0.0,0.864,0.0,100.0,,24.0,0.0,100.0,,24.0,0.0,100.0,,25.0,0.0,100.0,,25.0,100.0,0.0,40.0,,100.0,0.0,40.0,,100.0,0.0,40.0,,100.0,0.0,40.0,,100.0,0.0,40.0,,100.0,0.0,40.0,,100.0,0.0,40.0,,100.0,0.0,40.0,,100.0,0.0,40.0,,100.0,0.0,40.0,,100.0,0.0,40.0,,100.0,0.0,40.0,
ADP,alle,192,192,0.0,0.0,0.208,1.814,5.4,6.881,8.295,10.153,14.465,35.027,0.0,38.601,192,-1.106,-0.155,0.329,0.901,1.803,1.919,2.179,2.893,3.772,4.774,-3.755,5.488,192,0.534,0.666,0.914,1.21,1.619,1.698,1.805,1.92,2.222,3.564,0.191,4.338,192,26.786,33.501,39.192,49.0,56.866,59.637,61.983,66.265,71.2,76.17,13.994,76.896,21.9,0.811,68.8,31.2,2.0,3.0,70.8,29.2,2.0,4.0,74.0,26.0,2.0,4.0,76.6,23.4,3.0,4.0,78.6,21.4,3.0,7.0,80.7,19.3,3.0,8.0,83.9,16.1,3.0,8.0,84.4,15.6,3.0,8.0,84.4,15.6,3.0,8.0,84.9,15.1,3.0,8.0,87.0,13.0,3.0,8.0,87.5,12.5,3.0,10.0,88.0,12.0,3.0,11.0,88.5,11.5,3.0,10.5,89.1,10.9,3.0,9.0,89.1,10.9,3.0,9.0
ADP,Tief 1,113,113,0.0,0.0,0.211,1.821,5.395,6.316,8.198,9.495,15.101,34.775,0.0,38.601,113,-0.826,-0.052,0.375,0.96,1.882,1.999,2.265,3.202,4.173,4.724,-2.867,5.488,113,0.534,0.635,0.924,1.218,1.579,1.695,1.764,1.914,2.138,3.446,0.275,3.985,113,37.163,39.866,48.037,54.355,61.575,64.361,67.859,69.977,73.356,76.577,22.931,76.896,20.4,0.811,71.7,28.3,2.0,3.0,74.3,25.7,2.0,4.0,75.2,24.8,2.0,4.0,76.1,23.9,2.5,5.0,77.9,22.1,3.0,8.0,79.6,20.4,3.0,8.0,83.2,16.8,3.0,8.0,84.1,15.9,3.0,8.0,84.1,15.9,3.0,8.0,84.1,15.9,3.0,8.0,87.6,12.4,3.0,8.5,87.6,12.4,3.0,10.0,87.6,12.4,3.0,11.5,88.5,11.5,3.0,12.0,89.4,10.6,3.0,10.5,89.4,10.6,3.0,10.5
ADP,Tief 2,40,40,0.0,0.0,0.443,2.234,6.256,7.211,7.784,11.892,14.342,30.104,0.0,35.78,40,-0.727,-0.073,0.279,0.636,1.19,1.369,1.918,2.647,2.998,4.49,-3.755,5.276,40,0.547,0.703,0.992,1.196,1.624,1.767,1.894,2.199,2.694,3.87,0.445,4.338,40,32.126,33.21,37.879,43.31,51.405,52.244,54.34,55.754,57.865,68.665,28.9,71.237,20.0,0.811,60.0,40.0,2.0,4.5,60.0,40.0,2.0,5.5,67.5,32.5,3.0,6.0,70.0,30.0,3.0,5.0,75.0,25.0,3.0,6.0,77.5,22.5,3.0,6.0,80.0,20.0,3.0,7.0,80.0,20.0,3.0,7.0,80.0,20.0,3.0,8.0,80.0,20.0,3.0,8.0,80.0,20.0,3.0,8.0,82.5,17.5,3.0,8.0,85.0,15.0,3.5,8.0,85.0,15.0,3.5,8.0,85.0,15.0,3.5,8.0,85.0,15.0,3.5,8.0
ADP,Tief 3,21,21,0.0,0.0,0.666,2.061,4.188,4.613,9.812,11.137,13.603,23.346,0.0,25.781,21,-1.791,-0.959,0.216,0.617,1.847,1.873,2.111,2.534,2.803,3.464,-2.306,3.629,21,0.71,0.801,0.865,1.16,1.467,1.696,1.898,1.899,1.958,2.004,0.704,2.015,21,20.698,22.277,34.706,36.785,40.606,41.037,43.312,43.583,47.636,50.549,16.898,51.277,19.0,0.811,57.1,42.9,2.0,1.0,57.1,42.9,2.0,2.0,66.7,33.3,2.5,2.0,76.2,23.8,3.0,2.0,76.2,23.8,3.0,3.0,81.0,19.0,3.0,4.0,85.7,14.3,3.0,3.0,85.7,14.3,3.0,3.0,85.7,14.3,3.0,3.0,90.5,9.5,3.0,14.5,90.5,9.5,3.0,15.5,90.5,9.5,3.0,20.5,90.5,9.5,3.0,20.5,90.5,9.5,3.0,20.5,90.5,9.5,3.0,20.5,90.5,9.5,3.0,21.0
ADP,Tief 4,14,14,0.0,0.0,0.0,0.48,6.074,7.913,8.975,9.216,11.043,13.592,0.0,14.229,14,-1.215,-0.272,0.306,1.072,1.875,2.008,2.212,2.677,3.311,3.934,-2.661,4.089,14,0.334,0.457,0.652,1.276,1.632,1.676,1.763,2.077,2.357,2.559,0.191,2.609,14,21.894,23.554,31.099,36.405,37.575,38.404,39.44,39.735,41.693,44.401,20.588,45.078,50.0,0.811,85.7,14.3,1.5,2.0,92.9,7.1,2.0,3.0,92.9,7.1,2.0,3.0,92.9,7.1,2.0,3.0,92.9,7.1,2.0,3.0,92.9,7.1,2.0,25.0,92.9,7.1,2.0,25.0,92.9,7.1,2.0,25.0,92.9,7.1,2.0,34.0,92.9,7.1,2.0,34.0,92.9,7.1,2.0,34.0,92.9,7.1,2.0,34.0,92.9,7.1,2.0,34.0,92.9,7.1,2.0,34.0,92.9,7.1,2.0,34.0,92.9,7.1,2.0,34.0
ADP,Tief 5,3,3,1.023,1.056,1.155,1.32,2.082,2.234,2.386,2.539,2.691,2.813,0.99,2.844,3,0.402,0.557,1.023,1.8,1.898,1.917,1.937,1.956,1.976,1.991,0.247,1.995,3,1.262,1.266,1.276,1.292,1.405,1.427,1.45,1.472,1.495,1.513,1.259,1.517,3,15.98,17.965,23.922,33.85,37.71,38.482,39.254,40.027,40.799,41.416,13.994,41.571,0.0,0.811,66.7,33.3,3.5,3.0,66.7,33.3,3.5,4.0,66.7,33.3,3.5,4.0,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,
ADP,Tief 6,1,1,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,1,1.237,1.237,1.237,1.237,1.237,1.237,1.237,1.237,1.237,1.237,1.237,1.237,1,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1,20.612,20.612,20.612,20.612,20.612,20.612,20.612,20.612,20.612,20.612,20.612,20.612,0.0,0.811,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,
ADS.DE,alle,198,198,0.0,0.0,0.767,2.68,6.603,7.479,8.378,8.88,12.238,21.811,0.0,26.047,198,-1.486,-0.533,0.356,0.857,1.582,1.879,2.4,2.92,4.039,5.25,-6.316,6.627,198,0.398,0.504,0.819,1.069,1.548,1.677,1.918,2.122,2.402,3.001,0.23,4.896,198,25.342,28.511,35.753,46.814,55.604,57.547,60.308,63.743,67.937,72.593,13.242,73.059,13.1,0.771,61.1,38.9,1.0,3.0,64.1,35.9,2.0,4.0,68.2,31.8,2.0,5.0,72.2,27.8,2.0,5.0,75.8,24.2,2.0,5.5,77.3,22.7,2.0,6.0,78.8,21.2,2.0,7.5,79.8,20.2,2.0,8.0,80.3,19.7,2.0,9.0,81.3,18.7,2.0,10.0,83.3,16.7,2.0,12.0,83.3,16.7,2.0,13.0,84.3,15.7,2.0,14.0,85.4,14.6,2.0,14.0,85.9,14.1,2.0,14.5,85.9,14.1,2.0,15.0
ADS.DE,Tief 1,105,105,0.0,0.0,1.013,3.208,6.616,7.511,8.394,9.594,12.946,25.313,0.0,26.047,105,-1.519,-0.454,0.387,0.895,1.657,1.926,2.474,2.746,3.804,4.445,-3.996,4.715,105,0.43,0.532,0.814,1.065,1.57,1.683,1.821,2.04,2.31,2.684,0.23,2.96,105,33.148,37.426,46.945,53.527,61.311,63.074,65.315,67.624,69.619,72.828,20.66,73.059,13.3,0.771,61.9,38.1,1.0,3.0,65.7,34.3,2.0,3.0,67.6,32.4,2.0,4.0,70.5,29.5,2.0,5.0,75.2,24.8,2.0,5.5,76.2,23.8,2.0,7.0,78.1,21.9,2.0,8.0,80.0,20.0,2.0,9.0,80.0,20.0,2.0,9.0,81.0,19.0,2.0,9.5,83.8,16.2,2.0,9.0,83.8,16.2,2.0,12.0,84.8,15.2,2.0,12.0,86.7,13.3,2.0,11.5,87.6,12.4,2.0,11.0,87.6,12.4,2.0,12.0
ADS.DE,Tief 2,42,42,0.0,0.241,1.012,2.636,4.852,6.539,7.41,9.757,10.836,17.837,0.0,21.696,42,-0.783,-0.404,0.113,0.514,1.318,1.44,1.567,2.131,2.437,4.736,-6.316,5.216,42,0.368,0.466,0.605,0.893,1.145,1.381,1.516,2.081,2.2,2.461,0.244,2.633,42,25.707,27.604,34.008,42.196,48.905,51.146,52.169,54.306,55.847,59.648,23.724,61.179,9.5,0.771,52.4,47.6,2.0,4.0,52.4,47.6,2.0,4.0,57.1,42.9,2.0,4.5,64.3,35.7,2.0,6.0,66.7,33.3,2.5,5.5,71.4,28.6,3.0,6.0,71.4,28.6,3.0,9.5,71.4,28.6,3.0,10.0,73.8,26.2,3.0,13.0,76.2,23.8,3.0,13.0,78.6,21.4,3.0,15.0,78.6,21.4,3.0,15.0,78.6,21.4,3.0,15.0,78.6,21.4,3.0,15.0,78.6,21.4,3.0,15.0,78.6,21.4,3.0,21.0
ADS.DE,Tief 3,29,29,0.0,0.102,0.621,2.121,6.934,7.729,8.176,8.465,11.542,17.046,0.0,18.481,29,-0.419,0.185,0.496,0.887,1.757,3.241,3.826,4.259,5.859,6.546,-0.987,6.627,29,0.456,0.692,0.963,1.226,1.591,1.618,1.664,2.42,2.689,2.773,0.345,2.774,29,23.904,26.666,31.653,36.015,43.576,44.577,47.756,49.287,52.411,55.094,15.648,55.456,10.3,0.771,58.6,41.4,2.0,4.0,62.1,37.9,2.5,5.0,72.4,27.6,3.0,5.5,75.9,24.1,3.0,5.0,79.3,20.7,3.0,5.5,79.3,20.7,3.0,5.5,79.3,20.7,3.0,6.5,79.3,20.7,3.0,6.5,79.3,20.7,3.0,7.5,79.3,20.7,3.0,9.0,79.3,20.7,3.0,9.0,79.3,20.7,3.0,9.0,82.8,17.2,3.5,9.0,82.8,17.2,3.5,9.0,82.8,17.2,3.5,15.0,82.8,17.2,3.5,15.0
ADS.DE,Tief 4,14,14,0.0,0.046,0.325,1.697,8.146,8.412,8.445,8.617,8.738,8.801,0.0,8.816,14,-1.908,-1.411,-0.663,1.15,1.775,2.084,2.382,2.625,2.88,3.092,-2.716,3.145,14,0.485,0.573,0.835,1.012,1.944,2.06,2.135,2.253,3.214,4.559,0.336,4.896,14,23.349,24.475,27.995,31.413,39.904,40.685,41.389,45.6,48.296,49.415,22.865,49.695,14.3,0.771,71.4,28.6,1.0,5.0,71.4,28.6,1.0,6.0,78.6,21.4,1.0,10.0,85.7,14.3,1.0,10.5,85.7,14.3,1.0,10.5,85.7,14.3,1.0,10.5,92.9,7.1,1.0,2.0,92.9,7.1,1.0,2.0,92.9,7.1,1.0,2.0,92.9,7.1,1.0,2.0,92.9,7.1,1.0,2.0,92.9,7.1,1.0,2.0,92.9,7.1,1.0,2.0,92.9,7.1,1.0,2.0,92.9,7.1,1.0,2.0,92.9,7.1,1.0,3.0
ADS.DE,Tief 5,5,5,0.0,0.0,0.0,1.763,2.3,2.597,2.893,3.189,3.485,3.722,0.0,3.781,5,-1.435,-0.854,0.888,1.143,1.695,2.325,2.955,3.584,4.214,4.718,-2.015,4.844,5,0.859,0.864,0.88,1.152,2.446,2.824,3.202,3.58,3.957,4.26,0.853,4.335,5,19.347,19.699,20.755,27.833,29.258,32.248,35.239,38.229,41.219,43.612,18.995,44.21,40.0,0.771,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,,100.0,0.0,1.0,
ADS.DE,Tief 6,2,2,0.098,0.196,0.49,0.98,1.47,1.569,1.667,1.765,1.863,1.941,0.0,1.961,2,1.447,1.455,1.476,1.512,1.548,1.555,1.562,1.57,1.577,1.582,1.44,1.584,2,0.995,1.038,1.165,1.378,1.591,1.633,1.676,1.718,1.761,1.795,0.952,1.803,2,14.462,15.682,19.342,25.443,31.543,32.763,33.983,35.203,36.424,37.4,13.242,37.644,50.0,0.771,50.0,50.0,3.0,2.0,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,
ADS.DE,Tief 7,1,1,1.739,1.739,1.739,1.739,1.739,1.739,1.739,1.739,1.739,1.739,1.739,1.739,1,1.509,1.509,1.509,1.509,1.509,1.509,1.509,1.509,1.509,1.509,1.509,1.509,1,1.552,1.552,1.552,1.552,1.552,1.552,1.552,1.552,1.552,1.552,1.552,1.552,1,38.641,38.641,38.641,38.641,38.641,38.641,38.641,38.641,38.641,38.641,38.641,38.641,0.0,0.771,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,
ADSK,alle,175,175,0.0,0.0,0.407,1.972,5.255,6.254,7.584,9.876,12.442,18.459,0.0,22.206,175,-0.694,0.019,0.359,0.973,2.246,2.502,2.853,3.431,4.489,6.92,-3.679,8.959,175,0.403,0.527,0.811,1.152,1.551,1.694,1.823,1.998,2.287,3.284,0.142,3.522,175,29.802,31.547,39.005,47.594,59.803,60.962,62.898,65.973,68.865,72.716,18.555,73.578,20.0,0.876,62.9,37.1,2.0,3.0,68.0,32.0,2.0,3.5,73.1,26.9,3.0,4.0,76.0,24.0,3.0,5.0,77.1,22.9,3.0,7.0,80.6,19.4,3.0,7.0,82.3,17.7,3.0,8.0,84.6,15.4,3.0,9.0,84.6,15.4,3.0,10.0,86.3,13.7,3.0,12.0,86.3,13.7,3.0,13.0,87.4,12.6,3.0,13.5,87.4,12.6,3.0,14.5,88.0,12.0,3.0,16.0,89.7,10.3,3.0,17.0,90.3,9.7,3.5,16.0
ADSK,Tief 1,103,103,0.0,0.0,0.428,2.459,5.353,6.44,8.171,10.201,14.895,20.156,0.0,22.206,103,-0.883,0.079,0.451,1.062,2.401,2.531,2.847,3.262,4.387,6.626,-3.192,8.959,103,0.424,0.516,0.801,1.151,1.53,1.627,1.776,1.852,2.318,2.606,0.151,2.765,103,34.623,42.611,46.586,56.581,62.79,63.879,66.209,67.645,69.565,73.51,24.134,73.578,21.4,0.876,66.0,34.0,2.0,2.0,72.8,27.2,3.0,3.0,78.6,21.4,3.0,4.0,80.6,19.4,3.0,4.5,81.6,18.4,3.0,7.0,82.5,17.5,3.0,7.0,83.5,16.5,3.0,7.0,86.4,13.6,3.0,9.0,86.4,13.6,3.0,10.0,88.3,11.7,3.0,11.0,88.3,11.7,3.0,12.5,88.3,11.7,3.0,12.5,88.3,11.7,3.0,15.0,88.3,11.7,3.0,15.5,88.3,11.7,3.0,18.5,88.3,11.7,3.0,19.0
ADSK,Tief 2,35,35,0.0,0.0,0.749,2.966,4.109,6.182,7.386,7.796,9.183,10.055,0.0,10.072,35,-0.542,-0.258,0.221,0.992,2.188,2.459,3.037,4.165,4.587,5.889,-1.069,6.447,35,0.381,0.499,0.73,1.068,1.389,1.407,1.545,1.639,1.905,2.81,0.142,3.235,35,29.568,30.647,39.369,42.165,48.627,49.544,51.72,58.044,59.033,66.233,18.555,69.54,17.1,0.876,57.1,42.9,1.0,3.0,57.1,42.9,1.0,4.0,60.0,40.0,1.0,5.0,65.7,34.3,2.0,5.0,65.7,34.3,2.0,7.0,71.4,28.6,2.0,6.5,77.1,22.9,3.0,8.5,77.1,22.9,3.0,9.5,77.1,22.9,3.0,11.0,77.1,22.9,3.0,12.0,77.1,22.9,3.0,13.0,82.9,17.1,3.0,13.0,82.9,17.1,3.0,13.0,85.7,14.3,3.0,35.0,91.4,8.6,3.5,45.0,94.3,5.7,4.0,42.5
ADSK,Tief 3,16,16,0.0,0.168,0.419,1.67,6.311,6.667,7.315,8.296,9.973,12.161,0.0,12.708,16,-0.97,-0.037,0.173,0.67,1.225,1.488,2.563,3.748,5.36,7.245,-3.679,7.716,16,0.637,0.716,0.976,1.336,1.871,1.989,2.09,2.128,2.455,3.231,0.407,3.425,16,26.504,30.286,33.613,36.458,37.621,37.707,39.078,40.268,41.966,44.28,24.128,44.859,12.5,0.876,50.0,50.0,2.5,3.0,62.5,37.5,3.5,3.0,62.5,37.5,3.5,3.5,68.8,31.2,4.0,5.0,68.8,31.2,4.0,5.0,81.2,18.8,5.0,5.0,81.2,18.8,5.0,6.0,81.2,18.8,5.0,6.0,81.2,18.8,5.0,6.0,87.5,12.5,5.5,9.0,87.5,12.5,5.5,9.0,87.5,12.5,5.5,9.5,87.5,12.5,5.5,11.5,87.5,12.5,5.5,11.5,87.5,12.5,5.5,11.5,87.5,12.5,5.5,26.5
